file,audio_path,raw_feature_path,msd_track_id,deezer_track_id,sample_rate,duration_sec,frames,cluster_label,distance_to_centroid,is_outlier,cluster_size
J.J. Cale - Trouble In The City [TRABNET128F14560AC] [deezer-1113947].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/J.J. Cale - Trouble In The City [TRABNET128F14560AC] [deezer-1113947].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/J.J. Cale - Trouble In The City [TRABNET128F14560AC] [deezer-1113947].npz,TRABNET128F14560AC,1113947,22050,29.0,0,4,0.011338972,False,830
JAŸ-Z - Change Clothes [TRAUWRW128F9358C69] [deezer-1763297887].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JAŸ-Z - Change Clothes [TRAUWRW128F9358C69] [deezer-1763297887].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JAŸ-Z - Change Clothes [TRAUWRW128F9358C69] [deezer-1763297887].npz,TRAUWRW128F9358C69,1763297887,22050,29.0,0,5,0.014244625,False,605
JC Lodge - Let's Make Love [TRAYJMK128F9300253] [deezer-554974922].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JC Lodge - Let's Make Love [TRAYJMK128F9300253] [deezer-554974922].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JC Lodge - Let's Make Love [TRAYJMK128F9300253] [deezer-554974922].npz,TRAYJMK128F9300253,554974922,22050,29.0,0,2,0.013998777,True,719
JDS - Nine Ways (Original Mix) [TRAAYPG128F933C941] [deezer-721236792].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JDS - Nine Ways (Original Mix) [TRAAYPG128F933C941] [deezer-721236792].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JDS - Nine Ways (Original Mix) [TRAAYPG128F933C941] [deezer-721236792].npz,TRAAYPG128F933C941,721236792,22050,29.0,0,6,0.03676022,True,538
JK - Go On (Dub Mix) [TRBAAJQ128F4273A42] [deezer-1378193622].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JK - Go On (Dub Mix) [TRBAAJQ128F4273A42] [deezer-1378193622].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JK - Go On (Dub Mix) [TRBAAJQ128F4273A42] [deezer-1378193622].npz,TRBAAJQ128F4273A42,1378193622,22050,29.0,0,6,0.022123532,False,538
JK - Hit My Heart (Epic One Mix) [TRATIQC128F4273AA3] [deezer-1372678182].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JK - Hit My Heart (Epic One Mix) [TRATIQC128F4273AA3] [deezer-1372678182].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JK - Hit My Heart (Epic One Mix) [TRATIQC128F4273AA3] [deezer-1372678182].npz,TRATIQC128F4273AA3,1372678182,22050,29.0,0,11,0.037077595,True,429
JK - You Make Me Feel Good (Disco Mix) [TRANQNS128F42739D1] [deezer-1328613322].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/JK - You Make Me Feel Good (Disco Mix) [TRANQNS128F42739D1] [deezer-1328613322].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/JK - You Make Me Feel Good (Disco Mix) [TRANQNS128F42739D1] [deezer-1328613322].npz,TRANQNS128F42739D1,1328613322,22050,29.0,0,6,0.015878,False,538
Jaci Velasquez - Al Munda Dios Amo [TRANVTB128F92E2C34] [deezer-928672522].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jaci Velasquez - Al Munda Dios Amo [TRANVTB128F92E2C34] [deezer-928672522].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jaci Velasquez - Al Munda Dios Amo [TRANVTB128F92E2C34] [deezer-928672522].npz,TRANVTB128F92E2C34,928672522,22050,29.0,0,0,0.019105736,False,556
Jaci Velasquez - Nothing But Sky (Outro) [TRAYUTH128F423A5CF] [deezer-134702522].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jaci Velasquez - Nothing But Sky (Outro) [TRAYUTH128F423A5CF] [deezer-134702522].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jaci Velasquez - Nothing But Sky (Outro) [TRAYUTH128F423A5CF] [deezer-134702522].npz,TRAYUTH128F423A5CF,134702522,22050,29.0,0,2,0.036514062,False,719
Jack Johnson - Adrift (Album Version) [TRBBQFV128F4252EFF] [deezer-919361].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - Adrift (Album Version) [TRBBQFV128F4252EFF] [deezer-919361].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - Adrift (Album Version) [TRBBQFV128F4252EFF] [deezer-919361].npz,TRBBQFV128F4252EFF,919361,22050,29.0,0,7,0.013925642,False,678
Jack Johnson - Fortunate Fool [TRAUJKJ128E078FA48] [deezer-83151450].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - Fortunate Fool [TRAUJKJ128E078FA48] [deezer-83151450].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - Fortunate Fool [TRAUJKJ128E078FA48] [deezer-83151450].npz,TRAUJKJ128E078FA48,83151450,22050,29.0,0,9,0.032296654,True,782
Jack Johnson - Inaudible Melodies (Live) [TRBBCUA128E078FA50] [deezer-83151476].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - Inaudible Melodies (Live) [TRBBCUA128E078FA50] [deezer-83151476].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - Inaudible Melodies (Live) [TRBBCUA128E078FA50] [deezer-83151476].npz,TRBBCUA128E078FA50,83151476,22050,29.0,0,9,0.021258915,False,782
Jack Johnson - Monsoon (Money Mark Casio Remix) [TRAOWBP128F4257C64] [deezer-916170].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - Monsoon (Money Mark Casio Remix) [TRAOWBP128F4257C64] [deezer-916170].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - Monsoon (Money Mark Casio Remix) [TRAOWBP128F4257C64] [deezer-916170].npz,TRAOWBP128F4257C64,916170,22050,29.0,0,4,0.009614239,False,830
Jack Johnson - Times Like These (Lee “Scratch” Perry x Subatomic Sound System Dub) [TRBHHUF12903CAA46B] [deezer-2300217995].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - Times Like These (Lee “Scratch” Perry x Subatomic Sound System Dub) [TRBHHUF12903CAA46B] [deezer-2300217995].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - Times Like These (Lee “Scratch” Perry x Subatomic Sound System Dub) [TRBHHUF12903CAA46B] [deezer-2300217995].npz,TRBHHUF12903CAA46B,2300217995,22050,29.0,0,2,0.04249239,False,719
Jack Johnson - You And Your Heart [TRAEUIW12903D018F0] [deezer-3239898541].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson - You And Your Heart [TRAEUIW12903D018F0] [deezer-3239898541].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson - You And Your Heart [TRAEUIW12903D018F0] [deezer-3239898541].npz,TRAEUIW12903D018F0,3239898541,22050,29.0,0,9,0.015769223,False,782
Jack Johnson and Friends - Fall Line (Live feat. Matt Costa) [TRAUFCU128F42882B7] [deezer-2509072].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Johnson and Friends - Fall Line (Live feat. Matt Costa) [TRAUFCU128F42882B7] [deezer-2509072].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Johnson and Friends - Fall Line (Live feat. Matt Costa) [TRAUFCU128F42882B7] [deezer-2509072].npz,TRAUFCU128F42882B7,2509072,22050,29.0,0,7,0.024762021,False,678
Jack Miles - Nuits Orientales [TRALHCG128F4264232] [deezer-354955261].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Miles - Nuits Orientales [TRALHCG128F4264232] [deezer-354955261].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Miles - Nuits Orientales [TRALHCG128F4264232] [deezer-354955261].npz,TRALHCG128F4264232,354955261,22050,29.0,0,6,0.00803477,False,538
Jack Off Jill - Horrible [TRAHIJE128F4243356] [deezer-16426233].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Off Jill - Horrible [TRAHIJE128F4243356] [deezer-16426233].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Off Jill - Horrible [TRAHIJE128F4243356] [deezer-16426233].npz,TRAHIJE128F4243356,16426233,22050,29.0,0,2,0.015078156,False,719
Jack Off Jill - Yellow Brick Road (94) [TRATXSW128F4243364] [deezer-16426241].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Off Jill - Yellow Brick Road (94) [TRATXSW128F4243364] [deezer-16426241].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Off Jill - Yellow Brick Road (94) [TRATXSW128F4243364] [deezer-16426241].npz,TRATXSW128F4243364,16426241,22050,29.0,0,9,0.03677257,False,782
Jack Orsen - Getto Boys [TRBEEWS12903CD0B60] [deezer-1182927882].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jack Orsen - Getto Boys [TRBEEWS12903CD0B60] [deezer-1182927882].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jack Orsen - Getto Boys [TRBEEWS12903CD0B60] [deezer-1182927882].npz,TRBEEWS12903CD0B60,1182927882,22050,29.0,0,5,0.011081152,False,605
Jackie Davis - Love Is Just Around The Corner (Remastered) [TRASXEL128F93499DF] [deezer-3733712].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Davis - Love Is Just Around The Corner (Remastered) [TRASXEL128F93499DF] [deezer-3733712].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Davis - Love Is Just Around The Corner (Remastered) [TRASXEL128F93499DF] [deezer-3733712].npz,TRASXEL128F93499DF,3733712,22050,29.0,0,4,0.03377986,False,830
Jackie Davis - Night Train [TRADNTU128F932B04A] [deezer-116265786].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Davis - Night Train [TRADNTU128F932B04A] [deezer-116265786].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Davis - Night Train [TRADNTU128F932B04A] [deezer-116265786].npz,TRADNTU128F932B04A,116265786,22050,29.0,0,8,0.026665771,False,629
Jackie Edwards - Ali Baba [TRBBRFQ12903CE2997] [deezer-3265603481].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Edwards - Ali Baba [TRBBRFQ12903CE2997] [deezer-3265603481].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Edwards - Ali Baba [TRBBRFQ12903CE2997] [deezer-3265603481].npz,TRBBRFQ12903CE2997,3265603481,22050,29.0,0,2,0.01735738,True,719
Jackie Edwards - So Jah Seh [TRABJRW128F92EEABD] [deezer-11893597].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Edwards - So Jah Seh [TRABJRW128F92EEABD] [deezer-11893597].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Edwards - So Jah Seh [TRABJRW128F92EEABD] [deezer-11893597].npz,TRABJRW128F92EEABD,11893597,22050,29.0,0,2,0.011955485,False,719
Jackie Edwards - Welcome You Back Home - Original [TRAXKZW128F933707A] [deezer-1904942].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Edwards - Welcome You Back Home - Original [TRAXKZW128F933707A] [deezer-1904942].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Edwards - Welcome You Back Home - Original [TRAXKZW128F933707A] [deezer-1904942].npz,TRAXKZW128F933707A,1904942,22050,29.0,0,2,0.013987652,False,719
Jackie Edwards - Worrying over You [TRADVZP128F92E0C02] [deezer-3267107051].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Edwards - Worrying over You [TRADVZP128F92E0C02] [deezer-3267107051].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Edwards - Worrying over You [TRADVZP128F92E0C02] [deezer-3267107051].npz,TRADVZP128F92E0C02,3267107051,22050,29.0,0,2,0.019216724,False,719
Jackie Wilson - Each Time (I Love You More) [TRAXXJZ12903CF1731] [deezer-116859832].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - Each Time (I Love You More) [TRAXXJZ12903CF1731] [deezer-116859832].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - Each Time (I Love You More) [TRAXXJZ12903CF1731] [deezer-116859832].npz,TRAXXJZ12903CF1731,116859832,22050,29.0,0,8,0.023377465,False,629
Jackie Wilson - I'm Wanderin' (Remastered) [TRAKVQI12903CB7343] [deezer-1103291632].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - I'm Wanderin' (Remastered) [TRAKVQI12903CB7343] [deezer-1103291632].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - I'm Wanderin' (Remastered) [TRAKVQI12903CB7343] [deezer-1103291632].npz,TRAKVQI12903CB7343,1103291632,22050,29.0,0,0,0.028592005,False,556
Jackie Wilson - If I Can't Have You [TRAOVDL128F931FB30] [deezer-116859368].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - If I Can't Have You [TRAOVDL128F931FB30] [deezer-116859368].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - If I Can't Have You [TRAOVDL128F931FB30] [deezer-116859368].npz,TRAOVDL128F931FB30,116859368,22050,29.0,0,8,0.022698022,False,629
Jackie Wilson - It's So Fine [TRBBJKY128F931FB24] [deezer-1066434612].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - It's So Fine [TRBBJKY128F931FB24] [deezer-1066434612].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - It's So Fine [TRBBJKY128F931FB24] [deezer-1066434612].npz,TRBBJKY128F931FB24,1066434612,22050,29.0,0,8,0.03558339,False,629
Jackie Wilson - One Moment With You [TRBFBYF12903CFB6B4] [deezer-1528585112].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - One Moment With You [TRBFBYF12903CFB6B4] [deezer-1528585112].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - One Moment With You [TRBFBYF12903CFB6B4] [deezer-1528585112].npz,TRBFBYF12903CFB6B4,1528585112,22050,29.0,0,7,0.017589128,False,678
Jackie Wilson - Why Can't You Be Mine [TRBCWCU12903CFB6A2] [deezer-116859376].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackie Wilson - Why Can't You Be Mine [TRBCWCU12903CFB6A2] [deezer-116859376].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackie Wilson - Why Can't You Be Mine [TRBCWCU12903CFB6A2] [deezer-116859376].npz,TRBCWCU12903CFB6A2,116859376,22050,29.0,0,8,0.010878736,False,629
Jackson Southernaires - Keep On Doing What I'm Doing [TRANIQV128F425423F] [deezer-414719762].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jackson Southernaires - Keep On Doing What I'm Doing [TRANIQV128F425423F] [deezer-414719762].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jackson Southernaires - Keep On Doing What I'm Doing [TRANIQV128F425423F] [deezer-414719762].npz,TRANIQV128F425423F,414719762,22050,29.0,0,0,0.016222665,False,556
Jacob Young - In a Subtle Way [TRAADHS12903CE70A9] [deezer-584540682].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacob Young - In a Subtle Way [TRAADHS12903CE70A9] [deezer-584540682].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacob Young - In a Subtle Way [TRAADHS12903CE70A9] [deezer-584540682].npz,TRAADHS12903CE70A9,584540682,22050,29.0,0,9,0.04207694,False,782
Jacob Young - Print [TRAHZOF12903CF3F75] [deezer-584381742].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacob Young - Print [TRAHZOF12903CF3F75] [deezer-584381742].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacob Young - Print [TRAHZOF12903CF3F75] [deezer-584381742].npz,TRAHZOF12903CF3F75,584381742,22050,29.0,0,12,0.020324638,False,354
Jacques Douai - Bonjour [TRBAYFW128F933781F] [deezer-2149176].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Bonjour [TRBAYFW128F933781F] [deezer-2149176].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Bonjour [TRBAYFW128F933781F] [deezer-2149176].npz,TRBAYFW128F933781F,2149176,22050,29.0,0,7,0.02283245,True,678
Jacques Douai - Chanson De La Patience [TRAJURP128F93378C1] [deezer-2149020].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Chanson De La Patience [TRAJURP128F93378C1] [deezer-2149020].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Chanson De La Patience [TRAJURP128F93378C1] [deezer-2149020].npz,TRAJURP128F93378C1,2149020,22050,29.0,0,11,0.02012083,False,429
Jacques Douai - L'Etang Chimérique [TRAIRGP128F9337847] [deezer-2148985].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - L'Etang Chimérique [TRAIRGP128F9337847] [deezer-2148985].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - L'Etang Chimérique [TRAIRGP128F9337847] [deezer-2148985].npz,TRAIRGP128F9337847,2148985,22050,29.0,0,11,0.02951289,False,429
Jacques Douai - La rivière de ton dos [TRBDNHC128F933788E] [deezer-143954700].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - La rivière de ton dos [TRBDNHC128F933788E] [deezer-143954700].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - La rivière de ton dos [TRBDNHC128F933788E] [deezer-143954700].npz,TRBDNHC128F933788E,143954700,22050,29.0,0,11,0.018865444,False,429
Jacques Douai - Le Roi A Fait Battre Tambour [TRAUMRB128F93377DB] [deezer-2149264].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Le Roi A Fait Battre Tambour [TRAUMRB128F93377DB] [deezer-2149264].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Le Roi A Fait Battre Tambour [TRAUMRB128F93377DB] [deezer-2149264].npz,TRAUMRB128F93377DB,2149264,22050,29.0,0,11,0.023917392,False,429
Jacques Douai - Le dormeur du val (Live) [TRAJUYV128F93378E6] [deezer-143481350].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Le dormeur du val (Live) [TRAJUYV128F93378E6] [deezer-143481350].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Le dormeur du val (Live) [TRAJUYV128F93378E6] [deezer-143481350].npz,TRAJUYV128F93378E6,143481350,22050,29.0,0,11,0.027054476,False,429
Jacques Douai - Les Scieurs De Long [TRAPVKB128F93377C1] [deezer-2149300].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Les Scieurs De Long [TRAPVKB128F93377C1] [deezer-2149300].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Les Scieurs De Long [TRAPVKB128F93377C1] [deezer-2149300].npz,TRAPVKB128F93377C1,2149300,22050,29.0,0,8,0.020701673,False,629
Jacques Douai - M'En Vas A La Fontaine [TRAWINR128F93378C6] [deezer-2149025].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - M'En Vas A La Fontaine [TRAWINR128F93378C6] [deezer-2149025].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - M'En Vas A La Fontaine [TRAWINR128F93378C6] [deezer-2149025].npz,TRAWINR128F93378C6,2149025,22050,29.0,0,11,0.02807371,False,429
Jacques Douai - Mes belles amourettes [TRAPVQZ128F93378B1] [deezer-143481240].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Mes belles amourettes [TRAPVQZ128F93378B1] [deezer-143481240].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Mes belles amourettes [TRAPVQZ128F93378B1] [deezer-143481240].npz,TRAPVQZ128F93378B1,143481240,22050,29.0,0,11,0.018908685,False,429
Jacques Douai - Pauvre Jean [TRAOMRN128F93378B3] [deezer-143481244].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Douai - Pauvre Jean [TRAOMRN128F93378B3] [deezer-143481244].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Douai - Pauvre Jean [TRAOMRN128F93378B3] [deezer-143481244].npz,TRAOMRN128F93378B3,143481244,22050,29.0,0,11,0.01808351,False,429
Jacques Dutronc - L'aventurier [TRBBRJN128F425C040] [deezer-14892834].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - L'aventurier [TRBBRJN128F425C040] [deezer-14892834].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - L'aventurier [TRBBRJN128F425C040] [deezer-14892834].npz,TRBBRJN128F425C040,14892834,22050,29.0,0,8,0.02883647,False,629
Jacques Dutronc - L'homme de paille (Remastered 2004) [TRAPDNS128F425F97E] [deezer-131338500].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - L'homme de paille (Remastered 2004) [TRAPDNS128F425F97E] [deezer-131338500].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - L'homme de paille (Remastered 2004) [TRAPDNS128F425F97E] [deezer-131338500].npz,TRAPDNS128F425F97E,131338500,22050,29.0,0,8,0.027064424,True,629
Jacques Dutronc - Laquelle des deux est la plus snob (Remastered 2004) [TRAQRRD128F425F8E7] [deezer-2847217].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - Laquelle des deux est la plus snob (Remastered 2004) [TRAQRRD128F425F8E7] [deezer-2847217].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - Laquelle des deux est la plus snob (Remastered 2004) [TRAQRRD128F425F8E7] [deezer-2847217].npz,TRAQRRD128F425F8E7,2847217,22050,29.0,0,7,0.008864736,False,678
Jacques Dutronc - Les femmes des autres [TRANQEB128F92C46CC] [deezer-539884].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - Les femmes des autres [TRANQEB128F92C46CC] [deezer-539884].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - Les femmes des autres [TRANQEB128F92C46CC] [deezer-539884].npz,TRANQEB128F92C46CC,539884,22050,29.0,0,0,0.033794012,False,556
Jacques Dutronc - Les femmes des autres [TRBCVVB128F92EB308] [deezer-539884].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - Les femmes des autres [TRBCVVB128F92EB308] [deezer-539884].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - Les femmes des autres [TRBCVVB128F92EB308] [deezer-539884].npz,TRBCVVB128F92EB308,539884,22050,29.0,0,0,0.033166014,False,556
Jacques Dutronc - Les playboys [TRAXRLN128F425C047] [deezer-540425].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Jacques Dutronc - Les playboys [TRAXRLN128F425C047] [deezer-540425].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Jacques Dutronc - Les playboys [TRAXRLN128F425C047] [deezer-540425].npz,TRAXRLN128F425C047,540425,22050,29.0,0,8,0.029546345,False,629
