Song,Genre,Cluster,Confidence,LogLikelihood,PCA1,PCA2
JennyAnyKind - Didn't You Notice,alternative rock,3,1.0,155.41739,1.0385098,0.13764271
JennyAnyKind - I'm On The Run,alternative rock,3,1.0,156.6499,1.1251292,-0.7786579
JennyAnyKind - In a Village Square,alternative rock,3,1.0,159.40523,0.73272496,1.2496643
JennyAnyKind - Young Boy Blues,alternative rock,3,1.0,162.72748,0.4247427,1.695307
Jeremy Spencer - It Hurts Me Too,blues-rock,4,1.0,130.96176,-1.8051002,-1.9189591
Jeremy Spencer - Maria De Santiago,blues-rock,1,1.0,150.87344,-0.7672994,-1.507169
Jerry Butler & Betty Everett - The Way You Do The Things You Do - Original,chicago soul,3,1.0,170.46213,-1.343134,-0.010456954
Jerry Butler - He Will Break Your Heart,chicago soul,3,1.0,162.68753,-2.0498338,-0.7874387
Jerry Butler - Moon River - Original,chicago soul,3,1.0,167.18771,-2.4128466,-0.5507543
Jerry Goldsmith - First Blood,soundtrack,3,1.0,153.51642,-4.5736856,-0.58667356
Jerry Goldsmith - Main Title,soundtrack,3,1.0,155.5861,-4.8191204,-0.26405427
Jerry Goldsmith - The Keys,soundtrack,3,1.0,152.11743,-4.228437,-0.8301384
Jerry Lee Lewis - It All Depends On You,rock steady,3,1.0,167.8547,-2.3657663,0.5499531
Jerry Lewis - Shine On Your Shoes,rock steady,3,1.0,161.6229,0.8883196,1.0110022
"Jerry Reed - When You're Hot, You're Hot",country rock,2,1.0,126.929214,1.682739,0.044065867
Jerry Reed - Woman Shy,country rock,4,1.0,152.20425,-0.5445023,-0.9028827
Jerry Wallace - You'll Never Know,doo-wop,3,1.0,161.9664,-1.6422112,0.16542454
Jerry Yan - Pei Chen Pin (Album Version),chinese music,3,1.0,167.54454,-0.91832256,0.26742688
Jerry Yan - Xi Guan Liang Ge Ren,chinese music,3,1.0,157.3172,-1.0441685,-0.5267263
Jesse Malin - Almost Grown,urban folk,0,1.0,143.99199,0.23070523,0.53807694
Jesse Malin - Broken Radio '22,urban folk,3,1.0,160.47328,-0.8384298,0.3334491
Jesse Malin - Goin' Out West,urban folk,3,1.0,161.69525,-1.2022321,-0.41782737
Jesse Malin - Harmony,urban folk,0,1.0,146.36076,1.0048555,-0.63107497
Jesse Malin - Since Your In Love,urban folk,3,1.0,166.35342,-1.0540289,1.6738926
Jesse Malin - Walk On The Wild Side,urban folk,0,1.0,144.88882,2.2633984,-0.55367893
Jesse Malin - Wendy,urban folk,3,1.0,168.27306,0.17623565,2.1822455
Jessica Myrberg - I Love Rock n´ Roll,swedish,3,1.0,165.4483,0.69620603,0.4792016
Jessica Simpson - I Belong to Me,teen pop,3,1.0,157.87004,2.6489406,0.39844275
Jessica Simpson - In This Skin (Album Version),teen pop,3,1.0,167.02159,1.3792669,0.7785207
Jessica Simpson - Irresistible (feat. Lil Bow Wow) (So So Def Remix featuring Lil Bow Wow),teen pop,3,1.0,157.61232,3.2121918,-0.65349144
Jessica Simpson - Take My Breath Away (The Passengerz Hour Glass Mix),teen pop,0,1.0,136.98001,4.0075727,1.6580621
Jesus Jones - All The Answers,dance rock,3,1.0,166.32782,-0.020219982,2.0360937
Jesus Jones - Nothing To Hold Me,dance rock,3,1.0,157.76372,1.0485079,0.44656032
Jesus Jones - Yellow Brown,dance rock,3,1.0,149.15544,-1.8533398,0.022786925
Jets - Alligator Come Across (Live),disco,3,1.0,162.40375,1.485944,0.33438015
Jewel - Serve The Ego (Hani Num Dub),stoner metal,0,1.0,144.79063,5.8089137,-0.9674761
Jha Jha - What It Do,freestyle,3,1.0,161.58167,4.0467215,0.28076163
Jillette Johnson - Champagne Supernova (OurVinyl Sessions),stoner metal,3,1.0,151.63652,-1.579981,-0.518021
Jim Bryson - Somewhere Else (Live),singer-songwriter,3,1.0,159.65268,-1.0821307,0.23870488
Jim Chappell - Adventure No. 8,chamber jazz,3,0.99998474,140.36479,-3.3582556,-1.1779696
Jim Chappell - Almost Us,chamber jazz,3,1.0,145.35486,-5.103246,-1.3598698
Jim Chappell - First Kiss,chamber jazz,2,1.0,116.68477,-5.612088,-1.6399503
Jim Chappell - In the Hills,chamber jazz,2,0.9747357,131.79199,-2.5269046,-1.3115444
Jim Chappell - Moonlight Boy,chamber jazz,2,1.0,127.52902,-5.779176,-1.5532917
Jim Chappell - Still,chamber jazz,3,1.0,154.7871,-5.005577,-1.3524734
Jim Jones - Certified Gangstas (Feat. Cam'ron & Bezel),gangster rap,3,0.5950081,137.88141,4.883183,-1.215513
Jim Kweskin - Eight More Miles to Louisville,ragtime,3,1.0,163.25632,-0.5309401,-0.022874694
Jim Reeves - I Guess I'm Crazy,country gospel,3,1.0,164.66049,-1.6523337,-0.1946619
Jim Reeves - I'd Like To Be,country gospel,3,1.0,170.80241,-1.7402624,-0.87713385
Jim Reeves - Jingle Bells,country gospel,3,1.0,162.32272,-0.9900831,-0.2494543
Jim Reeves - May the Good Lord Bless and Keep You,country gospel,3,1.0,157.62341,-3.0260384,-1.4903566
Jim Reeves - Mexican Joe,country gospel,3,1.0,164.86398,-1.5833691,-0.5335647
Jim Reeves - Rosa Rio,country gospel,3,1.0,165.0754,-0.021269979,-0.37309352
Jim Reeves - True,country gospel,3,1.0,166.61626,-2.4317665,-0.84851766
Jim Smoak - Old Dan Tucker,bluegrass,2,1.0,132.92638,-1.0767876,0.8937083
Jimi Hendrix - Fire,blues-rock,4,1.0,142.64935,-0.007820652,1.4974492
Jimi Hendrix - Hear My Train A Comin' (Acoustic),blues-rock,4,1.0,146.28113,-2.202982,-0.1434968
Jimi Hendrix - Lullaby For The Summer,blues-rock,4,1.0,142.28755,-0.68249255,0.34095922
Jimi Hendrix - Once I Had a Woman,blues-rock,1,1.0,146.60765,-2.1108696,-1.1122665
Jimi Hendrix - Voodoo Chile Blues,blues-rock,4,1.0,141.28682,-0.94317245,-0.3855383
Jimmie Davis - It Makes No Difference,country blues,3,1.0,156.25748,-3.1890035,-1.5891831
Jimmie Davis - Jimmie's Travellin' Blues,country blues,3,1.0,159.7365,-3.0397704,-1.2283357
Jimmie Vaughan - Don't Cha Know (Album Version),blues-rock,4,1.0,154.43274,0.1143213,-0.25924847
Jimmie Vaughan - Kinky Woman (Album Version),blues-rock,4,1.0,146.62411,0.6778053,-0.49727574
Jimmy Burns - Groovin' With Jimmy,soul blues,3,1.0,160.69498,-0.49681625,-0.50826514
Jimmy Burns - Rollin' And Tumblin',soul blues,3,1.0,168.45319,-1.2352076,-0.23949964
Jimmy Cliff - Let's Seize The Time,reggae,3,1.0,167.00691,-0.5113269,-0.17938687
Jimmy Cliff - Million Teardrops,reggae,3,1.0,167.60242,-0.26466757,-0.73760355
Jimmy Herring - Lifeboat Serenade,jazz fusion,3,1.0,156.49907,-1.0050986,-1.5633595
"Jimmy Hughes - Neighbor, Neighbor",southern soul,3,0.9999695,147.37946,1.5653044,-0.3889007
Jimmy Johnson - Country Preacher,chicago blues,3,1.0,159.96356,0.9297201,-1.4826663
"Jimmy Johnson - When There's A Will, There's A Way",chicago blues,3,1.0,162.6383,-0.6644827,-0.13183396
Jimmy McCracklin - Give My Heart a Break AKA You Don't Seem to Understand,piano blues,0,1.0,145.93146,-1.087411,0.5632014
Jimmy McCracklin - Gotta Cut Out,piano blues,3,1.0,155.00009,-2.2597067,-0.21337548
Jimmy McCracklin - It Ain't No Use,piano blues,0,1.0,148.10744,-1.8303668,0.14053015
Jimmy McCracklin - Street Loafin' Woman,piano blues,3,1.0,156.64508,-3.9910564,-2.198177
Jimmy McGriff - After The Dark,jazz funk,3,1.0,158.45964,-0.30159858,-0.91920954
Jimmy McGriff - Cumayon (2024 Remastered Version),jazz funk,3,1.0,162.47296,-0.17151146,0.011038012
Jimmy McGriff - Hip Hug Her,jazz funk,3,0.99981695,157.31258,3.7500691,-1.012594
Jimmy Page - Hummingbird,british blues,3,1.0,158.91826,0.2796602,-0.63394916
Jimmy Page - Liquid Mercury,british blues,3,0.99978644,145.88489,1.4065778,0.83195966
Jimmy Page - Thank You,british blues,3,1.0,166.91064,0.015296731,0.6544673
Jimmy Page - Wailing Sounds,british blues,3,1.0,158.9227,-0.8974377,1.694596
Jimmy Page - Writes Of Winter,british blues,3,1.0,164.42767,-0.5318219,0.6094479
"Jimmy Page, John Paul Jones, Albert Lee, Nicky Hopkins, Big Jim Sullivan, Clem Cattini, Chris Hughes - Livin' Lovin' Wreck",british blues,3,1.0,163.30406,-1.5284258,0.86528915
Jimmy Riley - Amaze,roots reggae,0,0.8922866,145.9906,1.6790367,0.022616377
Jimmy Riley - Conversation,roots reggae,0,0.9999695,145.15186,2.4151146,-0.9916098
Jimmy Riley - Life,roots reggae,0,0.99998474,144.32176,1.4967952,-1.6903487
Jimmy Riley - Show Of Love,roots reggae,0,1.0,149.21611,1.5126342,-1.7147961
Jimmy Riley - Simple Communication,roots reggae,0,1.0,144.01778,3.556639,-0.44762614
Jimmy Riley - The Love We Had Version,roots reggae,0,1.0,143.8605,3.9327576,-2.6018217
Jimmy Wakely - Beautiful Brown Eyes,classic country,3,1.0,162.66501,-0.87986344,-0.6544303
Jimmy Wakely - Broken Down Merry-Go-Round,classic country,3,1.0,153.96407,-1.4920728,-1.8116626
Jimmy Wakely - If Santa Claus Could Bring You Back To Me,classic country,3,1.0,164.496,-3.0778553,-1.5401794
Jimmy Wakely - In The Valley Of The Moon (Mono),classic country,3,1.0,165.05643,-4.285885,-1.6530571
Jimmy Wakely - Midnight Wind,classic country,3,1.0,163.96231,-2.3953326,-1.4209812
"Jimmy Wakely - Mine, All Mine",classic country,3,1.0,157.99377,-2.029392,-2.2116888
Jimmy Wakely - Standing Outside Of Heaven,classic country,3,1.0,166.26605,-3.2045987,-0.4800119
Jimmy Wayne - Are You Ever Gonna Love Me_,country,3,1.0,164.35687,-0.43410483,0.68194044
Jimmy Wayne - She Runs,country,3,1.0,166.4689,0.5389665,1.1028991
"Jimmy Witherspoon - Better Love, Next Time [part 2]",jazz blues,3,1.0,155.70529,-3.3926477,-0.5548952
Jimmy Witherspoon - I'm Just Wonderin' [part 2],jazz blues,3,1.0,161.79144,-2.9916775,-0.85432756
Jimmy Witherspoon - Man Don't Cry (Album Version),jazz blues,3,1.0,164.07614,-1.7777331,-0.027001224
Jimmy Witherspoon - Rain Keeps Falling Down,jazz blues,3,1.0,157.20177,1.6988103,0.42927182
Jimmy Wyble - No More Blues,western swing,3,1.0,157.17896,-3.0200827,-1.9742262
Jimmy _T99_ Nelson - Little Miss Teasin' Brown,jump blues,3,1.0,165.11804,-3.16204,-0.35678264
JJ72 - Improv,latin jazz,4,1.0,142.51718,-0.80175304,-1.1778196
JK - Go On (Radio Edit),dance music,3,1.0,156.1699,1.4753395,0.1941627
JK - Hit My Heart (Radio Edit),eurodance,3,1.0,165.62433,1.4050674,-0.60374415
Jo Privat - Ay! Mi sombrero (Paso),gypsy jazz,3,1.0,164.38321,-0.97084844,0.2470286
Jo Privat - Espoirs Perdus (Valse),gypsy jazz,3,1.0,153.25107,0.9254844,-0.49842763
Jo Privat - Les deux guitares,gypsy jazz,3,1.0,162.04521,-1.3347609,0.067483984
Jo Privat - Rodríguez Peña,gypsy jazz,3,1.0,149.98244,-0.16853549,0.0077357846
Jo Privat - Rossignol Montmartrois (Polka),gypsy jazz,3,1.0,157.35924,1.6640012,-0.8080249
Jo Privat - Sous Les Ponts De Paris (Valse),gypsy jazz,3,1.0,165.71439,-0.6207655,0.058764134
Jo-El Sonnier - Amazing Grace (Cajun Hymns Album Version),bluegrass,3,1.0,163.16945,-1.8621757,0.63457924
Jo-El Sonnier - Broken Hearted Side Of New Orleans,bluegrass,3,1.0,168.99657,-1.0856433,-0.0632449
Jo-El Sonnier - Cajun Blood,bluegrass,3,1.0,168.10945,-0.00871336,0.08058701
Jo-El Sonnier - Les Grande Bois,bluegrass,3,1.0,149.4242,-1.757348,1.6226789
"Jo-El Sonnier - Precious Lord, Take My Hand (Cajun Hymns Album Version)",bluegrass,3,1.0,164.40695,-1.5003258,1.2262285
"Joan Sutherland - Alcina, HWV 34, Act I _ Handel_ Alcina, HWV 34, Act I_ Aria. Tornami a vagheggiar (Live)",bel canto,3,1.0,142.34698,-3.285052,-0.75314623
Joanna Connor - Meditations,blues-rock,4,1.0,144.49437,-1.8127978,-1.634902
Joanna Connor - Money Blues,blues-rock,4,1.0,154.29153,0.6973022,-0.012843318
Joanna Connor - Playing In The Dirt,blues-rock,4,1.0,154.41281,0.46776515,-0.5896257
"Jody Bernal - Que Si, Que No (Sunclub Radio Mix)",europop,3,1.0,162.86163,1.7171098,1.5025327
Jody McBrayer - To Ever Live Without Me (This Is Who I Am Album Version),smooth jazz,3,1.0,157.37762,0.6796417,1.5029792
Joe Bataan - Ernestine,salsa,3,1.0,161.76765,-1.4439192,-0.57150817
Joe Bataan - Keep The Change,salsa,3,1.0,166.62354,0.6080236,0.26083237
Joe Bonamassa - I Know A Place,blues-rock,4,1.0,149.81396,0.46519053,0.11805522
Joe Bonamassa - Jam Intro,blues-rock,1,1.0,156.76558,-0.6787134,0.82452786
Joe Bonamassa - So Many Roads,blues-rock,1,1.0,153.81145,0.62745225,-0.9053383
Joe Bonamassa - Stop!,blues-rock,1,1.0,152.1797,-0.38716826,-0.9857076
Joe Bonamassa - When She Dances,blues-rock,4,1.0,146.78215,-0.8881487,-0.34252307
Joe Budden - Warfare (feat. Joell Ortiz),hip hop,0,1.0,147.32166,0.95757174,1.309139
Joe Grushecky - A Fool's Advice,heartland rock,3,1.0,172.11237,0.08591053,-1.3774006
Joe Grushecky - A Good Life,heartland rock,0,1.0,146.14836,0.27102566,1.0849487
Joe Grushecky and The Houserockers - How Long,heartland rock,3,1.0,159.23012,1.1193371,-0.10793663
Joe Heaney - Peigin Is Peadar (Peggy and Peter),irish folk,3,0.99998474,146.79002,-0.7176835,-2.7027788
Joe Heaney - The Ferocious O' Flahertys,irish folk,0,1.0,132.24231,-0.61986655,-2.6154828
Joe Lopez - Me Duele,blues,3,1.0,165.13007,0.98692083,-0.62913626
"Joe Lopez, Jimmy Gonzalez Y Grupo MAZZ - Borraré Tu Nombre (Live)",tejano,3,1.0,159.06601,-1.0338646,0.735883
Joe Lynn Turner - Second Hand Life,hard rock,0,0.61122245,150.79832,0.75870556,1.8337439
Joe Lynn Turner - Soul Searcher,hard rock,3,1.0,168.04239,-0.5092779,1.665861
Joe McBride - Like A Star,smooth jazz,3,1.0,148.09016,0.7658957,-1.6010188
Joe McBride - One Eyed Jack,smooth jazz,3,1.0,163.32373,1.1240809,-1.6731544
Joe McBride - This Is How A Heart Breaks,smooth jazz,3,1.0,172.02782,1.2799171,-1.5875151
Joe Phillips - The Sound from There,free jazz,3,1.0,156.11057,-2.7692938,-0.95277625
Joe Rogan - Fear Factor,comedy,0,0.99879533,134.91284,-0.69852376,-0.03676754
Joe Rogan - Telepathy_Ted Haggard Got Cured of the Gay,comedy,3,0.99935937,141.27625,3.6472404,-0.7515919
Joe Satriani - Echo,instrumental rock,3,1.0,154.49068,1.9869595,-1.0806177
Joe Satriani - House Full of Bullets,instrumental rock,3,1.0,166.70297,-0.9113187,0.842431
Joe Satriani - Just Like Lightnin',instrumental rock,3,1.0,160.43317,1.1303777,0.59048176
Joe Satriani - Midnight,instrumental rock,3,0.9999084,154.22641,-1.8713303,-1.3654027
Joe Turner - Piney Brown (K.C.),jump blues,3,1.0,163.24844,-0.43978164,-1.6387817
Joey Calveiro - Winters Of Yesterday,latin jazz,1,1.0,127.36107,-3.5561893,-2.080876
Joey McIntyre - All I Wanna Do (Album Version),teen pop,3,1.0,155.90347,0.6760701,0.940245
Joey Negro - Make a Move on Me (Radio Edit),deep house,3,1.0,166.93349,0.8405723,2.4884403
Johann Koehnich - Die Gesellschaft,german,3,1.0,159.80786,0.15842234,-1.9224427
Johannes Linstead - Caja de Cerillas,meditation,0,1.0,137.1411,0.32713926,-0.7266072
Johannes Linstead - Guayabera,meditation,0,1.0,148.50485,2.1962276,-0.29868868
John Berry - Let's Fall In Love This Christmas,country rock,4,1.0,155.69043,-0.1099224,-0.071045935
John Berry - Ninety Miles An Hour,country rock,4,1.0,149.37848,0.518507,-0.18133497
John Berry - She's Taken A Shine,country rock,4,1.0,148.97894,-0.34763724,1.0309573
John Berry - Those Were the Days,country rock,4,1.0,146.95193,-0.8796387,0.9952314
John Brown - Ms. Marseilles,hard trance,3,1.0,157.51874,0.3695797,-1.0683063
John Brown - Party In The Burbs,hard trance,3,1.0,162.09657,2.151768,0.4880222
John Brown - Sarah Palin {I Wanna Lay Pipe} [Remix],hard trance,3,0.99998474,155.03238,2.0676942,0.20578459
John Brown - Sarah Palin {I Wanna Lay Pipe},hard trance,3,1.0,159.01859,2.4106326,0.19755153
John Brown - She's On That Revivalism,hard trance,3,1.0,151.55872,2.346828,-0.053597134
John Brown - The Scenic Route,hard trance,3,0.999939,151.86145,1.1755239,0.58864516
John Cale - Antarctica Starts Here (Remastered 2024),experimental rock,3,1.0,161.37857,-1.1765492,-1.4338778
John Cale - Song Of The Valley,experimental rock,3,1.0,158.61183,0.65229344,-1.4626242
John Cale - Stainless Steel Gamelan,experimental rock,3,1.0,121.28804,-4.6114364,0.67457104
John D. Loudermilk - Brown Girl,blues-rock,4,1.0,143.3549,-1.321784,-0.3497514
John D. Loudermilk - Goin' to Hell On a Sled,blues-rock,4,1.0,145.5976,-0.0115346145,1.621081
John D. Loudermilk - Nassau Town,blues-rock,4,1.0,150.60098,-1.4237326,0.8869175
John D. Loudermilk - Somebody Sweet,blues-rock,4,1.0,142.3457,0.06980795,-0.43274185
John Davis - Knocked Out Of The Park,jazz fusion,0,1.0,136.94833,-0.6030478,-1.1285433
John Davis - Mary'S Boy Child,jazz fusion,3,1.0,160.008,-1.2225399,-0.6361711
John Davis - Silver Bells,jazz fusion,3,1.0,164.26073,-1.9423691,-0.76687175
John Debney - Buddy And Santa's Flight,pop rock,0,1.0,124.29979,-2.3009546,-0.18890443
John Debney - Porcelain Man,pop rock,2,1.0,126.3875,-2.8198647,-2.1843138
John Entwistle Band - Roadrunner _ My Generation (Live),blues-rock,1,1.0,152.01994,-0.08055603,3.2776191
John Fogerty - Don't You Wish It Was True (Album Version),roots rock,3,1.0,164.72461,0.385434,0.8364232
John Fogerty - Headlines,roots rock,3,1.0,168.48889,0.96603143,1.0208386
John Fogerty - Soda Pop,roots rock,3,0.99998474,157.09119,3.193349,0.35866576
John Frizzell - Carrie's Theme,soundtrack,3,1.0,155.75874,-4.7528906,-1.8830514
John Frizzell - No Unexpected Guests,soundtrack,3,1.0,160.18301,-4.0385604,-0.4503245
John Hammond - Big Boss Man,blues,3,1.0,169.65431,-1.3157572,-0.49473593
John Hammond - Come To Find Out,blues,3,1.0,166.92493,0.2752111,-0.58894247
John Hammond - I Can't Be Satisfied,blues,3,1.0,167.35211,-0.62052006,-0.7979851
John Hammond - Preaching Blues (Up Jumped the Devil) (1978 Version),blues,3,1.0,158.07568,1.2722832,2.2266781
John Hiatt - Memphis In The Meantime,southern rock,3,1.0,166.56093,0.6483578,0.2226731
John Holt - I Need a Veggie,lovers rock,3,1.0,148.72537,2.3001378,-2.1357844
John Holt - I'll Take A Melody,lovers rock,3,1.0,166.57773,0.72614694,-0.29513085
John Holt - The Tide Is High - Original,lovers rock,3,1.0,164.94914,0.62125486,-0.97540224
John Holt - We've Only Just Begun,lovers rock,3,0.9985058,143.51784,4.3848195,0.04298975
John Mayall & The Bluesbreakers - A Hard Road,blues-rock,4,1.0,147.63098,-0.21872541,-0.05645019
John Mayall & The Bluesbreakers - All Your Love (Mono),blues-rock,1,1.0,140.09889,0.021559544,1.8520052
John Mayall & The Bluesbreakers - Blues City Shake Down,blues-rock,4,1.0,144.17941,-0.56093526,1.8860275
John Mayall & The Bluesbreakers - Looking Back,blues-rock,4,1.0,146.18585,-1.1086804,0.42834732
John Mayall & The Bluesbreakers - Nature's Disappearing,blues-rock,1,1.0,144.93825,2.427363,-1.2153124
John Mayall & The Bluesbreakers - Now I've Got a Woman,blues-rock,4,1.0,144.11836,1.1702654,-0.8772921
John Mayall & The Bluesbreakers - The Witching Hour,blues-rock,1,1.0,157.33885,0.43564352,1.2643731
John Mayall - Don't Waste My Time,blues-rock,4,1.0,133.18967,0.8642167,-0.5606674
John Mayall - I'm Your Witchdoctor (The BBC Session Sat Club 25_10_65),blues-rock,4,1.0,148.2556,-1.8094,1.2339617
"John Mayer - Comfortable (Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002)",rock,3,1.0,162.13364,-0.528555,0.5957576
John Mayer - Something's Missing,rock,3,1.0,159.40027,1.5932815,0.49017528
John Mayer - St. Patrick's Day,rock,3,1.0,160.0326,-0.3530816,0.35260928
"John Mayer - Who Did You Think I Was (Live at the Nokia Theatre, Los Angeles, CA - December 2007)",rock,3,1.0,164.40434,-1.5007491,1.7460297
John Mayer - Your Body Is a Wonderland,happy hardcore,3,1.0,165.87083,0.19622748,0.8269132
John Mellencamp - Down And Out In Paradise,heartland rock,3,1.0,167.10463,1.6521863,0.72233796
John Mellencamp - Peaceful World (Album Version),heartland rock,3,1.0,166.26422,0.16281185,0.5440235
John Michael Talbot - Fan Into Flame,ccm,4,1.0,149.6,-1.986833,-1.3331002
John Michael Talbot - Pass Through My Will,ccm,4,1.0,148.28737,-2.1741567,-2.0186007
John Ottman - Entanglement,acid jazz,3,1.0,150.51132,-4.2658925,-0.33052513
John Ottman - The People You Care For,acid jazz,3,1.0,157.94312,-3.9036055,-0.5367062
John P. Kee - Encouraged,meditation,3,1.0,162.48753,2.354392,0.842166
John Sebastian - Freezin' From The Inside Out,folk rock,3,1.0,157.80014,-0.5209409,-1.5154378
"John Sebastian - One Step Forward, Two Steps Back",folk rock,3,0.99998474,158.96625,2.4516277,-1.320143
John Sebastian - Sportin' Life,folk rock,3,1.0,159.04155,-2.176148,-1.9244603
John Sebastian - Wagoner's Lad,folk rock,3,1.0,152.87238,-3.5984843,0.95732045
John Sebastian - Waiting for a Train (Live),folk rock,3,1.0,163.58371,-2.6036284,-1.306329
John Stewart - Price of the Fire,folk rock,3,1.0,160.123,-0.13974251,-0.66187334
John Tchicai - Drunnhvíta Elevator,free jazz,2,1.0,117.34877,-2.6683655,-2.639699
John Tchicai - Faroe Cave Song,free jazz,3,0.99998474,131.63142,-1.3174903,-1.8583721
John Tchicai - Musica Sacra Nova_ Morgen I Frydenlund,free jazz,2,1.0,122.70411,-3.260824,-0.1571587
John Tchicai - Rainbow Dance,free jazz,3,1.0,155.4198,-3.6979744,-1.6137241
John Wayne - Call the Police,dancehall,3,0.99992365,143.77219,0.9799568,-1.4434577
John Wesley - Alone Together (Live Acoustic),disco,3,1.0,157.36343,-0.9170141,-0.56143445
John Wesley - Chasing Monsters,disco,3,0.99992365,154.79149,1.1129508,0.36336517
John Wesley - Cuttin' the Tree (Live),disco,3,1.0,164.57362,2.2120209,0.23629491
"John Wesley - Disappeared (Live at Martyr's, Chicago - November 17, 2002)",disco,3,1.0,152.57852,-0.01481832,-0.059306044
John Wesley - Gift of a Woman,disco,3,0.9999543,157.19377,-0.22274995,-0.985553
John Wesley Ryles - Living Again,country,3,1.0,167.28537,-1.8759408,-1.3287202
John Williams - American Journey_ IV. Arts and Sports,soundtrack,3,1.0,163.0248,-3.009584,-0.6302767
John Williams - Bach Suite No. 1 In G Major_ Gigue,soundtrack,3,1.0,155.986,-4.110433,-2.1272628
John Williams - Everything I Do (From _Robin Hood_),soundtrack,3,1.0,157.74385,-3.413727,-0.7439116
John Williams - John Williams_ Escape From The City (Original Motion Picture Soundtrack),soundtrack,3,1.0,160.95778,-3.3851955,-0.34713975
John Williams - Old Man Rocking Chair,soundtrack,3,1.0,151.05916,-0.7103438,-2.0793335
Johnny Carver - Goodtime Charlie's Got The Blues,country,3,1.0,163.10141,-2.1297448,-1.5760972
"Johnny Cash - A Boy Named Sue (Live at San Quentin State Prison, San Quentin, CA - February 1969)",honky tonk,3,1.0,167.75793,-0.24326883,-0.2991903
"Johnny Cash - I Got Stripes (Live at Folsom State Prison, Folsom, CA 2nd Show - January 1968)",honky tonk,3,1.0,164.60654,-1.3169855,0.7501362
Johnny Cash - Lonesome To The Bone,honky tonk,3,1.0,166.74211,-0.5366205,-0.28256032
Johnny Cash - Pack Up Your Sorrows,freakbeat,3,1.0,166.72632,-0.65562546,0.36054316
Johnny Cash - You Tell Me,honky tonk,3,1.0,159.3512,-0.78336895,-1.0220411
Johnny Copeland - Circumstances (Album Version),texas blues,3,1.0,166.69366,-0.34112364,1.2534221
Johnny Copeland - Jambalaya (On The Bayou) (Album Version),texas blues,3,1.0,169.90552,-0.30247414,0.61283123
Johnny Copeland - Make My Home Where I Hang My Hat,texas blues,3,1.0,155.72374,-0.44871128,-0.3064697
Johnny Crash - Rock'n Roll Generation,punk,3,1.0,165.0774,-0.46760276,1.9757831
Johnny Horton - Go And Wash (Those Dirty Feet),country rock,4,1.0,144.91028,-1.7984791,-0.83998734
Johnny Horton - Got The Bull By The Horns (Album Version),country rock,2,1.0,134.75023,-0.7619311,-0.010947528
Johnny Horton - Honky Tonk Mind (The Woman I Need),country rock,4,1.0,137.76076,1.5518986,-1.0177494
"Johnny Horton - Talk Gobbler Talk (Old Gobbler, The Hound Dog)",country rock,4,1.0,145.03094,-1.03901,-0.31716156
Johnny Horton - The Battle Of New Orleans,country rock,4,1.0,146.56271,-0.36562505,0.4043816
Johnny Horton - The Golden Rocket (Album Version),country rock,4,1.0,144.8179,-0.3278722,0.42226595
Johnny Keating All Stars - Fair Diana,easy listening,0,0.99859715,139.70123,-3.7650292,-0.2754321
Johnny Keating All Stars - Impromptu,easy listening,3,1.0,149.02808,-1.8454189,-2.1117115
Johnny Kidd & The Pirates - Watermelon Man,rock 'n roll,3,1.0,161.0177,-0.57980764,-1.5742902
Johnny Nash - I See God,reggae,3,1.0,165.90547,-2.6316864,-1.8864696
Johnny Nash - Loving You,reggae,3,1.0,167.41945,-1.3014321,-0.2877901
Johnny Nash - There Are More Questions Than Answers,reggae,3,1.0,162.6282,0.3521131,-0.22303784
Johnny Osbourne - Come Along,roots reggae,0,1.0,151.1474,0.87004864,-0.1442597
Johnny Osbourne - Mine Yuh Business,roots reggae,0,1.0,143.23633,2.541082,-0.97792816
Johnny Osbourne - Mr. Marshall,roots reggae,0,0.99998474,143.57411,0.5005484,-0.9318343
Johnny Osbourne - Turn Me On,roots reggae,0,0.999939,140.1813,1.1416436,-1.9741472
Johnny Osbourne - We Need Love,roots reggae,0,1.0,143.71408,-0.6363488,-1.6323843
Johnny Otis - Head Hunter,jump blues,3,1.0,161.68045,-1.3224562,0.8764598
Johnny Otis - Lover's lane boogie,jump blues,3,1.0,165.73032,-2.726013,-1.2100096
Johnny Pacheco - Cero Codazos,salsa,3,1.0,158.93408,0.41198274,-0.86431676
Johnny Pacheco - La Palabra Fin,salsa,3,1.0,164.90393,-1.3319058,-0.19406879
Johnny Pacheco - Mi Musica Es para Ti,salsa,0,1.0,142.17337,0.1939953,-1.4359232
Johnny Pacheco - Viralo Al Revés,salsa,3,1.0,164.0808,-0.1753718,-0.67803025
Johnny Pearson - Boss-Eyed Whelk,orchestra,3,1.0,167.78177,-0.7728862,0.24101077
Johnny Pearson - Purple Haze,orchestra,0,1.0,150.05374,-1.3669422,-1.7570543
Johnny Pearson - Running Sabotage,orchestra,3,1.0,167.85786,0.5443672,-1.4070504
Johnny Reid - Merry Christmas Caledonia,vocal jazz,3,1.0,163.90712,-0.99505645,0.53013974
Johnny Vicious - Speaker Problems (Bass Mix),hard house,0,1.0,104.43163,7.0568686,-3.2623188
Johnny Winter - Be Careful With a Fool,blues-rock,1,1.0,149.88406,-1.5418746,-0.016572524
