"msd_track_id","filename","audio_basename","deezer_artist","deezer_title","genre","primary_genre","genre_count"
"TRAAAPK128E0786D96","Tweeterfriendly Music - Drop of Rain.wav","Tweeterfriendly Music - Drop of Rain","Tweeterfriendly Music","Drop of Rain","post-hardcore, screamo, emo, hardcore, punk revival","post-hardcore","5"
"TRAVCTG12903CFF7F9","Twenty 4 Seven - Take Your Chance.wav","Twenty 4 Seven - Take Your Chance","Twenty 4 Seven","Take Your Chance","happy hardcore, pop rap, europop, hip house, hard trance","happy hardcore","5"
"TRAWKTD128F92F47FA","Twila Paris - I'll See You Sunday.wav","Twila Paris - I'll See You Sunday","Twila Paris","I'll See You Sunday","ccm, soft rock, pop rock, religious music, easy listening","ccm","5"
"TRAWNSM12903CA71FC","Twin Atlantic - What Is Light_ Where Is Laughter_ (Acoustic Version).wav","Twin Atlantic - What Is Light_ Where Is Laughter_ (Acoustic Version)","Twin Atlantic","What Is Light? Where Is Laughter? (Acoustic Version)","progressive rock, pop rock, pop punk, indie pop, alternative rock","progressive rock","5"
"TRAVVWK128F4244971","Twinkle Brothers - Natty Dread Up Town.wav","Twinkle Brothers - Natty Dread Up Town","Twinkle Brothers","Natty Dread Up Town","roots reggae, reggae, dub, lovers rock, downtempo","roots reggae","5"
"TRADTIP128F92E4CF2","Twinkle Brothers - Under World Dub.wav","Twinkle Brothers - Under World Dub","Twinkle Brothers","Under World Dub","roots reggae, reggae, dub, lovers rock, downtempo","roots reggae","5"
"TRAIPZU128F42418F0","Twista - Had to Call (feat. Snoop Dogg & Sleepy Eyed Jones).wav","Twista - Had to Call (feat. Snoop Dogg & Sleepy Eyed Jones)","Twista","Had to Call (feat. Snoop Dogg & Sleepy Eyed Jones)","gangster rap, rap, hip hop, pop, chicago","gangster rap","5"
"TRASIJO128F4258025","Two Man Advantage - Pass The Puck.wav","Two Man Advantage - Pass The Puck","Two Man Advantage","Pass The Puck","thrash core, hardcore punk, ska, punk, hardcore","thrash core","5"
"TRABUAQ128F4258028","Two Man Advantage - The Sweep.wav","Two Man Advantage - The Sweep","Two Man Advantage","The Sweep","thrash core, hardcore punk, ska, punk, hardcore","thrash core","5"
"TRALZBP128F4263E1A","Ty Herndon - A Man Holdin' On (To a Woman Lettin' Go).wav","Ty Herndon - A Man Holdin' On (To a Woman Lettin' Go)","Ty Herndon","A Man Holdin' On (To a Woman Lettin' Go)","country, folk, world, male vocalist, rock","country","5"
"TRAUPNY12903C9DE65","Tyree - My M.B. Thang.wav","Tyree - My M.B. Thang","Tyree","My M.B. Thang","hip house, chicago house, rave, smooth jazz, club","hip house","5"
"TRAAIBB12903CECB35","Tyrone Davis - Cheatin' In the Next Room.wav","Tyrone Davis - Cheatin' In the Next Room","Tyrone Davis","Cheatin' In the Next Room","chicago soul, disco, southern soul, funk, northern soul","chicago soul","5"
"TRARDFD12903CECB2C","Tyrone Davis - I Can't Help Myself.wav","Tyrone Davis - I Can't Help Myself","Tyrone Davis","I Can't Help Myself","chicago soul, disco, southern soul, funk, northern soul","chicago soul","5"
"TRAITJA12903CECB2E","Tyrone Davis - Ooh la La.wav","Tyrone Davis - Ooh la La","Tyrone Davis","Ooh la La","chicago soul, disco, southern soul, funk, northern soul","chicago soul","5"
"TRASYVY128F4254487","Tyrone Davis - Sugar Daddy.wav","Tyrone Davis - Sugar Daddy","Tyrone Davis","Sugar Daddy","chicago soul, disco, southern soul, funk, northern soul","chicago soul","5"
"TRATGQE128F93060E3","Tyrone Taylor - Got to Make Me Love You.wav","Tyrone Taylor - Got to Make Me Love You","Tyrone Taylor","Got to Make Me Love You","lovers rock, roots reggae, reggae, dancehall, dub","lovers rock","5"
"TRAKGOF128F93060F6","Tyrone Taylor - Happiness Is Loving You.wav","Tyrone Taylor - Happiness Is Loving You","Tyrone Taylor","Hapiness Is Loving You","lovers rock, roots reggae, reggae, dancehall, dub","lovers rock","5"
"TRAOKTB128F930612A","Tyrone Taylor - I'm a Believer.wav","Tyrone Taylor - I'm a Believer","Tyrone Taylor","I'm a Believer","lovers rock, roots reggae, reggae, dancehall, dub","lovers rock","5"
"TRAEZAZ128F930608E","Tyrone Taylor - Members Only.wav","Tyrone Taylor - Members Only","Tyrone Taylor","Members Only","lovers rock, roots reggae, reggae, dancehall, dub","lovers rock","5"
"TRALBKB12903C95C86","Tyrone Taylor - Midnight Hour.wav","Tyrone Taylor - Midnight Hour","Tyrone Taylor","Midnight Hour","lovers rock, roots reggae, reggae, dancehall, dub","lovers rock","5"
"TRAJFQF128F92E354E","Tyrone Wells - Baby Don't You Change (Album Version).wav","Tyrone Wells - Baby Don't You Change (Album Version)","Tyrone Wells","Baby Don't You Change","folk-pop, soft rock, pop rock, modern rock, folk rock","folk-pop","5"
"","U.S.A. for Africa - We Are The World (Remastered).wav","U.S.A. for Africa - We Are The World (Remastered)","U.S.A. for Africa","We Are The World (Remastered)","hard rock","hard rock","1"
"TRAGJPA128F92F9665","U2 - FEZ _ Being Born.wav","U2 - FEZ _ Being Born","U2","FEZ / Being Born","dance rock, pop rock, british pop, ballad, classic rock","dance rock","5"
"TRAATMY128F149562F","U2 - Kite (Live From Sydney).wav","U2 - Kite (Live From Sydney)","U2","Kite (Live From Sydney)","dance rock, pop rock, british pop, ballad, classic rock","dance rock","5"
"TRADSUA128C7196C7C","U2 - New York.wav","U2 - New York","U2","New York","dance rock, pop rock, british pop, ballad, classic rock","dance rock","5"
"TRAEWXY128E0786183","U2 - Vertigo.wav","U2 - Vertigo","U2","Vertigo","dance rock, pop rock, british pop, ballad, classic rock","dance rock","5"
"TRABGHG128F934B27E","UFO - Chains Chains (Live at the Hammersmith Odeon, 15 April 1983).wav","UFO - Chains Chains (Live at the Hammersmith Odeon, 15 April 1983)","UFO","Chains Chains (Live at the Hammersmith Odeon, 15 April 1983)","heavy metal, hard rock, blues-rock, gangster rap, happy hardcore","heavy metal","5"
"TRAHGVP128F934B26C","UFO - Out In The Street (Live in Cleveland, Ohio 16_10_78).wav","UFO - Out In The Street (Live in Cleveland, Ohio 16_10_78)","UFO","Out In The Street (Live in Cleveland, Ohio 16/10/78)","heavy metal, hard rock, blues-rock, gangster rap, happy hardcore","heavy metal","5"
"","UFO - Out in the Street (2007 Remaster).wav","UFO - Out in the Street (2007 Remaster)","UFO","Out in the Street (2007 Remaster)","heavy metal","heavy metal","1"
"","UFO - Shoot Shoot (Live in Cincinnati, 1995).wav","UFO - Shoot Shoot (Live in Cincinnati, 1995)","UFO","Shoot Shoot (Live in Cincinnati, 1995)","heavy metal","heavy metal","1"
"TRAGKXX128F424F3B5","UK Subs - Crash Course.wav","UK Subs - Crash Course","UK Subs","Crash Course","oi, punk, british punk rock, hardcore punk, ska","oi","5"
"TRAWYVJ128F92F27B8","UK Subs - SK8 Tough.wav","UK Subs - SK8 Tough","UK Subs","SK8 Tough","oi, punk, british punk rock, hardcore punk, ska","oi","5"
"","UK Subs - Tomorrow's Girls (Live 1982).wav","UK Subs - Tomorrow's Girls (Live 1982)","UK Subs","Tomorrow's Girls (Live 1982)","oi","oi","1"
"TRABWUW128F93214D6","UKW - Allein.wav","UKW - Allein","UKW","Allein","neue deutsche welle, progressive trance, trance, kraut rock, hard house","neue deutsche welle","5"
"TRAWKDN128F9321552","UKW - Ich Will (Patitu).wav","UKW - Ich Will (Patitu)","UKW","Ich Will (Patitu)","neue deutsche welle, progressive trance, trance, kraut rock, hard house","neue deutsche welle","5"
"TRADBQM128F92F79EF","UMAN - People of Cloud Nine.wav","UMAN - People of Cloud Nine","UMAN","People of Cloud Nine","chill-out, psychedelic trance, goa, downtempo, ambient","chill-out","5"
"TRAHTPW128F4285343","US Coast Guard Band - Fanfare For Freedom.wav","US Coast Guard Band - Fanfare For Freedom","US Coast Guard Band","Fanfare For Freedom","patriotic, americana, military, united states, american","patriotic","5"
"TRASVOH12903CCDC0B","USHER - Hey Daddy (Daddy's Home) (feat. Plies).wav","USHER - Hey Daddy (Daddy's Home) (feat. Plies)","USHER","Hey Daddy (Daddy's Home)","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"TRALRTY128F428BE43","USHER - I Need Love.wav","USHER - I Need Love","USHER","I Need Love","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"TRAIATD128F9331CD6","USHER - I'll Show You Love.wav","USHER - I'll Show You Love","USHER","I'll Show You Love","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"TRAOGHG12903CA3B89","USHER - Moving Mountains.wav","USHER - Moving Mountains","USHER","Moving Mountains","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"TRAWLGG128F42884CA","USHER - Pianolude.wav","USHER - Pianolude","USHER","Pianolude","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"TRAJRIT128F92F4352","USHER - Trading Places.wav","USHER - Trading Places","USHER","Trading Places","hip hop, r&b, ballad, gangster rap, dance music","hip hop","5"
"","Udo Jürgens - Engel der Melancholie.wav","Udo Jürgens - Engel der Melancholie","Udo Jürgens","Engel der Melancholie","experimental rock","experimental rock","1"
"TRACWFA128F4265BDF","Ultimate Fakebook - Brokÿn Nëedle (Album Version).wav","Ultimate Fakebook - Brokÿn Nëedle (Album Version)","Ultimate Fakebook","Brokÿn Nëedle (Album Version)","power pop, emo, pop punk, pop rock, alternative rock","power pop","5"
"TRAQACB128F4263F7B","Ultimate Fakebook - Soaked In Cinnamon (Album Version).wav","Ultimate Fakebook - Soaked In Cinnamon (Album Version)","Ultimate Fakebook","Soaked In Cinnamon (Album Version)","power pop, emo, pop punk, pop rock, alternative rock","power pop","5"
"TRAFISG128F4263F8A","Ultimate Fakebook - This Will Be Laughing Week (Album Version).wav","Ultimate Fakebook - This Will Be Laughing Week (Album Version)","Ultimate Fakebook","This Will Be Laughing Week (Album Version)","power pop, emo, pop punk, pop rock, alternative rock","power pop","5"
"TRACCLY12903CDD7C4","Ultraviolence - I Destructor (Lenny Dee Mix).wav","Ultraviolence - I Destructor (Lenny Dee Mix)","Ultraviolence","I Destructor (Lenny Dee Mix)","gabba, happy hardcore, hardcore techno, hard trance, techno","gabba","5"
"TRAASSO12903CDD2FF","Ultraviolence - Murder Academy.wav","Ultraviolence - Murder Academy","Ultraviolence","Murder Academy","gabba, happy hardcore, hardcore techno, hard trance, techno","gabba","5"
"TRACAUP128F931AC60","Ulytau - Winter (Four Seasons).wav","Ulytau - Winter (Four Seasons)","Ulytau","Winter (Four Seasons)","folk metal, neo classical metal, instrumental rock, folk rock, easy listening","folk metal","5"
"TRAMKIP128F42A72EC","Uman - On Fait Ce Qu'on Peut.wav","Uman - On Fait Ce Qu'on Peut","Uman","On Fait Ce Qu'on Peut","chill-out, psychedelic trance, goa, downtempo, ambient","chill-out","5"
"TRAMPWN128F934C221","Unearth - Crow Killer.wav","Unearth - Crow Killer","Unearth","Crow Killer","post-hardcore, hardcore, metal, thrash metal, metalcore","post-hardcore","5"
"TRAEPZJ12903CB00C4","Unearth - Fuel the Fire.wav","Unearth - Fuel the Fire","Unearth","Fuel the Fire","post-hardcore, hardcore, metal, thrash metal, metalcore","post-hardcore","5"
"TRADPJQ128F932E08D","Unison - Girls Make My Hair Loose.wav","Unison - Girls Make My Hair Loose","Unison","Girls Make My Hair Loose","hard trance, progressive house, progressive trance, techno, easy listening","hard trance","5"
"TRAWNOH128F4287513","Unkle Bob - What Do I Know.wav","Unkle Bob - What Do I Know","Unkle Bob","What Do I Know","psychedelic rock, folk rock, pop rock, indie pop, indie rock","psychedelic rock","5"
"TRAWXYT128F428CBE4","Uphill Battle - Climate Control.wav","Uphill Battle - Climate Control","Uphill Battle","Climate Control","grindcore, post-hardcore, math-core, karaoke, heavy metal","grindcore","5"
"TRALRNQ128F428CE3E","Uphill Battle - Memory.wav","Uphill Battle - Memory","Uphill Battle","Memory","grindcore, post-hardcore, math-core, karaoke, heavy metal","grindcore","5"
"TRAIKBM128F429160A","Uphill Battle - Thresh Hold.wav","Uphill Battle - Thresh Hold","Uphill Battle","Thresh Hold","grindcore, post-hardcore, math-core, karaoke, heavy metal","grindcore","5"
"TRAVQPL128F9308D97","Uriah Heep - Son of a Bitch.wav","Uriah Heep - Son of a Bitch","Uriah Heep","Son of a Bitch","heavy metal, hard rock, classic rock, blues-rock, art rock","heavy metal","5"
"TRAGCXQ128F426BDD9","Uriah Heep - Wake the Sleeper (Live).wav","Uriah Heep - Wake the Sleeper (Live)","Uriah Heep","Wake the Sleeper (Live)","heavy metal, hard rock, classic rock, blues-rock, art rock","heavy metal","5"
"TRAWMCL12903CAC63B","Uriah Heep - What Should Be Done (Remastered 2017).wav","Uriah Heep - What Should Be Done (Remastered 2017)","Uriah Heep","What Should Be Done (2017 Remastered)","heavy metal, hard rock, classic rock, blues-rock, art rock","heavy metal","5"
"TRAJOIH128F14B08F7","Utopia - Magic Dragon Theatre.wav","Utopia - Magic Dragon Theatre","Utopia","Magic Dragon Theatre","new beat, pop rock, power pop, soft rock, goregrind","new beat","5"
"TRACCQM12903CACC1E","Utopia - On My Feet Again.wav","Utopia - On My Feet Again","Utopia","On My Feet Again","new beat, pop rock, power pop, soft rock, goregrind","new beat","5"
"TRAFXZW128F14B0914","Utopia - The Up.wav","Utopia - The Up","Utopia","The Up","new beat, pop rock, power pop, soft rock, goregrind","new beat","5"
"TRAPTPD128F42940D0","V Sinizter - Valentine's Day.wav","V Sinizter - Valentine's Day","V Sinizter","Valentine's Day","rap, hardcore rap, hip hop, detroit, horrorcore","rap","5"
"TRATHSS128F9304F31","V-ro - V-Ro - Softcore.wav","V-ro - V-Ro - Softcore","V-ro","V-Ro - Softcore","zouk, zouklove, kizomba, r&b, game","zouk","5"
"","VEDO - Do It Nasty.wav","VEDO - Do It Nasty","VEDO","Do It Nasty","bass music","bass music","1"
"TRAVEQX128E07864AA","VHS or Beta - New Day Rising.wav","VHS or Beta - New Day Rising","VHS or Beta","New Day Rising","disco, new wave, electro, pop rock, post rock","disco","5"
"TRABHCE128F426361B","VHS or Beta - The Melting Moon (Edit).wav","VHS or Beta - The Melting Moon (Edit)","VHS or Beta","The Melting Moon (Edit)","disco, new wave, electro, pop rock, post rock","disco","5"
"TRATPKE128F1467FE7","VHS or Beta - You Got Me (The Juan Maclean Dub).wav","VHS or Beta - You Got Me (The Juan Maclean Dub)","VHS or Beta","You Got Me (The Juan Maclean Dub)","disco, new wave, electro, pop rock, post rock","disco","5"
"","VOX DEI - Total Qué (A Nadie Le Interesa Si Quedás Atrás).wav","VOX DEI - Total Qué (A Nadie Le Interesa Si Quedás Atrás)","VOX DEI","Total Qué (A Nadie Le Interesa Si Quedás Atrás)","new wave","new wave","1"
"","Vanessa Bell Armstrong - Nobody But Jesus.wav","Vanessa Bell Armstrong - Nobody But Jesus","Vanessa Bell Armstrong","Nobody But Jesus","gospel","gospel","1"
"TRACEBJ128EF343585","Vanessa Bell Armstrong - Til The Victory's Won.wav","Vanessa Bell Armstrong - Til The Victory's Won","Vanessa Bell Armstrong","Til The Victory's Won","gospel, neo soul, funk, soul, electronic","gospel","5"
"TRAPSMC128F42BC76A","Vanessa Bell Armstrong - Wonderful One.wav","Vanessa Bell Armstrong - Wonderful One","Vanessa Bell Armstrong","Wonderful One","gospel, neo soul, funk, soul, electronic","gospel","5"
"TRAJXGX12903D077EC","Vanessa Daou - Evening.wav","Vanessa Daou - Evening","Vanessa Daou","Evening","chill-out, trip hop, nu jazz, downtempo, jazz","chill-out","5"
"TRARURM128F931A91B","Vanessa Daou - Life Force.wav","Vanessa Daou - Life Force","Vanessa Daou","Life Force","chill-out, trip hop, nu jazz, downtempo, jazz","chill-out","5"
"TRAFDXV12903D085CF","Vanessa Daou - Smoke.wav","Vanessa Daou - Smoke","Vanessa Daou","Smoke","chill-out, trip hop, nu jazz, downtempo, jazz","chill-out","5"
"TRATRER128EF3441CE","Vangelis - El Greco_ Movement IV.wav","Vangelis - El Greco_ Movement IV","Vangelis","El Greco: Movement IV","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRAVIZG128F4266E68","Vangelis - Mythodea - Music for the NASA Mission_ 2001 Mars Odyssey_ Movement 7 (Voice).wav","Vangelis - Mythodea - Music for the NASA Mission_ 2001 Mars Odyssey_ Movement 7 (Voice)","Vangelis","Mythodea - Music for the NASA Mission: 2001 Mars Odyssey (Voice) : Movement 3 (Voice)","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRAMING128F4281ECA","Vangelis - Preparation (From _Alexander_ Soundtrack).wav","Vangelis - Preparation (From _Alexander_ Soundtrack)","Vangelis","Preparation","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRAITDY128F149431C","Vangelis - Procession.wav","Vangelis - Procession","Vangelis","Procession","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRAWSYF128F149431A","Vangelis - Twilight.wav","Vangelis - Twilight","Vangelis","Twilight","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRAWYLO128F9315681","Varios - Cuerda viva.wav","Varios - Cuerda viva","Varios","Cuerda viva","electroclash, salsa, motown, gangster rap, northern soul","electroclash","5"
"TRAOGLL128F931FAEB","Varios - Te parto el alma (inter. El Tariacuri).wav","Varios - Te parto el alma (inter. El Tariacuri)","Varios","Te parto el alma (inter. El Tariacuri)","electroclash, salsa, motown, gangster rap, northern soul","electroclash","5"
"TRAYBIE128F92ED977","Various Production - Lost (Actress Remix).wav","Various Production - Lost (Actress Remix)","Various Production","Lost (Actress Remix)","grime, dubstep, neofolk, dub, folk rock","grime","5"
"TRARBDK128F92C7F0B","Various Production - Wot U Say.wav","Various Production - Wot U Say","Various Production","Wot U Say","grime, dubstep, neofolk, dub, folk rock","grime","5"
"TRAIYWX128F9324B1F","Venice - More Than One Love (Radio Version).wav","Venice - More Than One Love (Radio Version)","Venice","More Than One Love (Bonus Version)","folk-pop, italian disco, europop, j pop, disco","folk-pop","5"
"","Verdell Primeaux - Four Harmonized Peyote Songs 1.wav","Verdell Primeaux - Four Harmonized Peyote Songs 1","Verdell Primeaux","Four Harmonized Peyote Songs 1","progressive house","progressive house","1"
"TRALVNT128F931C4C6","Vex'd - Canyon.wav","Vex'd - Canyon","Vex'd","Canyon","dubstep, uk garage, grime, breakbeat, breakcore","dubstep","5"
"TRAVKQF128F92E2FC1","Vic Chou - Ni De Ti Wen.wav","Vic Chou - Ni De Ti Wen","Vic Chou","Ni De Ti Wen","cantonese pop, chinese music, male vocalist, chinese, pop","cantonese pop","5"
"TRAQEJH12903CF048F","Vickie Winans - Boyfriends.wav","Vickie Winans - Boyfriends","Vickie Winans","Boyfriends","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"TRABRRN12903CF084B","Vickie Winans - Great Is Thy Faithfulness.wav","Vickie Winans - Great Is Thy Faithfulness","Vickie Winans","Great Is Thy Faithfulness","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"TRABQIR12903CF04AD","Vickie Winans - Little Timmy.wav","Vickie Winans - Little Timmy","Vickie Winans","Little Timmy","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"TRAAERU128F930674F","Vickie Winans - Make Me Over.wav","Vickie Winans - Make Me Over","Vickie Winans","Make Me Over","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"TRASVWF12903CF0A99","Vickie Winans - Stand Up and Praise Him.wav","Vickie Winans - Stand Up and Praise Him","Vickie Winans","Stand Up and Praise Him","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"TRANLIQ12903CF98AE","Vickie Winans - You Turn Me.wav","Vickie Winans - You Turn Me","Vickie Winans","You Turn Me","ccm, soul jazz, hip hop, italian disco, trip hop","ccm","5"
"","Vicky Arlidge - My Bonnie Lies over the Ocean.wav","Vicky Arlidge - My Bonnie Lies over the Ocean","Vicky Arlidge","My Bonnie Lies over the Ocean","alternative dance","alternative dance","1"
"TRANNLE128E07871BF","Viktor Krauss - Side Street.wav","Viktor Krauss - Side Street","Viktor Krauss","Side Street","jazz fusion, instrumental rock, progressive rock, jazz, rock","jazz fusion","5"
"","Vilma Palma e Vampiros - Lluvia De Acido.wav","Vilma Palma e Vampiros - Lluvia De Acido","Vilma Palma e Vampiros","Lluvia De Acido","cumbia","cumbia","1"
"TRADGLP128F427A172","Vilma Palma e Vampiros - Te quiero tanto.wav","Vilma Palma e Vampiros - Te quiero tanto","Vilma Palma e Vampiros","Te quiero tanto","cumbia, pop rock, rock, alternative rock, argentina","cumbia","5"
"TRASOWA128F427A1B6","Vilma Palma e Vampiros - Verano traidor.wav","Vilma Palma e Vampiros - Verano traidor","Vilma Palma e Vampiros","Verano traidor","cumbia, pop rock, rock, alternative rock, argentina","cumbia","5"
"TRATTGP128F932854B","Vince Guaraldi - Choro (Remastered 1998).wav","Vince Guaraldi - Choro (Remastered 1998)","Vince Guaraldi","Corcovado (Album Version)","latin jazz, chamber jazz, soul jazz, jazz funk, jazz fusion","latin jazz","5"
"","Vince Guaraldi - Corcovado (Album Version).wav","Vince Guaraldi - Corcovado (Album Version)","Vince Guaraldi","Corcovado (Album Version)","latin jazz","latin jazz","1"
"TRAOWYT128F930D2DB","Vince Guaraldi Trio - Yesterdays (Album Version).wav","Vince Guaraldi Trio - Yesterdays (Album Version)","Vince Guaraldi Trio","Yesterdays (Album Version)","latin jazz, chamber jazz, soul jazz, jazz funk, jazz fusion","latin jazz","5"
"TRATWFN128F932CEF6","Vince Taylor - Sweet Little Sixteen.wav","Vince Taylor - Sweet Little Sixteen","Vince Taylor","Sweet Little Sixteen","rock 'n roll, rockabilly, blues-rock, broken beat, doo-wop","rock 'n roll","5"
"TRAFVDP128F425F856","Vincenzo Bellini - Vanne, E Li Cela Entrambi.wav","Vincenzo Bellini - Vanne, E Li Cela Entrambi","Vincenzo Bellini","Vanne, E Li Cela Entrambi","deep house, opera, bel canto, tech house, classical","deep house","5"
"","Vinícius de Moraes - A Uma Mulher _ A Volta Da Mulher Morena _ Soneto Da intimidade _ Ternura _ Cântico.wav","Vinícius de Moraes - A Uma Mulher _ A Volta Da Mulher Morena _ Soneto Da intimidade _ Ternura _ Cântico","Vinícius de Moraes","A Uma Mulher _ A Volta Da Mulher Morena _ Soneto Da intimidade _ Ternura _ Cântico","brazilian pop music","brazilian pop music","1"
"TRASJMT128F9314118","Vinícius de Moraes - Minha Namorada (Live).wav","Vinícius de Moraes - Minha Namorada (Live)","Vinícius de Moraes","Minha Namorada (Live)","brazilian pop music, samba, bossa nova, chill-out, fado","brazilian pop music","5"
"TRASIDP128F428ECD1","Virtue - Can You Hear The Angels.wav","Virtue - Can You Hear The Angels","Virtue","Can You Hear The Angels","progressive house, progressive trance, religious music, deep house, hard trance","progressive house","5"
"TRAFNNT128F92E4E81","Virtuoso - Beautiful Maria of My Soul.wav","Virtuoso - Beautiful Maria of My Soul","Virtuoso","Beautiful Maria of My Soul","flamenco, neoclassical, hardcore hip hop, cabaret, orchestra","flamenco","5"
"TRAQGLM128EF356DEA","Vivian - Bad Creation.wav","Vivian - Bad Creation","Vivian","Bad Creation","happy hardcore, hard trance, eurodance, hard rock, pop rock","happy hardcore","5"
"","Vivian Green - Better Man.wav","Vivian Green - Better Man","Vivian Green","Better Man","happy hardcore","happy hardcore","1"
"TRAJZDQ128F4260AC0","Vivian Khor - Loves Parting.wav","Vivian Khor - Loves Parting","Vivian Khor","Loves Parting","meditation, easy listening, new age, ambient, classical","meditation","5"
"TRAPJPD128F14572B3","Vixen - American Dream.wav","Vixen - American Dream","Vixen","American Dream","gabba, heavy metal, hard rock, happy hardcore, glam metal","gabba","5"
"TRAJAYH128F427ADE6","Vodka Collins - See You Comin'.wav","Vodka Collins - See You Comin'","Vodka Collins","See You Comin'","glam rock, blues-rock, pop rock, power pop, rock","glam rock","5"
"TRAVWRV128F427D06A","Vox Dei - Profecias.wav","Vox Dei - Profecias","Vox Dei","Profecias","new wave, dark wave, christian metal, christian rock, progressive rock","new wave","5"
"TRAJGTJ128F4236AC2","Voyager Series - The Harp That Once Through Tara's Halls.wav","Voyager Series - The Harp That Once Through Tara's Halls","Voyager Series","The Harp That Once Through Tara's Halls","irish folk, traditional irish folk, world reggae, black, irish","irish folk","5"
"TRAJLSJ12903CC49A6","Vrse Murphy - Cremona (Instrumental).wav","Vrse Murphy - Cremona (Instrumental)","Vrse Murphy","Cremona (Instrumental)","dj, san francisco bay area","dj","2"
"TRAXAIT128F92D80C6","Vulgar Pigeons - O.R.P..wav","Vulgar Pigeons - O.R.P.","Vulgar Pigeons","O.R.P.","math-core, grindcore, deathgrind, death metal, screamo","math-core","5"
"TRAIIHN128F42AA377","Vusi Mahlasela - Amdokwe.wav","Vusi Mahlasela - Amdokwe","Vusi Mahlasela","Amdokwe","world beat, free improvisation, kwaito, world music, dance","world beat","5"
"TRAWHZE128F42AA354","Vusi Mahlasela - Miyela Afrika.wav","Vusi Mahlasela - Miyela Afrika","Vusi Mahlasela","Miyela Afrika","world beat, free improvisation, kwaito, world music, dance","world beat","5"
"TRAHGGH128F425529F","Vusi Mahlasela - Pata Pata.wav","Vusi Mahlasela - Pata Pata","Vusi Mahlasela","Pata Pata","world beat, free improvisation, kwaito, world music, dance","world beat","5"
"TRAXUPN128F42855C8","W.A.S.P. - Heaven's Hung in Black (Reprise).wav","W.A.S.P. - Heaven's Hung in Black (Reprise)","W.A.S.P.","Heaven's Hung in Black (Reprise)","heavy metal, hard rock, rock, metal, acoustic","heavy metal","5"
"TRASRBP12903CA768B","Wade Ray - Idaho Red.wav","Wade Ray - Idaho Red","Wade Ray","Idaho Red","western swing, country, honky tonk, folk, world","western swing","5"
"TRATIBL128F4250E1C","Wailing Souls - Fire House Rock.wav","Wailing Souls - Fire House Rock","Wailing Souls","Fire House Rock","roots reggae, reggae, dancehall, dub, lovers rock","roots reggae","5"
"TRAJRMC12903CA7ECF","Wailing Souls - I Am a Rasta Man.wav","Wailing Souls - I Am a Rasta Man","Wailing Souls","I Am a Rasta Man","roots reggae, reggae, dancehall, dub, lovers rock","roots reggae","5"
"TRACDJT128F42324C7","Wailing Souls - Old Broom.wav","Wailing Souls - Old Broom","Wailing Souls","Old Broom","roots reggae, reggae, dancehall, dub, lovers rock","roots reggae","5"
"TRABULK12903CC1559","Wailing Souls - Very Well.wav","Wailing Souls - Very Well","Wailing Souls","Very Well","roots reggae, reggae, dancehall, dub, lovers rock","roots reggae","5"
"TRATMYK12903CD4305","Walter Ego - Purple Pygmies.wav","Walter Ego - Purple Pygmies","Walter Ego","Purple Pygmies","chill-out, dub, goa, downtempo, electronica","chill-out","5"
"TRAUMBG12903CF0D68","Walter Hawkins - Never Alone.wav","Walter Hawkins - Never Alone","Walter Hawkins","Never Alone","soul jazz, gospel, california, soul, jazz","soul jazz","5"
"TRATMFC12903CC8D96","Walter Jackson - It's Cool.wav","Walter Jackson - It's Cool","Walter Jackson","It's Cool","northern soul, chicago soul, ballad, disco, jazz funk","northern soul","5"
"TRACIEF128F4270573","Walter Jackson - What Would You Do (Album Version).wav","Walter Jackson - What Would You Do (Album Version)","Walter Jackson","What Would You Do","northern soul, chicago soul, ballad, disco, jazz funk","northern soul","5"
"TRAJWRT128F42706DF","Walter Jackson; Arranged & conducted by Riley Hampton - Moonlight In Vermont (Album Version).wav","Walter Jackson; Arranged & conducted by Riley Hampton - Moonlight In Vermont (Album Version)","Walter Jackson; Arranged & conducted by Riley Hampton","Moonlight In Vermont (Album Version)","northern soul, chicago soul, ballad, disco, jazz funk","northern soul","5"
"TRAVASN128F9361074","Walter Trout - Earrings On The Table.wav","Walter Trout - Earrings On The Table","Walter Trout Band","Earrings On The Table (Live)","blues-rock, chicago blues, british blues, country blues, harmonica blues","blues-rock","5"
