track_id,title,artist,genre
TRAPRLP128F429302A,Je N'ai Plus Rien A Te Donner,Marc Lavoine,"chanson, ballad, pop, electronic, downtempo"
TRAPRQZ128F427E188,Comfortable,John Mayer,"rock, pop, acoustic, ballad, blues"
TRAPRRP12903CD97E9,Hound Dog,Big Mama Thornton with Kansas Bill and his Orchestra,"texas blues, electric blues, r&b, blues, jump blues"
TRAPRTL12903CE06D3,Worried Mind,Roy Drusky,"country rock, classic country, country music, ballad, easy listening"
TRAPRWQ128F92E9CCD,Love Me,Jeanne Pruett,"classic country, country rock, techno, honky tonk, ballad"
TRAPSAQ128F426953A,Stuck In A Moment You can't Get Out Of,Mariano Yanani,"lullaby, new wave, alternative rock, rock, punk"
TRAPSBI128F149D9EC,Up Among The Heather,The Irish Rovers,"irish folk, celtic, celtic rock, folk rock, world music"
TRAPSBW128F4275CB4,Have fi pray,Wilks featuring jah mason,"hip hop, easy listening, reggae, jungle music, breakbeat"
TRAPSEQ128F932E8F2,Vera Begs Dylan,Angelo Badalamenti,"chill-out, soundtrack, symphony, neoclassical, dark ambient"
TRAPSHW128F14560A6,Losers,J.J. Cale,"blues-rock, country rock, folk rock, roots rock, southern rock"
TRAPSIJ128F1498B7E,Games People Play,Bert Kaempfert And His Orchestra,"orchestra, easy listening, space age pop, exotica, jazz"
TRAPSJN128F422AF18,The True Beast,All Shall Persih,"death core, heavy metal, black metal, death metal, deathgrind"
TRBBZJW12903CF71A6,Warung Beach,John Digweed,"progressive house, tech house, progressive trance, trance, chill-out"
TRAPSLR128F4258D62,Answer The Call (Powerhouse Album Version),White Heart,"ccm, christian rock, contemporary christian, pop rock, hard rock"
TRAPSMC128F42BC76A,Wonderful One,Vanessa Bell Armstrong,"gospel, neo soul, funk, soul, electronic"
TRAPSMF12903CD05E7,Fly Away From Here (Graduation Day) (Album Version),Dropline,"grime, dubstep, post-grunge, alternative rock, hard rock"
TRAPSUH12903CB1059,A Bundle Of Dreams,Tommy Sands,"rockabilly, irish folk, rock 'n roll, ballad, celtic"
TRAPSZU128E0785BD2,Don't Ever (Album Version),Missy Higgins,"singer-songwriter, alternative, acoustic, indie, melbourne"
TRAPTCZ12903CD4408,Amoria,Hi-Fi Companions,"future jazz, downtempo, dub, electronic, experimental"
TRAPTDE12903CD42B4,Aattelepa ite,Jope Ruonansuu,"parody, german pop, samba, tango, rumba"
TRAPTGG128F9326020,34 Blues,Charlie Patton,"delta blues, blues, country blues, ragtime, bluegrass"
TRAPTGW128F4277AA6,De la mano de un chulo,Mr. Kilombo,"rumba, spanish, fusion, singer"
TRAPTHJ128F92C70D6,Laziest Gal In Town,Marlene Dietrich,"chanson, german pop, cabaret, ballad, smooth jazz"
TRAPTMB12903CDA80E,Tu Me Desesperas,Adalberto Santiago,"salsa, latin jazz, latin, son montuno, los angeles"
TRAPTMR12903CA43F0,Lombrigas e os vermes,Eddie,"frevo, samba, banda, rockabilly, bossa nova"
TRAPTNN128F933B0AA,Manuel Santillán_ El León (Versión Reggae),Los Fabulosos Cadillacs,"ska, latin, argentina, salsa, reggae"
TRAPTOE128F4272000,Don't Matter,Akon,"hip hop, urban, pop, club, jazz"
TRAPTPD128F42940D0,Valentine's Day,V Sinizter,"rap, hardcore rap, hip hop, detroit, horrorcore"
TRAPTQA128F42341FA,Bad Woman,Richard Hawley And Death Ramps_ Arctic Monkeys,"garage rock, rock, indie, british rock, sheffield"
TRAPTRB128F422915D,part 2 - Winterlight,Stephan Micus,"free improvisation, jazz, world music, folk, world"
TRAPTRH128F4271659,Be Careful With A Fool,Johnny Winter,"blues-rock, electric blues, hard rock, chicago blues, texas blues"
TRAPTTM128F92EF071,Mélusine,Jean-Claude Darnal,chanson francaise
TRAPTVO128F14661D2,The Plan (The Plan Album Version),Raze,"hip house, deep house, tech house, hip hop, italian disco"
TRAPTXN128F424A172,It Seems Like A Dream,Yank Rachell,"country blues, piedmont blues, blues, chicago blues, jug band"
TRAPTYA128F934FC43,Break,Orbit,"hardstyle, electro rock, hard trance, post rock, power pop"
TRAPTYS12903CD191F,Posledny Buntar`,Kruger,"post-hardcore, sludge metal, tech metal, speed metal, industrial metal"
TRAPUDN128F423B45C,Gently (Album Version),Slipknot,"rap metal, alternative metal, nu metal, alternative rock, metal"
TRAPUED128F92C5741,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),Grachan Moncur III,"free jazz, free improvisation, jazz, jazz funk, hard bop"
TRAPUFL128F425A8F9,Nature Boy,Rick Astley,"dance pop, rock, pop, england, adult contemporary"
TRAPUFV128F4231392,End Title/Animal Crackers,The Marx Brothers,"vaudeville, show tunes, comedy, stand-up comedy, avant-garde"
TRAPUOJ128F429F4C1,Alligator Blues,Sylvester Weaver,"country blues, blues, piedmont blues, country music, slide"
TRAPUQI128F426A1BF,Two Sweety People,Line Renaud - Dean Martin,"chanson, disco, italian disco, easy listening, jazz"
TRAPUVW128F42980AD,I Don't Know You People,Orbital,"techno, intelligent dance music, electronica, ambient, england"
TRAPUWG128EF3425E7,Song For A Friend (Live From Montalvo),Jason Mraz,"alternative rock, rock, surf music, pop, hip hop"
TRAPUXT128F4230216,Organic Echo (Part II),Lester Bowie,"free jazz, jazz funk, jazz, soul jazz, jazz blues"
TRAPVBP128F9308A86,No Hace Falta Que Lo Digas,Alejandro Lerner,"pop rock, male vocalist, latin, singer-songwriter, pop"
TRAPVDC128F422C711,Guardians Of The Forest,Wolfchant,"viking metal, black metal, folk metal, celtic metal, melodic black metal"
TRAPVFO128F9347D5B,Ayer,La 5A Estacion,"pop rock, latin pop, hip hop, female vocalist, rock"
TRAPVGB128F42725AF,I Won't Spend Another Night Alone,The Ataris,"pop punk, emo, rock, punk, alternative rock"
TRAPVJC128F4285891,Don't Sit Under The Apple Tree,Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,"soft rock, rock, pop, adult contemporary, ballad"
TRAPVKB128F93377C1,Les Scieurs De Long,Jacques Douai,chanson
TRAPVPK128F9305F31,How Great Thou Art,Ronnie Milsap,"country rock, southern rock, classic country, ballad, power electronics"
TRAPVPS128F423CD26,Fruits & Nuts,Marc Shaiman,"soundtrack, classical, easy listening, disco, pop rock"
TRAPVQZ128F93378B1,Mes Belles Amourettes,Jacques Douai,chanson
TRAPVRB128F92E7BF4,Bass To Bass,DJ Slugo,"bass music, techno, electro, tech house, ghetto tech"
TRAPVRU128F9302300,All Or Nothing,SKOLD vs. KMFDM,"heavy metal, industrial rock, industrial metal, funk metal, futurepop"
TRAPVXQ128F425A974,Dubbaq,Legion Of Green Men,"downtempo, dub, breakbeat, techno, chill-out"
TRAPVXS128F9331A42,Out Of My Mind,Glen Ricks,"lovers rock, roots reggae, rock steady, dancehall, reggae"
TRAPVXU128F149E7CD,Stay With Me,Faces,"blues-rock, country rock, british invasion, hard rock, folk rock"
TRAPVYD12903CE0269,And Still I Wither,Enslavement Of Beauty,"parody, black metal, melodic black metal, sympho black metal, speed metal"
TRAPVZR128F92F8FD0,Crazy,Aynsley Lister,"blues-rock, country blues, british blues, chicago blues, roots rock"
TRAPWGW128F92F8F7C,The Bad And The Beautiful,David Raksin,"easy listening, contemporary classical music, orchestra, symphony, film score"
TRAPWMY128F4275285,Desde el este,Facto Delafe y las flores azules,"trip hop, downtempo, hip pop, hip hop, indie pop"
TRAPWSV128F4294DF4,Finish the Job,Al Toomer,"stand-up comedy, comedy, funny, spoken word, comedian"
TRAPWTX128F428FE47,"The Marquis and the Scaffold (From ""Quills"")",Nick Ingman,"jazz funk, exotica, jazz, soul jazz, easy listening"
TRBEBUU128F92C945D,Hiroshima,Utopia,"new beat, pop rock, power pop, soft rock, goregrind"
TRAPWYA12903CAF95F,Ms. Marseilles,John Brown,"hard trance, hard house, country blues, happy hardcore, ccm"
TRAPWZW128F4292E66,Let Me Show You The Way (Out),Toni Braxton,"dance pop, rock, urban, adult contemporary, club"
TRAPXDK12903CC631E,If I Miss You Again Tonight,Tommy Overstreet,"country rock, country, country music, folk, world"
TRAPXHQ128F9340E67,I Love U,Chris Brown,"r&b, hip hop, rap, urban, blues"
TRAPXLO128F931B20B,Nuoruusmuistoja,Erkki Junkkarinen,"humppa, tango, german pop, ballad, disco"
TRAPXNL128F4258C60,After Lovin You (Love Life Album Version),Charlie Peacock,"ccm, christian rock, soft rock, bluegrass, singer-songwriter"
TRAPXOE128F92FAB15,Beef,Capone-N-Noreaga,"gangster rap, hip hop, east coast hip hop, pop rap, hardcore hip hop"
TRAPXRU128F932D676,Find The Office,Patric C,"breakcore, gabba, digital hardcore, hardcore techno, darkcore"
TRAPXSL128F42305D6,Quasar,Kitaro,"chill-out, symphonic rock, new age, ambient, electronic"
TRAPXTG12903CE64CF,Swing,Jean-michel Rotin,"zouk, kizomba, zouklove, neo soul, world"
TRAPXTV128F423A363,"Wrote For Luck (12"" - Remastered version)",Happy Mondays,"alternative dance, dance rock, rock, pop, alternative"
TRAPXVE128F92DD085,Ahmea,Flutlicht,"hard trance, trance, progressive trance, hard house, hardstyle"
TRAPXZH128F92E1E72,Le Bagad De Lann Bihoue,Alain Souchon,"chanson, ballad, pop, french pop, progressive house"
TRAPYBS128F9309278,Street Sh***,Mil featuring Memphis Bleek,"visual kei, hip hop, rap, underground hip hop, pop"
TRAPYCB128F930CD70,Dance To The Music Of The World - Original Re-Mix (Practice Session),Prince With 94 East,"disco, future jazz, jazz funk, rap, italian disco"
TRAPYCB128F9345A8E,Hot Rod,Fiasko,"tech house, oi, chill-out, trip hop, drum and bass"
TRAPYCR128F4289604,Coke (Live),Flickerstick,"post-grunge, pop rock, rock, alternative rock, emo"
TRAPYGN128F42345D8,Drown In My Own Tears (LP Version),Bobby Darin,"brill building pop, folk rock, folk-pop, vocal jazz, easy listening"
TRAPYHA12903CED089,Fan Into Flame,John Michael Talbot,"ccm, christian rock, religious music, christian music, easy listening"
TRAPYID12903D09B0E,Druzya,Malina,"crunk, progressive house, glitch, eurodance, brutal death metal"
TRAPYML128F423DF98,Ability To Create A War,A Skylit Drive,"progressive metal, rock, hardcore, alternative, screamo"
TRAPYVH128F428CFD7,Pants_ Meet Shit,Daughters,"math-core, noise rock, grindcore, power violence, experimental rock"
TRAPZAW128F930FEEF,McHattie's Waltz,The Waybacks,"bluegrass, newgrass, gypsy jazz, jug band, western swing"
TRAPZDX12903D05CCB,Ça S'est Passé Un Dimanche,Maurice Chevalier,"chanson, latin jazz, cabaret, ballad, jazz"
TRAPZJQ128F428A022,Going Strong (Album Version),Dropkick Murphys,"celtic punk, folk rock, classic rock, punk, rock"
TRAPZJV12903CCF414,Heavy Heart (Album Version),Josie,"folk-pop, power pop, pop, female vocalist, folk"
TRAPZLI128F92DB0CD,Dendemänner braucht das Land,Dendemann,"progressive house, hip hop, tech house, pop rap, rap"
TRAPZOH128F92E7FD6,Un P'Tit Brin De Musette,André Verchuren,"chanson, musette, bossa nova, folk, easy listening"
TRAPZQI128F428CF18,And I Hear You Call,Amorphis,"progressive metal, death metal, black metal, heavy metal, metal"
TRAPZQV128F9313F84,Somewhere In Time,Dave Alvin,"roots rock, heartland rock, singer-songwriter, country rock, blues-rock"
TRAPZTV128F92CAA4E,Single Ladies (Put A Ring On It),Beyoncé,"hip hop, pop, rock, soul, adult contemporary"
TRAPZYB128F9309217,Ninja Mental,Illya Kuryaki And The Valderramas,"progressive house, techno, tech house, funk rock, argentine rock"
TRAPZYO128EF3519A2,Tony Yayo Explosion,G Unit feat. 50 Cent,"rap, hip hop, hardcore rap, east coast rap, queens"
TRAPZZJ12903CC5190,Ain't Got Nothin' But The Blues (Album Version),Robben Ford,"blues-rock, jazz blues, soul blues, latin jazz, blues"
TRAQACB128F4263F7B,Soaked In Cinnamon,Ultimate Fakebook,"power pop, emo, pop punk, pop rock, alternative rock"
TRAQACX128F92FE83D,Make It Funky (Album Version),Information Society,"freestyle, dance pop, dance rock, electro, new beat"
TRAQADQ12903CDCEF5,Now And Forever,Call To Preserve,"straight edge, christian hardcore, hardcore punk, heavy metal, united states"
TRAQAIW12903C9B61E,I Could Be Dreaming,Belle and Sebastian,"indie pop, chamber pop, twee pop, folk rock, rock"
TRAQAMG128F934AED9,Slap U Around,GWAR,"comedy rock, heavy metal, shock rock, crossover thrash, thrash core"
TRAQAPL12903CB18F0,La Mamá De Jimmy,León Gieco,"folk rock, neofolk, world music, singer-songwriter, united states"
TRAQAVX128F42A13D7,Like A Freza,Little Capes,"dancehall, hip hop, jamaica, rasta, russia"
TRAQAXL12903C9AA01,Lets Go Amigos - Tail,Johnny Pearson,"orchestra, space age pop, exotica, easy listening, soundtrack"
TRAQAYR128F427DC4C,Bourrée des Monts d'Aubrac,Jean Segurel,"chanson, musette, easy listening, jazz, pop"
TRAQAYU128EF340AD0,Guardian Angel,Broadcast,"dream pop, space rock, indie, electronic, electronica"
TRAQBCD128F92EE352,My Heart Is Booked,Pinchers,"dancehall, reggae, roots reggae, dub, lovers rock"
TRAQBGF128F429C893,Skank and Dub,Junior Reid,"roots reggae, lovers rock, dancehall, reggae, dub"
TRAQBGZ128F932CD62,ABCD Medley,Laurie Berkner,"death core, hardstyle, bossa nova, speed metal, brutal death metal"
TRAQBNL128F421DC67,It Won't Be Long Now,Frank Stokes,"country blues, memphis blues, jug band, delta blues, blues"
TRAQBNL128F4254D13,Another Love Song,Warrior King,"roots reggae, dancehall, reggae, reggaeton, jungle music"
TRAQBRP128F92DFCEF,Good Times Have Done Me Wrong (live) - exclusive version,Simply Red,"pop rock, pop, rock, soul, adult contemporary"
TRAQBSN12903CF6797,Me Dicen El Feliz,Orquesta Sublime,"salsa, charanga, mambo, latin jazz, bolero"
TRAQBTT128F427AE7D,Pu**y Pop,Xzibit featuring Jayo Felony and Method Man,"gangster rap, hip hop, rap, hardcore rap, west coast rap"
TRAQBTU128F931BB1D,Cabiria,Hot Club Of Cowtown,"western swing, honky tonk, jump blues, boogie-woogie, jazz"
TRAQBVO128F425D1F9,Un Espacio Para Andar (2002 Digital Remaster),Aleks Syntek,"merengue, cumbia, latin pop, electropop, karaoke"
TRAQBXG128F9352821,Plus chère la vie,Les Malpolis,"chanson, los angeles, humorous, french, chanson francaise"
TRAQCBN128F1456991,We Got You (Featuring Jaguar),The Roots / Jaguar,"funk, hip hop, soul, hardcore rap, alternative rap"
TRAQCCG128F14AD361,Entanglement,John Ottman,"acid jazz, jazz, gangster rap, classical, trip hop"
TRAQCFH128F92FE30F,Alla Fine Di Tutto Questo,Fabri Fibra,"hip hop, pop rap, electro, dirty south rap, hard house"
TRAQCFJ128F92FFED9,Sounds Of The City,DJ Nasty,"bass music, electro, techno, hip hop, italian disco"
TRAQCIE12903D07754,Orchard,Moss,"future jazz, trip hop, downtempo, acid jazz, drone doom metal"
TRAQCIO128EF34C3F7,The Impala Incident (The Fifth Annual End Of The World Tour),Christoper Titus,"comedy, funny, stand-up comedy, comedian, california"
TRARXMV128F92F59C8,Frei zu sein,In Extremo,"heavy metal, metal, folk metal, mediaeval, heavy"
TRAQCTA12903CCE568,Finally,The Incurables,"heartland rock, rock, pop, dreamy, blues"
TRAQCVQ128F92D2B3D,Now I'm All Over The Place_ Scoob (Album Version),Frank Caliendo,"future jazz, improvisational, comedy, spoken word, downtempo"
TRAQCXM128F4230BAD,Left Behind,The Steeles,"southern gospel, r&b, religious music, disco, classic rock"
TRAQDBO128F92ED2AC,Signapur,In Extremo,"heavy metal, metal, folk metal, mediaeval, heavy"
TRAQDCD128F935F863,History Of Jody,Guitar Shorty,"blues-rock, electric blues, texas blues, country blues, blues"
TRAQDID128F92FF26D,Juneau [Live],Funeral For A Friend,"post-hardcore, screamo, emo, rock, hardcore"
TRAQDSN128F42934A2,Posterchild for Tragedy,Sugarbomb,"post-grunge, power pop, pop punk, electro, intelligent dance music"
TRAQDUR128F931B4E9,Wildflowers (Album Version),Tom Petty,"heartland rock, jam band, pop rock, southern rock, hard rock"
TRAQDVL128F9311923,Come All Over Me,Groove Karma,"club, trance, dance, vocal trance"
TRAQDWW12903CF4274,Handel: Alcina: Tornami a vagheggiar,Joan Sutherland,"bel canto, opera, classical, female vocalist, romantic"
TRAQDXE128F92C3197,Matter Of Fact,Love Jones,"bossa nova, soundtrack, alternative rock, jazz, alternative"
TRAQDXL128F4260EB8,Head For Backstage Pass,Jeff Beck,"blues-rock, hard rock, england, album rock, heavy metal"
TRAQDXM128F421F033,Santa Claus Is Coming To Town,Skeeter Davis,"country rock, ballad, chanson, nashville sound, soft rock"
TRAQDYJ128F14989F8,He's A Rebel,Crystals,"all-female, british pop, motown, r&b, glam rock"
TRAQDZM128F426444D,Everyday,Bebe Winans / Stephanie Mills,"ccm, motown, r&b, gospel, urban"
TRAQDZZ128F42AF66A,Let's Plan A Robbery,Three 6 Mafia,"dirty south rap, gangster rap, crunk, hip hop, rap"
TRAQEEB128F9332D97,Plastic Dreams,Jaydee,"vocal house, techno, rave, club, breakcore"
TRAQEFY128F42A0036,Carol,Flamin' Groovies,"power pop, roots rock, garage rock, blues-rock, psychedelic rock"
TRAQEJH12903CF048F,Boyfriends,Vickie Winans,"ccm, soul jazz, hip hop, italian disco, trip hop"
TRAQEKD128F425293D,Taste You,Auf Der Maur,"post-grunge, british pop, chill-out, trip hop, pop rock"
TRAQEKV128F147B762,Treat Me Right (Jon Cutler Album Version),Kim English,"tribal house, uk garage, deep house, progressive house, hard house"
TRAQELD128F4274F52,Come To Me Tonight,Daniel Johnston,"power pop, pop rock, soundtrack, progressive rock, alternative"
TRAQELO128F42595F5,Todo A Mi Favor,Juan Carlos Baglietto,"tango, ballad, male vocalist, rock, argentina"
TRAQEOG128F9353981,Caught In The Rain,Martin Sexton,"blue-eyed soul, folk-pop, folk rock, singer-songwriter, soundtrack"
TRAQEOO128F9336721,Dancehall Man,Thriller U,"lovers rock, dancehall, roots reggae, reggae, dub"
TRAQEOP12903CA65E2,Tú,Shakira,"dance pop, pop, latin, urban, adult contemporary"
TRAQESC128F92D9527,Country Preacher,Jimmy Johnson,"chicago blues, blues-rock, blues, rockabilly, progressive trance"
TRAQEUQ128F425282E,Chant For Eschaton 2000,Behemoth,"black metal, death metal, heavy metal, extreme metal, blackened death metal"
TRAQEVV128EF34E413,Deliverance,Sick Puppies,"post-grunge, classic rock, emo, progressive rock, rock"
TRAQEZO128F9345243,Better Be Good,The Real Kids,"power pop, garage rock, pop rock, rock, punk"
TRAQFCX128F423C1A4,Good Question  (LP Version),Lee Ritenour,"instrumental pop, smooth jazz, jazz funk, jazz fusion, cool jazz"
TRAQFDL128F427E823,Bing,The Jason Bonham Band,"hard rock, pop rock, heavy metal, rock, melodic rock"
TRAQFEZ128F92E565D,Morning,Poncho Sanchez / Dianne Reeves,"latin jazz, jazz funk, mambo, acid jazz, salsa"
TRAQFGC12903CB9BCB,Walk in the Park,Audio Pyper,"dubstep, beats, bass"
TRAQFGE128F9322ADA,Only If You Live There,Oliver Lake Quintet,"free jazz, hard bop, jazz, blues, saxophone"
TRAQFGR128EF34E7AF,Waterfall (Spirit Of The Rainforest Album Version),David Arkenstone,"celtic, future jazz, downtempo, easy listening, folk rock"
TRAQFHK128F92F3274,Operation Love,Mark Ashley,"hard trance, happy hardcore, europop, eurodance, gabba"
TRAQFPB128F421FFC9,Stereophonic Presentation - Kokoro_ Pt. 5,Roger Reynolds,"serialism, electronic, united states, classical, experimental"
TRAQFPY12903C9EA62,Dumy Moi-Zamicy Dal Nie...,Alkonost,"folk metal, viking metal, melodic black metal, black metal, symphonic metal"
TRAQFRC128F930D467,Need Not,A Ghost Devotion,melbourne
TRAQFUM12903D0F30B,A Galicia Vente Xa,Xose Manuel Budiño,"gaita, celtic, electronic, experimental, folk"
TRAQFXU128F424DF7C,Always,RyanDan,"neoclassical, ballad, male vocalist, pop, classical"
TRAQGHF128F4263CCB,Track 04,Pelt,"free improvisation, psychedelic rock, art rock, neofolk, rock"
TRAQGID128F932232D,No Mercy Remix (Cade Money Remix),The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,"hip hop, trip hop, downtempo, future jazz, breakbeat"
TRAQGLM128EF356DEA,Bad Creation,Vivian,"happy hardcore, hard trance, eurodance, hard rock, pop rock"
TRAQGMY128F425A2F5,A Whiter Shade Of Pale,Annie Lennox,"soft rock, rock, pop, alternative, adult contemporary"
TRAQGNV128C7196894,All Of This,Blink-182,"power pop, pop, rock, punk, punk pop"
TRAQGRI12903CEE1DA,Chanson sous la pluie,Michèle Bernard,"chanson, musette, gypsy jazz, world music, jazz"
TRAQGWN12903CE658C,Like a Bird Pulling Up At a Worm,We Show Up On Radar,"singer-songwriter, experimental, indie, alternative, psychedelic"
TRAQGWU128F93275F9,Buried Alive In The Blues,Michael Bloomfield,"blues-rock, piano blues, country rock, chicago blues, electric blues"
TRAQGXT128F4239CE0,I Can't Help,Cocoa Tea,"roots reggae, reggae, dancehall, dub, downtempo"
TRAQGZY128F425E791,East,The Rongetz Foundation,"afrobeat, soul jazz, future jazz, nu jazz, downtempo"
TRAQHAK128F425EDD8,Ring The Alarm,Beyoncé,"hip hop, pop, rock, soul, adult contemporary"
TRAQHCG128E07951DA,Wanna Hurt Mase? (Album Version),Mase,"pop rap, hip hop, east coast rap, hip pop, gangster rap"
TRAQHHV128F92E0787,Seek 300,Information Society,"freestyle, dance pop, dance rock, electro, new beat"
TRAQHHW128F14A8FF9,Thank You Mr. Poobah ( Remastered 97' Version ),The Paul Butterfield Blues Band,"blues-rock, electric blues, harmonica blues, chicago blues, blues"
TRAQHKA12903CD817A,Going Home (Acoustic),Catherine Howe,"chill-out, rare groove, freak folk, singer-songwriter, female vocalist"
TRAQHLV12903CB6474,Alte Pizza,Der Plan,"experimental rock, german pop, electro, electronic, soundtrack"
TRAQHMP128F932D69C,Everything Has Changed,Patric C,"breakcore, gabba, digital hardcore, hardcore techno, darkcore"
TRAQHNQ12903CA5676,Goin' Upstairs (Little Freddie King),Little Freddie King,"new orleans blues, electric blues, blues-rock, texas blues, blues"
TRAQHNX128E07822A7,Fast-Track,Radiohead,"british pop, experimental rock, rock, england, indietronica"
TRAQHOI128F4233163,The Chosen Legacy,Dimmu Borgir,"black metal, death metal, heavy metal, metal, extreme metal"
TRAQHOL128F422F029,Show Of Love,Jimmy Riley,"roots reggae, lovers rock, reggae, rock steady, dub"
TRAQHPK128F92E339B,Song From Moulin Rouge,Percy Faith & His Orchestra,"orchestra, show tunes, easy listening, bossa nova, oldies"
TRAQHVX128F92E444A,Drifting,David Arkenstone,"celtic, future jazz, downtempo, easy listening, folk rock"
TRAQHWF128F146FF11,The Ghost At #1,Jellyfish,"jangle pop, power pop, indie pop, glam rock, art rock"
TRAQHYE128F4275428,Blues 666,Fuzz,"video game music, stoner rock, grunge, classic rock, soundtrack"
TRAQIBP12903CBD3E0,Amidar (CCCP Mix),Rui Da Silva,"progressive house, tech house, hard house, tribal house, progressive trance"
TRAQICU128F4295BED,Donde Estas Corazon,Shakira,"dance pop, pop, latin, urban, adult contemporary"
TRAQIDB128F9339E13,Down A Notch,Faking David,"breakbeat, jig, electro, electronica, funk"
TRAQIET128F9338109,Balada De La Mariposa,María Elena Walsh,"lullaby, tango, latin, spanish, 60s"
TRAQIHG128F424B549,Unutmam,BassTurk,"hard trance, hip pop, progressive trance, trance, hip hop"
TRAQIKC128F9303360,You Were Only Fooling,Connie Francis,"brill building pop, oldies, rock 'n roll, rockabilly, rock"
TRAQIQP128E079505F,Hope  (Edited Album Version),Twista Featuring Cee-Lo,"gangster rap, rap, hip hop, pop, chicago"
TRAQITZ128F4265E0E,Lonesome To The Bone,Johnny Cash,"honky tonk, country, rock, traditional country, rockabilly"
TRAQIUE128F4286303,Soul Music (ReMastered),Curtis Mayfield,"chicago soul, northern soul, funk, rock, soul"
TRAQIWL12903CF2A34,The Avenue (Zack W. Remix),K-OS,"trip hop, hip hop, rap, indie, canadian"
TRAQIYQ12903CBAE8A,I've Come This Far by Faith,The Mighty Clouds Of Joy,"southern gospel, gospel, soul, black gospel, american"
TRAQJAM128F14AC5E8,Bruttosozialprodukt,Geier Sturzflug,"pop rock, german pop, europop, parody, new wave"
TRAQJAO128F93289C4,Turu wilakuy,Alturas,"world beat, folk, world fusion, ethnic, latin"
TRAQJAU128F42585AD,The Tube,Spectra Soul,"dubtronica, drum and bass, electronic, chill-out, united states"
TRAQJBM128F428DA47,Si Xin De Li You,F.I.R.,"chinese music, mandarin pop, taiwanese pop, pop rock, indie pop"
TRAQJBN12903CC16B5,Grønn Dame_ Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein),Black Debbath,"blues, metal, comedy, classic rock, rock"
TRAQJFK128F428508A,I'm Running Out Of Love,Dolly Parton,"bluegrass, singer-songwriter, female vocalist, country, pop"
TRAQJGB128F426A9B6,The House Is Rockin',Stevie Ray Vaughan And Double Trouble,"texas blues, blues, blues-rock, modern electric blues, rock"
TRAQJKM128F93578DA,Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress,The Glencastle Sound,"folk rock, jig, celtic, rock, folk"
TRAQJLD128F9350D44,The Room,Bruce Carroll,"ccm, spiritual, contemporary christian, christian, christian music"
TRAQJLZ128F930BD03,Magic Carpet Ride - Original,Glen Ricks,"lovers rock, roots reggae, rock steady, dancehall, reggae"
TRAQJMP128F92E3821,Can't Take My Eyes Off You,Muse,"art rock, piano rock, indie pop, alternative rock, progressive rock"
TRAQJNA128F425D4F0,Mo Jing,CoCo Lee,"dance pop, teen pop, j pop, chinese music, visual kei"
TRAQJNQ12903CBD304,Love,YZ,"hip hop, rap, trip hop, breakbeat, downtempo"
TRAQJOE128F92F1D58,Crystal Clear,Brainchoke,"grindcore, death metal, rock, grind, metal"
TRAQJOP128F424C3D2,China Doll,Slim Whitman,"folk-pop, country rock, pop rock, classic country, ballad"
TRAQJSB128F1454BB2,Dancing Drums,Badmarsh & Shri,"breakbeat, jungle music, trip hop, downtempo, future jazz"
TRAQKAH128F92D62A7,Show Fifteen with Bernard Sampson & Robert Sewell,Groucho Marx,"doo-wop, country blues, vaudeville, harmonica blues, texas blues"
TRAQKCG12903CBE810,Colour My XTC,Jeff Scott Soto,"symphonic rock, neo classical metal, hard rock, heavy metal, power metal"
TRAQKCW128F9352A52,The Other Side,Super700,"pop rock, trip rock, trip hop, indie pop, rock"
TRAQKIM128F42618D0,Yo Odeconer,Kékélé,"soukous, congo, rumba, world music, africa"
TRAQKPR128F427DDF8,Voici Les Clés,Gerard Lenorman,"chanson, ballad, italian disco, europop, pop"
TRAQKTC128F429211E,Kassoule,Tabu Ley Rochereau,"soukous, rumba, soca, congo, blues-rock"
TRAQKUB128F1460B81,Aziatic (Outro),AZ,"gangster rap, hip hop, east coast rap, east coast hip hop, hard rock"
TRAQKVC128F425E65C,Inoculated City,The Clash,"new wave, classic rock, hard rock, hip hop, punk"
TRAQKVM128F145BB26,Make This Love Last,Wendy Moten,"ballad, europop, pop rap, quiet storm, hip hop"
TRAQKZA128F9306913,Problem Inna the System,Black History,"dancehall, roots reggae, reggae, jungle music, dub"
TRAQLFD12903CE16C7,Le complexe de Sisyphe,Melatonin,"breakcore, future jazz, trip hop, thrash metal, electronic"
TRAQLIE128F931C3F3,Honor The Lord (He Holds The Keys Album Version),Steve Green,"ccm, christian music, singer-songwriter, electro, hip hop"
TRAQLMY128F42313D6,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),Pink Floyd,"art rock, classic rock, hard rock, rock, pop"
TRAQLNE128F42AC1AF,Babylon,Judas Iscariot,"black metal, sympho black metal, rock, grindcore, viking metal"
TRAQLOD128F145EC9D,Dicen Por Ahi,Enrique Iglesias,"dance pop, pop, latin, spain, adult contemporary"
