msd_track_id,msd_artist,msd_title,deezer_artist,deezer_title,filename,genre,key,mode,loudness,tempo,key_confidence,mode_confidence,has_audio
TRAOBJC128F4279CCB,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: XI. Cor Mundum,,,,"chinese music, string, classical, chinese, traditional",6,0,-20.105,59.49,0.231,0.466,False
TRAOBKM128F92F894E,Chalk Farm,Lillie Anne,,,,"alternative pop rock, rock, alternative rock, 90s, los angeles",2,1,-7.795,191.033,0.035,0.236,False
TRAOBDP128F932919D,Der Moderne Man,Gib mir den Tod (Live),Der Moderne Man,Gib mir den Tod (Live),Der Moderne Man - Gib mir den Tod (Live).mp3,"new wave, neue deutsche welle, kraut rock, rock, alternative rock",11,0,-8.696,96.154,0.314,0.218,True
TRAOBBJ128F429D31D,Falco,Brillantin' Brutal',Falco,Brillantin' Brutal,Falco - Brillantin' Brutal.mp3,"dance pop, new wave, pop rock, pop rap, disco",5,1,-13.844,123.028,0.45,0.333,True
TRAOBFA128F426887E,Miriam Yeung,Chao Wo,Miriam Yeung,Chao Wo,Miriam Yeung - Chao Wo.mp3,"cantonese pop, chinese music, soundtrack, female vocalist, pop",9,0,-3.397,135.064,0.841,0.593,True
TRAOBQP12903CC4A7B,Rickie Lee Jones,It Must Be Love (Live Acoustic Version),Rickie Lee Jones,It Must Be Love (Live Acoustic Version),Rickie Lee Jones - It Must Be Love (Live Acoustic Version).mp3,"folk rock, soft rock, trip hop, pop rock, singer-songwriter",7,1,-15.502,90.373,1.0,0.925,True
TRAOBQO12903CCEF53,Djelimady Tounkara,Sigui,Djélimady Tounkara,Sigui,Djélimady Tounkara - Sigui.mp3,"latin jazz, chanson, bossa nova, smooth jazz, folk",0,1,-11.576,125.693,0.823,0.707,True
TRAOBQE128F42442CB,Long John Hunter,Slash,Long John Hunter,Slash,Long John Hunter - Slash.mp3,"texas blues, blues-rock, r&b, blues, guitar",0,1,-10.688,81.988,0.008,0.293,True
TRAOBNW128F92FCCC0,This Or The Apocalypse,Two Wars,This Or The Apocalypse,Two Wars,This Or The Apocalypse - Two Wars.mp3,"death core, math-core, christian hardcore, melodic metalcore, christian metal",9,0,-4.256,163.935,0.725,0.621,True
TRAOBTQ128F148877E,DeGarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key - Out Of The Danger Zone (Degarmo And Key Album Version).mp3,"ccm, christian rock, hard rock, rock, christian",9,1,-7.099,127.89,0.476,0.472,True
TRAOBOQ12903CC1289,Rocket From The Tombs,Frustration,Rocket From The Tombs,Frustration (Live),Rocket From The Tombs - Frustration (Live).mp3,"garage rock, rock, psychedelic rock, art rock, protopunk",9,0,-7.359,164.23,0.0,0.007,True
TRAOBXC128F933E079,Dee Clark,Whispering Grass - Original,Dee Clark,Whispering Grass - Original,Dee Clark - Whispering Grass - Original.mp3,"doo-wop, blues-rock, german pop, disco, ballad",1,1,-20.418,82.79,0.593,0.594,True
TRAOBUI128E078E073,Kraftwerk,Autobahn (Live),Kraftwerk,Autobahn (Live),Kraftwerk - Autobahn (Live).mp3,"electronic, electronica, pop, germany, electronic music",2,1,-9.827,166.015,0.901,0.704,True
TRAOCBU128F92D39F5,Eddie Calvert,O Mein Papa,Eddie Calvert,O Mein Papa,Eddie Calvert - O Mein Papa.mp3,"cool jazz, easy listening, chanson, jazz, ballad",5,1,-11.977,107.302,0.0,0.154,True
TRAOCOE128F4276D18,The Clash,Life Is Wild,The Clash,Life is Wild,The Clash - Life is Wild.mp3,"new wave, classic rock, hard rock, hip hop, punk",2,1,-5.612,150.871,0.433,0.499,True
TRAOCIR128F9304F92,The Frequency,Stop It,The Frequency,Stop It,The Frequency - Stop It.mp3,"chill-out, hardcore techno, rave, screamo, experimental rock",7,1,-9.334,118.008,0.258,0.509,True
TRAOCPF128F4297319,Karaoke (Made famous by DMX),Ruff Ryder's Anthem (Guide Vocal),,,,"hip hop, rap, hardcore rap, east coast rap, gangster rap",10,0,-11.382,91.001,0.138,0.297,False
TRAOCSE128F4282321,No Address,Pretty Girl (Amended Version),,,,"post-grunge, grunge, alternative rock, indie rock, rock",5,1,-8.1,87.106,0.923,0.576,False
TRAOCKP128F429FBBE,The Hokum Boys,Ain't Goin' To Beg You For That Stuff,The Hokum Boys,Ain't Goin' to Beg You for That Stuff,The Hokum Boys - Ain't Goin' to Beg You for That Stuff.mp3,"country blues, piano blues, doo-wop, harmonica blues, texas blues",5,0,-20.349,116.096,0.332,0.47,True
TRAOBZB128F92F89A8,J.R. Writer_ Jha Jha,What It Do,Jha Jha,What It Do,Jha Jha - What It Do.mp3,"freestyle, dirty south rap, hip hop, rap, east coast",6,0,-9.146,151.936,0.562,0.447,True
TRAOCAG12903CDBABE,Mr. Grillo,Aqui Estoy,Mr. Grillo,Aqui Estoy,Mr. Grillo - Aqui Estoy.mp3,"reggaeton, reggae, latin, mexico",4,0,-5.641,191.956,0.23,0.308,True
TRAOCSX128F92FDD48,Frederik,Es klappert die Mühle,Trad. Kinderlieder | Volkslieder,Es Klappert Die Mühle Am Rauschenden Bach (feat. Frederik Pauwa & Die Freibeuter),Trad. Kinderlieder _ Volkslieder - Es Klappert Die Mühle Am Rauschenden Bach (feat. Frederik Pauwa & Die Freibeuter).mp3,"tech house, hardstyle, hard trance, deep house, progressive house",0,1,-6.465,160.114,0.082,0.479,True
TRAODEJ12903CC4C53,The Roches,It's Bad For Me (Album Version),,,,"singer-songwriter, folk-pop, close harmony, folk rock, contemporary folk",0,1,-20.394,34.335,0.417,0.435,False
TRAODGF128F92F3FF9,Britney Spears,Break The Ice,Britney Spears,Break the Ice,Britney Spears - Break the Ice.mp3,"dance pop, teen pop, pop rock, electropop, adult contemporary",0,1,-5.432,130.012,0.652,0.509,True
TRAODCQ12903CE4436,Delroy Wilson,Half Way Up The Stairs,Delroy Wilson,Half Way Up the Stairs,Delroy Wilson - Half Way Up the Stairs.mp3,"rock steady, roots reggae, lovers rock, reggae, dub",7,1,-8.045,147.791,0.239,0.492,True
TRAODAO12903CB24B8,Bottom Of The Hudson,One of Us,Bottom of the Hudson,One of Us,Bottom of the Hudson - One of Us.mp3,"free music, folk rock, indie rock, lo-fi, indie",3,1,-7.474,106.14,0.642,0.49,True
TRAOCUF128F4238DC7,Nicky B,I Only Want To Love You,Nicki Minaj,Only,Nicki Minaj - Only.mp3,"dancehall, reggae, roots reggae, breakbeat, techno",10,1,-12.041,124.556,0.935,0.677,True
TRAOCXV128F42823FA,Hinge,Pork Chop Sandwich,Hinge,Pork Chop Sandwich,Hinge - Pork Chop Sandwich.mp3,"alternative metal, nu metal, heavy metal, progressive rock, rock",7,1,-5.154,86.061,0.163,0.303,True
TRAOCVH128F930A8EF,John Stewart,Price Of The Fire,John Stewart,Price of the Fire,John Stewart - Price of the Fire.mp3,"folk rock, soft rock, singer-songwriter, modern rock, psychedelic",2,0,-14.28,91.496,0.844,0.838,True
TRAOEEH12903CB5178,Michal,Stay With Me,Michael Bublé,Sway,Michael Bublé - Sway.mp3,"piano blues, anti-folk, future jazz, chanson, rock",7,1,-6.553,149.897,0.666,0.71,True
TRAODMW12903CA8CFD,Samba Enredo,Estacao Primeira Da Mangueira_ Viva Do Samba,,,,"samba, batucada, latin, escola de samba",9,1,-10.415,139.344,0.241,0.411,False
TRAODLP128F93072E7,Rhian Sheehan,Untitled,,,,"trip hop, downtempo, progressive house, chill-out, dub",0,1,-18.406,83.412,0.572,0.446,False
TRAOECP128F9302A6C,Test Icicles,What's Your Damage?,Test Icicles,What's Your Damage? (Braxe/Falke Radio Edit),Test Icicles - What's Your Damage_ (Braxe_Falke Radio Edit).mp3,"grime, indie rock, garage rock, dance-punk, electro",7,1,-2.756,174.942,0.066,0.268,True
TRAODNM128F147CBFC,Rishi Rich,Sorry Feat. Rafaqat Ali Khan,,,,"bhangra, desi, uk garage, pop rap, hip hop",6,0,-7.676,71.14,0.07,0.0,False
TRAOEAQ12903CC26BD,This Is Hell,RECKLESS,Caleb McLeod,This Is Hell,Caleb McLeod - This Is Hell.mp3,"post-hardcore, hardcore punk, hardcore, post rock, emo",8,1,-5.261,150.006,0.184,0.342,True
TRAODWK128F42916E2,Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,Mefistofele/La luna immobile,,,,"requiem, orchestra, opera, british, italian",10,1,-36.577,39.187,0.843,0.761,False
TRAODQE128EF34F51B,JennyAnyKind,I'm On The Run,JennyAnyKind,I'm On The Run,JennyAnyKind - I'm On The Run.mp3,"alternative rock, indie rock, rock, alternative pop rock, alternative",10,0,-10.854,150.243,0.552,0.3,True
TRAOEYW128E0792A0C,The Roots,One Shine,The Roots,One Shine (Live at Blue Note NYC),The Roots - One Shine (Live at Blue Note NYC).mp3,"funk, hip hop, soul, hardcore rap, alternative rap",1,1,-10.345,98.008,0.713,0.754,True
TRAOEQO128E0785439,Maire Brennan,The Big Rock (LP Version),,,,"irish folk, chill-out, celtic, meditation, celtic rock",7,1,-9.584,135.124,0.153,0.559,False
TRAOEFE128F425C67A,Michael Gettel,Through Bucky's Eyes,Michael Gettel,Through Bucky's Eyes,Michael Gettel - Through Bucky's Eyes.mp3,"chamber jazz, chill-out, easy listening, smooth jazz, trip hop",3,1,-22.42,103.3,0.292,0.48,True
TRAOEFX128F4241203,Non Phixion,Sleepwalkers,Non Phixion,Sleepwalkers,Non Phixion - Sleepwalkers.mp3,"hardcore hip hop, chill-out, trip hop, alternative hip hop, hip hop",10,0,-5.724,96.093,0.1,0.566,True
TRAOEGJ128F933D9B5,Beres Hammond,Tender Lies,Beres Hammond,A Tender Lie (2025 Remaster),Beres Hammond - A Tender Lie (2025 Remaster).mp3,"lovers rock, dancehall, reggae, soul, rock steady",10,1,-15.998,170.114,0.908,0.67,True
TRAOELM128F932A31B,Artie Fishel & The Promised Band,Artie In The Sky,,,,"ghetto tech, jazz, experimental",7,1,-21.501,100.08,0.093,0.354,False
TRAOEHI12903C9DC9C,Flame,Don't Stop,Fleetwood Mac,Don't Stop (2004 Remaster),Fleetwood Mac - Don't Stop (2004 Remaster).mp3,"ccm, j pop, christian hip hop, boy band, drum and bass",8,0,-8.402,121.015,0.122,0.217,True
TRAOETQ128F92F9C27,Les Bonapartes,Welcome,Les Bonapartes,Welcome,Les Bonapartes - Welcome.mp3,"jazz funk, acid jazz, future jazz, broken beat, hip hop",11,1,-6.779,181.801,0.0,0.237,True
TRAOFJZ128F92F8F65,Tinariwen,Tenhert,Tinariwen,Tenhert,Tinariwen - Tenhert.mp3,"blues-rock, world beat, chill-out, meditation, blues",8,1,-7.155,93.325,0.02,0.312,True
TRAOGHG12903CA3B89,Usher,Moving Mountains,USHER,Moving Mountains,USHER - Moving Mountains.mp3,"hip hop, r&b, ballad, gangster rap, dance music",11,1,-5.692,126.955,0.294,0.233,True
TRAOGLL128F931FAEB,Varios,Te Parto el Alma (inter. El Tariacuri),Varios,Te parto el alma (inter. El Tariacuri),Varios - Te parto el alma (inter. El Tariacuri).mp3,"electroclash, salsa, motown, gangster rap, northern soul",11,1,-8.357,83.872,0.55,0.571,True
TRAOFCL128F4289318,Royal Bubble Orchestra,Too Bad,Royal Bubble Orchestra,Too Bad,Royal Bubble Orchestra - Too Bad.mp3,"lullaby, stoner metal, stoner rock, hard rock, rock",2,1,-6.215,94.055,0.0,0.173,True
TRAOGAZ128F42B7FFC,The Killers,When You Were Young,The Killers,When You Were Young,The Killers - When You Were Young.mp3,"rock, alternative, rave, disco, new wave",11,1,-7.477,130.065,0.106,0.333,True
TRAOFJS12903CF3F3D,Georges Brassens,Comme hier,Georges Brassens,Comme hier,Georges Brassens - Comme hier.mp3,"chanson, pop, folk rock, french pop, easy listening",9,1,-13.624,75.064,0.551,0.536,True
TRAOGMD128F9314BCD,The Wes Montgomery Trio,Satin Doll,The Wes Montgomery Trio,Satin Doll,The Wes Montgomery Trio - Satin Doll.mp3,"smooth jazz, hard bop, cool jazz, jazz, blues",0,1,-19.802,137.11,0.652,0.561,True
TRAOFMZ128F9317D06,Eddie Cantor,Cheer Up! Smile! Nertz!,Eddie Cantor,"Cheer Up, Smile, Nertz","Eddie Cantor - Cheer Up, Smile, Nertz.mp3","easy listening, vaudeville, ragtime, jazz, world music",0,1,-9.792,112.896,0.751,0.612,True
TRAOGVB128F92D5779,Klimperei,M. tagu va au marché,,,,"freestyle, electronic, italian disco, chill-out, rock",5,1,-6.302,111.042,0.05,0.326,False
TRAOHMN128F92EA786,Jim Chappell,Adventure No. 8,Jim Chappell,Adventure No. 8,Jim Chappell - Adventure No. 8.mp3,"chamber jazz, smooth jazz, chill-out, new age, easy listening",9,1,-18.254,109.196,0.998,0.848,True
TRAOHJU128E0780CD2,Coldplay,A Rush Of Blood To The Head (Live In Sydney),Coldplay,A Rush of Blood to the Head (Live in Sydney),Coldplay - A Rush of Blood to the Head (Live in Sydney).mp3,"piano rock, british pop, rock, alternative rock, indie rock",5,1,-8.229,138.038,0.463,0.553,True
TRAOHHF128F426486F,Three-6 Mafia,We Got Da Dope,Three-6 Mafia,We Got Da Dope,Three-6 Mafia - We Got Da Dope.mp3,"dirty south rap, gangster rap, crunk, hip hop, rap",0,1,-9.33,157.991,0.738,0.689,True
TRAOHGX12903CE5F83,Blind Willie Johnson,Church_ I'm Fully Saved Today,Blind Willie Johnson,"Church, I'm Fully Saved Today","Blind Willie Johnson - Church, I'm Fully Saved Today.mp3","texas blues, country blues, delta blues, blues, blues-rock",10,1,-15.89,97.761,0.626,0.613,True
TRAOHAH128F425CD57,Mars Ill,Saturday Night Special,Mars Ill,Saturday Night Special (feat. Ishues & D.R.E.S the Beatnik),Mars Ill - Saturday Night Special (feat. Ishues & D.R.E.S the Beatnik).mp3,"hip hop, italian disco, christian hip hop, conscious, pop rock",8,0,-5.333,69.313,0.475,0.52,True
TRAOHBA128F92EFE63,Kisha,I singe dir es Lied,Kisha,I singe dir es Lied,Kisha - I singe dir es Lied.mp3,"soft rock, pop rock, chanson, europop, pop rap",11,1,-12.146,139.914,0.567,0.601,True
TRAOGTM128F931FABE,The Hollywood Brats,Suckin' On Suzie,The Hollywood Brats,Suckin' on Suzie,The Hollywood Brats - Suckin' on Suzie.mp3,"glam rock, oi, hard rock, garage rock, psychedelic rock",7,1,-9.102,164.026,0.115,0.237,True
TRAOHNR128F428CD58,OutKast featuring George Clinton,Synthesizer,OutKast,Synthesizer (feat. George Clinton),OutKast - Synthesizer (feat. George Clinton).mp3,"dirty south rap, funk, hip hop, rap, southern rap",7,1,-6.791,94.904,0.433,0.768,True
TRAOHYY128F932B1C9,Grant Geissman,Silent Movies (Album Version),,,,"smooth jazz, jazz fusion, instrumental pop, hard bop, jazz",0,1,-13.752,100.329,0.632,0.524,False
TRAOHPG12903CE4155,Black Flag,Room 13,Black Flag,Room 13,Black Flag - Room 13.mp3,"hardcore punk, punk, hardcore, los angeles, american underground",9,1,-4.606,190.6,0.631,0.505,True
TRAOHQC128F427FCD2,Terry Muska,Fantasia 6: Mudarra,Terry Muska,Fantasia 6: Mudarra,Terry Muska - Fantasia 6_ Mudarra.mp3,"classical, contemporary, traditional, texas, spanish guitar",2,0,-16.548,107.016,0.656,0.838,True
TRAOHWQ128F4217505,Mike Vax,Speak Low,Mike Vax,Speak Low,Mike Vax - Speak Low.mp3,"hard bop, jazz, orchestra, los angeles, orchestral pop",2,0,-16.113,78.109,0.339,0.546,True
TRAOHPV12903CD02FF,T-Bone,Blue Moon,Blue Moon Swing,T-Bone Treble,Blue Moon Swing - T-Bone Treble.mp3,"ccm, gangster rap, christian hip hop, hard trance, progressive trance",7,1,-7.836,124.04,0.0,0.223,True
TRAOHPT12903CCF8DB,DJ Nasty,Shawty Get Loose,DJ Nasty,Shawty Get Loose,DJ Nasty - Shawty Get Loose.mp3,"bass music, electro, techno, hip hop, italian disco",0,1,-3.631,130.149,0.359,0.321,True
TRAOHOW12903CA7971,2-Gether feat. Sarinah,Feelin` Alone,,,,"boy band, teen pop, comedy rock, dance pop, soundtrack",11,0,-6.38,127.977,0.382,0.369,False
TRAOIDA128F930B9F9,Tom Barabas,Canon In D,Tom Barabas,Canon in D,Tom Barabas - Canon in D.mp3,"meditation, electronic, modern classical, instrumental, piano",2,1,-17.604,100.148,0.684,0.964,True
TRAOIAX12903CC6663,Commander Cody And His Lost Planet Airman,Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman - Riot In Cell Block N.9.mp3,"country rock, western swing, southern rock, roots rock, rockabilly",5,1,-10.646,49.565,0.585,0.464,True
TRAOIYM12903CDEF1E,Rihanna,The Hotness (ft. Shontelle),Rihanna,The Hotness (ft. Shontelle),Rihanna - The Hotness (ft. Shontelle).mp3,"dance pop, dancehall, hip hop, ballad, pop rock",6,0,-8.464,116.012,0.083,0.524,True
TRAOIJZ128F424BD2C,Big Mike Griffin,Sittin' Here With Nothing,Big Mike Griffin,Sittin' Here With Nothing,Big Mike Griffin - Sittin' Here With Nothing.mp3,"blues-rock, southern rock, electric blues, blues, singer-songwriter",7,1,-5.815,137.496,0.154,0.459,True
TRAOINP128F92F0217,Beherit,Lord of Shadows and Golden Wood,Beherit,Lord Of Shadows And Golden Wood,Beherit - Lord Of Shadows And Golden Wood.mp3,"illbient, black metal, death metal, rock, dark ambient",11,1,-18.65,130.955,0.512,0.472,True
TRAOINL128F9315A1A,Rocker-T,Jah The Only One,Rocker-T,Jah The Only One,Rocker-T - Jah The Only One.mp3,"dub, reggae, beat, dancehall, roots",10,0,-6.089,147.882,0.496,0.342,True
TRAOIBO128F422873B,John Davis,We've Got It All,,,,"jazz fusion, downtempo, hip hop, italian disco, roots rock",6,1,-11.534,102.769,0.763,0.52,False
TRAOIRH128F427C366,Keb' Mo',Dangerous Mood,Keb' Mo',Dangerous Mood,Keb' Mo' - Dangerous Mood.mp3,"blues, piano blues, soul jazz, blues-rock, delta blues",0,1,-9.032,106.802,0.686,0.458,True
TRAOJGD12903CE9F70,Sven Scholander,Melangtäras intåg i Kallsta,Sven Scholander,Melangtäras intåg i Kallsta,Sven Scholander - Melangtäras intåg i Kallsta.mp3,swedish,0,1,-18.283,113.01,0.7,0.626,True
TRAOJMY128E07836D9,Helmet,Everybody Loves You,Helmet,Everybody Loves You (Album Version),Helmet - Everybody Loves You (Album Version).mp3,"rapcore, post-hardcore, heavy metal, soundtrack, hip hop",0,1,-3.568,112.77,0.005,0.203,True
TRAOJIB128F4285140,Arthur Fiedler;Earl Wild;Pasquale Cardillo,Rhapsody In Blue,Earl Wild,Rhapsody in Blue,Earl Wild - Rhapsody in Blue.mp3,"orchestra, easy listening, american, male, christmas music",9,1,-19.303,127.579,0.432,0.317,True
TRAOJCG128F4291689,Ramón Vargas,Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,Ramon Vargas,I masnadieri: Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,Ramon Vargas - I masnadieri_ Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla....mp3,"opera, bel canto, easy listening, classical, mexico",1,1,-21.908,155.641,0.475,0.46,True
TRAOJED128F42361E6,Fruko Y Sus Tesos,Lontananza,Fruko Y Sus Tesos,Lontananza,Fruko Y Sus Tesos - Lontananza.mp3,"salsa, cumbia, latin jazz, mambo, charanga",7,0,-8.445,106.449,0.679,0.577,True
TRAOJEW128F4294CBD,K'Naan,Is It A Myth?,K'NAAN,Is it a Myth?,K'NAAN - Is it a Myth_.mp3,"hip hop, folk, underground rap, alternative rap, political rap",3,1,-14.254,100.567,0.0,0.0,True
TRAOJFT128F92CF5B5,Luiz Bonfa,Samba De Duas Notas,Stan Getz,Samba De Duas Notas,Stan Getz - Samba De Duas Notas.mp3,"samba, latin jazz, bossa nova, smooth jazz, jazz",4,0,-14.05,124.842,0.328,0.374,True
TRAOJGP12903CBE5B3,Shaggy,Still Caah Nicer Dan Yard,Birchill,Still Caah Nicer Dan Yard,Birchill - Still Caah Nicer Dan Yard.mp3,"reggae, dancehall, jamaica, kingston, pop",2,1,-5.252,114.318,0.396,0.37,True
TRAOJZC128F14932D5,The Cure,Lost,The Cure,Lost,The Cure - Lost.mp3,"new wave, alternative rock, rock, gothic, indie",2,1,-11.199,85.006,0.759,0.704,True
TRAOJXQ128F1465473,Miranda Lee Richards,The Long Goodbye,Miranda Lee Richards,The Long Goodbye,Miranda Lee Richards - The Long Goodbye.mp3,"chill-out, singer-songwriter, female vocalist, indie rock, rock",0,1,-8.141,116.123,0.609,0.659,True
TRAOJPT128F423F63E,Tex Williams,Castle Of My Dreams,Tex Williams,Castle of My Dreams,Tex Williams - Castle of My Dreams.mp3,"western swing, blues-rock, soundtrack, blues, country",8,1,-12.845,40.875,0.782,0.701,True
TRAOKCO12903C9D391,Will To Will,Take Me To Paradise (Nicky Scanni's Garage Mix),Will To Will,Take Me To Paradise (Nicky Scanni's Garage Mix),Will To Will - Take Me To Paradise (Nicky Scanni's Garage Mix).mp3,"turnablism, breakbeat, electro",0,1,-18.495,129.818,0.771,0.567,True
TRAOJYI128F42AD95E,Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec - Que Devient Ton Poing Quand Tu Tends Les Doigts.mp3,"chanson, pop rock, rock, folk rock, frenchcore",9,1,-8.503,103.005,0.802,0.654,True
TRAOJNB128F147C52F,Soul Asylum,Long Day (Album Version),,,,"hard rock, post-grunge, rock 'n roll, modern rock, grunge",11,0,-11.207,70.778,0.169,0.415,False
TRAOKSC128F4264989,K's Choice,A Sound That Only You Can Hear,K's Choice,A Sound That Only You Can Hear,K's Choice - A Sound That Only You Can Hear.mp3,"post-grunge, pop rock, alternative rock, british pop, soft rock",2,1,-6.575,87.495,0.832,0.675,True
TRAOJZU128F93211FA,Herbstrock,Halt mich,,,,french pop,8,0,-4.295,99.995,0.468,0.543,False
TRAOKXG128F4232497,Blue Rodeo,Up On That Cloud,Blue Rodeo,Up on That Cloud,Blue Rodeo - Up on That Cloud.mp3,"country rock, heartland rock, pop rock, folk rock, psychedelic rock",2,1,-5.972,189.068,0.601,0.713,True
TRAOKZF12903D0AF01,Rincon Morales,Gaita Gaitero,Rincon Morales,Nunca Es Tarde para Amar,Rincon Morales - Nunca Es Tarde para Amar.mp3,gaita,11,1,-10.325,65.316,0.546,0.328,True
TRAOLGV12903CB4229,Goatwhore,Liar of Nastrond,Goatwhore,Liar of Nastrond,Goatwhore - Liar of Nastrond.mp3,"black metal, death metal, hardcore punk, heavy metal, blackened death metal",0,0,-7.09,99.805,0.56,0.591,True
TRAOKYH128F14852C0,Bobby Hutcherson,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,Maiden Voyage (Rudy Van Gelder Edition; 2006 Digital Remaster),Bobby Hutcherson - Maiden Voyage (Rudy Van Gelder Edition; 2006 Digital Remaster).mp3,"latin jazz, jazz funk, hard bop, soul jazz, free jazz",7,0,-12.939,86.446,0.495,0.526,True
TRAOKVY128F426C3D6,Paul Cantelon,The Other Boleyn Girl - Opening Titles,Paul Cantelon,Opening Titles,Paul Cantelon - Opening Titles.mp3,"folk rock, soundtrack, folk, rock, classical",0,0,-20.178,130.183,0.875,0.644,True
TRAOKTB128F930612A,Tyrone Taylor,I'm A Believer,Tyrone Taylor,I'm a Believer,Tyrone Taylor - I'm a Believer.mp3,"lovers rock, roots reggae, reggae, dancehall, dub",7,1,-4.268,91.995,0.396,0.596,True
TRAOKUH128F4226A6C,Junior Jack,Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack,Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack - Thrill Me (Atfc's Jackhammer Re-Rub).mp3,"progressive house, deep house, disco, tribal house, tech house",7,1,-11.985,0.0,0.722,0.63,True
TRAOKVW128F429D82A,K-OS,Sunday Morning (Sony Connect Set),,,,"trip hop, hip hop, rap, indie, canadian",9,0,-6.956,88.282,0.718,0.632,False
TRAOLVO128F42685EF,D.O.W.N.,Freeword,Rico Recklezz,Down Bad (feat. MMB Freeworld),Rico Recklezz - Down Bad (feat. MMB Freeworld).mp3,"southern rock, grunge, doom metal, metal, rock",1,1,-7.063,109.791,0.69,0.481,True
TRAOLOX128F422F02B,George Harrison,Baltimore Oriole (2004 Digital Remaster),,,,"classic rock, rock, psychedelic, england, album rock",7,0,-6.692,71.756,0.643,0.607,False
TRAOLUA128F422BB1D,Connie Francis,Baby's First Christmas,Connie Francis,Baby's First Christmas,Connie Francis - Baby's First Christmas.mp3,"brill building pop, oldies, rock 'n roll, rockabilly, rock",6,1,-9.378,137.99,0.824,0.715,True
TRAOMDT12903CF73C3,Adrienne Pierce,Laundry & Dishes,edIT,Laundry,edIT - Laundry.mp3,"folk-pop, pop rock, club, los angeles, singer-songwriter",6,0,-8.425,151.945,0.314,0.599,True
TRAOMBK128F1495E45,Ray Barretto,Vaya (Live At The Beacon Theatre),Ray Barretto,Vaya (Live at the Beacon Theatre),Ray Barretto - Vaya (Live at the Beacon Theatre).mp3,"latin jazz, salsa, boogaloo, jazz funk, mambo",5,1,-10.999,82.815,0.308,0.354,True
TRAOLZJ12903CB4FC7,Oasis,Columbia,Oasis,Columbia (Remastered),Oasis - Columbia (Remastered).mp3,"british pop, hard rock, rap, alternative rock, rock",7,1,-3.811,100.382,0.013,0.298,True
TRAOMIC128F92F2B0B,Mongo Santamaria,Los Conguitos,Mongo Santamaria,Los Conguitos,Mongo Santamaria - Los Conguitos.mp3,"latin jazz, salsa, boogaloo, soul jazz, world fusion",8,0,-23.581,120.446,0.762,0.764,True
TRAOLIX128E0793AFA,The Police,Man In A Suitcase,The Police,Man In A Suitcase,The Police - Man In A Suitcase.mp3,"new wave, reggae, classic rock, rock, pop",10,0,-11.636,159.106,0.624,0.528,True
TRAOMQN128F9328043,MIMS,Life Of A Star,,,,"pop rap, hip hop, gangster rap, east coast rap, east coast hip hop",4,1,-4.213,127.779,0.557,0.434,False
TRAOMKV128F428CD51,OutKast,"Return Of The ""G",OutKast,"Return of the ""G""",OutKast - Return of the _G_.mp3,"dirty south rap, funk, hip hop, rap, southern rap",2,1,-6.407,156.688,0.808,0.58,True
TRAOMMU128F933878B,Guitar Slim,The Things That I Used To Do,Guitar Slim,The Things That I Used To Do,Guitar Slim - The Things That I Used To Do.mp3,"r&b, new orleans blues, electric blues, chanson, blues",5,1,-13.164,96.731,1.0,0.733,True
TRAOMNR128F422C3FC,Fruko Y Sus Tesos,Fruko's  Boogaloo,Fruko Y Sus Tesos,Fruko's Boogaloo,Fruko Y Sus Tesos - Fruko's Boogaloo.mp3,"salsa, cumbia, latin jazz, mambo, charanga",6,1,-6.974,219.796,0.227,0.479,True
TRAOMRN128F93378B3,Jacques Douai,Pauvre Jean,Jacques Douai,Pauvre jean,Jacques Douai - Pauvre jean.mp3,chanson,7,0,-18.852,127.14,0.202,0.366,True
TRAOMVL128F14662F1,Selena,Estoy Contigo,Selena,Estoy Contigo,Selena - Estoy Contigo.mp3,"tejano, cumbia, latin, pop, texas",2,1,-10.333,104.795,0.701,0.832,True
TRAOMYU12903CF2C83,Dave Rave_ Mark McCarron,Face,Dave Rave & Mark McCarron,Face,Dave Rave & Mark McCarron - Face.mp3,"easy listening, rave, jazz, bongo, beat",2,1,-19.661,92.005,0.009,0.049,True
TRAONBC128EF35ED3E,I.N.T.,Big Sister,Bing Crosby,Merry Chistmas in Hawaii,Bing Crosby - Merry Chistmas in Hawaii.mp3,"hip hop, rap, downtempo, hip pop, beat",7,0,-7.433,93.105,0.0,0.282,True
