filename,artist,title,matched,match_type,match_score,msd_track_id,msd_artist,msd_title
Philip Bailey - Silent Night.mp3,Philip Bailey,Silent Night,True,exact,100.0,TRAQVLJ128F4283F4D,Philip Bailey,Silent Night
Rock And Roll - The Loco Motion.mp3,Rock And Roll,The Loco Motion,False,,0.0,,,
The Haggis Horns - Take It Back.mp3,The Haggis Horns,Take It Back,False,,0.0,,,
John Mayall & The Bluesbreakers - Nature's Disappearing.mp3,John Mayall & The Bluesbreakers,Nature's Disappearing,True,exact,100.0,TRAQVDI128F42969C8,John Mayall & The Bluesbreakers,Nature's Disappearing
Tony Murena - Mambo Italiano (Remastered 2014).mp3,Tony Murena,Mambo Italiano (Remastered 2014),True,exact,100.0,TRAQVJC128F932E431,Tony Murena,Mambo Italiano
Gibson - Release Me.mp3,Gibson,Release Me,True,fuzzy_combined,89.47368421052632,TRAQVCT12903CD7F32,Don Gibson,Release Me
Daft Punk - Da Funk.mp3,Daft Punk,Da Funk,True,exact,100.0,TRAQVTO128F14696A6,Daft Punk,Da Funk
Claire Hamill - Icicle Rain.mp3,Claire Hamill,Icicle Rain,True,exact,100.0,TRAQWEF128F92D2831,Claire Hamill,Icicle Rain
Marcelo Radulovich - Non-Stop Floater.mp3,Marcelo Radulovich,Non-Stop Floater,True,exact,100.0,TRAQWVS128F92D6481,Marcelo Radulovich,Non-Stop Floater
Los Tres Paraguayos - Galopera.mp3,Los Tres Paraguayos,Galopera,False,,0.0,,,
Thrilla U - I Love You Baby.mp3,Thrilla U,I Love You Baby,True,exact,100.0,TRAQVTL128F42B2A06,Thrilla U,I Love You Baby
"Joy Division - Transmission (The Factory, Manchester Live 11 April 1980).mp3",Joy Division,"Transmission (The Factory, Manchester Live 11 April 1980)",False,,0.0,,,
Bob Neuwirth - Great Escape (Good Intentions).mp3,Bob Neuwirth,Great Escape (Good Intentions),True,exact,100.0,TRAQWJZ128F4243C9B,Bob Neuwirth,Great Escape (Good Intentions)
The Tokens - I'll Always Love You.mp3,The Tokens,I'll Always Love You,True,fuzzy_combined,98.36065573770492,TRAQWGP128F932EAFE,The Tokens,Ill Always Love You
"Janis Joplin - Raise Your Hand (Live at The Woodstock Music & Art Fair, August 17, 1969).mp3",Janis Joplin,"Raise Your Hand (Live at The Woodstock Music & Art Fair, August 17, 1969)",False,,0.0,,,
"Chœur des moines de l'abbaye Saint-Martin de Ligugé - De necessitatibus (Introït, 4ème mode).mp3",Chœur des moines de l'abbaye Saint-Martin de Ligugé,"De necessitatibus (Introït, 4ème mode)",False,,0.0,,,
Joi - What If I Kissed You Right Now_ (Album Version).mp3,Joi,What If I Kissed You Right Now? (Album Version),True,exact,100.0,TRAQVUG128F145EB2E,Joi,What If I Kissed You Right Now?
Steel Pulse - House Of Love.mp3,Steel Pulse,House Of Love,True,exact,100.0,TRAQXJY12903CF3A0E,Steel Pulse,House of Love
Shriekback - The Strongest Wind That Blows.mp3,Shriekback,The Strongest Wind That Blows,True,exact,100.0,TRAQWKC128F428BD2C,Shriekback,The Strongest Wind That Blows
Sneaky Sound System - Lost In The Future.mp3,Sneaky Sound System,Lost In The Future,True,exact,100.0,TRAQVQM128F933DFEB,Sneaky Sound System,Lost In The Future
Drag-On - Niggas Die 4 Me (Album Version).mp3,Drag-On,Niggas Die 4 Me (Album Version),True,fuzzy_combined,92.0,TRAQUWF128E07924E4,Drag-On / DMX,Niggas Die 4 Me
The Marx Brothers - Main Title_Animal Crackers.mp3,The Marx Brothers,Main Title/Animal Crackers,True,exact,100.0,TRAQWUU128F4231383,The Marx Brothers,Main Title/Animal Crackers
Chris Brown - I.Y.A..mp3,Chris Brown,I.Y.A.,True,exact,100.0,TRAQVOG128F9340E58,Chris Brown,I.Y.A.
Johnny Cash - Pack Up Your Sorrows.mp3,Johnny Cash,Pack Up Your Sorrows,False,,0.0,,,
Daddy Yankee - Descontrol.mp3,Daddy Yankee,Descontrol,True,exact,100.0,TRAQYFL12903D138CF,Daddy Yankee,Descontrol
Nikos Xilouris - Ki An O Ageras Fisa.mp3,Nikos Xilouris,Ki An O Ageras Fisa,True,exact,100.0,TRAQWXH128F93163FE,Nikos Xilouris,Ki An O Ageras Fisa
Mazz - Con La Tinta De Mi Sangre.mp3,Mazz,Con La Tinta De Mi Sangre,True,exact,100.0,TRAQYSF128F425D3D8,Mazz,Con La Tinta De Mi Sangre
Kapelle Herrenweide - Nie Mehr Heim.mp3,Kapelle Herrenweide,Nie Mehr Heim,True,exact,100.0,TRAQXAZ12903CF156D,Kapelle Herrenweide,Nie mehr heim
Busta Rhymes - Genesis.mp3,Busta Rhymes,Genesis,True,exact,100.0,TRAQYOC128F9341CDC,Busta Rhymes,Genesis
Loudon Wainwright III - How Old Are You_.mp3,Loudon Wainwright III,How Old Are You?,True,exact,100.0,TRAQYVG128F92FE7E1,Loudon Wainwright III,How Old Are You
Mississippi Fred McDowell - You Gotta Move.mp3,Mississippi Fred McDowell,You Gotta Move,True,exact,100.0,TRAQYUA128F428742F,Mississippi Fred McDowell,You Gotta Move
Kanye West - Touch The Sky.mp3,Kanye West,Touch The Sky,False,,0.0,,,
Sophie Tucker - Life Upon The Wicked Stage.mp3,Sophie Tucker,Life Upon The Wicked Stage,True,exact,100.0,TRAQZFU128F429AF8D,Sophie Tucker,Life Upon The Wicked Stage
Russ Taff - We Will Stand (The Best Of Russ Taff Version).mp3,Russ Taff,We Will Stand (The Best Of Russ Taff Version),True,exact,100.0,TRAQYXL128F425EA21,Russ Taff,We Will Stand
The Del McCoury Band - Hillcrest Drive.mp3,The Del McCoury Band,Hillcrest Drive,True,exact,100.0,TRAQYZO12903CB818E,The Del McCoury Band,Hillcrest Drive
The Box Tops - People Make the World.mp3,The Box Tops,People Make the World,True,exact,100.0,TRAQXKZ128F429D175,The Box Tops,People Make The World
Florida Boys - Mansion in the Sky.mp3,Florida Boys,Mansion in the Sky,True,exact,100.0,TRAQZMQ12903CB7E9D,Florida Boys,Mansion in the Sky
Gal Costa - Noites Cariocas (Minhas Noites Sem Sono).mp3,Gal Costa,Noites Cariocas (Minhas Noites Sem Sono),True,exact,100.0,TRAQXOQ128F93228A9,Gal Costa,Noites Cariocas (Minhas Noites Sem Sono)
Dinah Washington - Studio Dialogue.mp3,Dinah Washington,Studio Dialogue,False,,0.0,,,
"Quadro Nuevo - Allez, Glissez !.mp3",Quadro Nuevo,"Allez, Glissez !",True,fuzzy_combined,98.11320754716981,TRAQZQC128F14ACB44,Quadro Nuevo,Allez_ Glissez!
Cockney Rejects - Easy Life (Live).mp3,Cockney Rejects,Easy Life (Live),True,exact,100.0,TRAQZBF128F42830A1,Cockney Rejects,Easy Life (Live)
Electric Light Orchestra - Indian Queen (Demo).mp3,Electric Light Orchestra,Indian Queen (Demo),True,fuzzy_combined,93.67088607594937,TRAQYZI128F4273CF3,Electric Light Orchestra,Indian Queen
Sly Dunbar - Casava Piece Riddim.mp3,Sly Dunbar,Casava Piece Riddim,True,exact,100.0,TRAQZAA128F4281E5F,Sly Dunbar,Casava Piece Riddim
Percy Faith - I Loves You Porgy.mp3,Percy Faith,I Loves You Porgy,True,exact,100.0,TRAQXYU12903CD9262,Percy Faith,I Loves You Porgy
Headhunter - Don't Bogart....mp3,Headhunter,Don't Bogart...,True,exact,100.0,TRAQZSL128F426A842,Headhunter,Don't Bogart
Hardnox - Going Out Tonight.mp3,Hardnox,Going Out Tonight,True,exact,100.0,TRAQZPC12903CDE0D5,HardNox,Going Out Tonight
Frl.Menke - Sehnsuchtsexpress.mp3,Frl.Menke,Sehnsuchtsexpress,True,exact,100.0,TRARAGQ12903CB6892,Frl.Menke,Sehnsuchtsexpress
"Sister Rosetta Tharpe - Oh, The Joy That Came to Me.mp3",Sister Rosetta Tharpe,"Oh, The Joy That Came to Me",True,exact,100.0,TRAQZTC128F933E227,Sister Rosetta Tharpe,Oh The Joy That Came To Me
Snow Patrol - Spitting Games.mp3,Snow Patrol,Spitting Games,True,exact,100.0,TRARAIO128E0780FDE,Snow Patrol,Spitting Games
Bob Dylan - Tryin' to Get to Heaven.mp3,Bob Dylan,Tryin' to Get to Heaven,True,fuzzy_combined,98.46153846153847,TRARAEG128F42647B2,Bob Dylan,Trying To Get To Heaven
Billy Price & Fred Chapellier - Love and Happiness.mp3,Billy Price & Fred Chapellier,Love and Happiness,True,fuzzy_combined,98.9247311827957,TRAQZUA12903CE65F2,Billy Price_ Fred Chapellier,Love and happiness
theodor zox - System of Play.mp3,theodor zox,System of Play,True,exact,100.0,TRARAJS12903CAD54F,Theodor Zox,System of Play
Rise Against - Drones.mp3,Rise Against,Drones,True,exact,100.0,TRARANL128F1478789,Rise Against,Drones
Terry Muska - Lagrima.mp3,Terry Muska,Lagrima,True,exact,100.0,TRAQZIY128F427F117,Terry Muska,Lagrima
Refractory - Check the bomb.mp3,Refractory,Check the bomb,True,exact,100.0,TRARATE128F92FE56A,Refractory,Check the bomb
Perrocker - Salsa pa tí.mp3,Perrocker,Salsa pa tí,True,exact,100.0,TRAQZGZ128F92FF445,Perrocker,Salsa pa tí
Ramy Ayach - Heyya Heyya.mp3,Ramy Ayach,Heyya Heyya,True,exact,100.0,TRARAIG128F424DDCC,Ramy Ayach,Heyya Heyya
Why_ - Sick 2 Think.mp3,Why?,Sick 2 Think,True,exact,100.0,TRAQZJM128F4216397,Why?,Sick 2 Think
Various Production - Wot U Say.mp3,Various Production,Wot U Say,True,exact,100.0,TRARBDK128F92C7F0B,Various Production,Wot U Say
Gene Pitney - For Me This Is Happy.mp3,Gene Pitney,For Me This Is Happy,True,exact,100.0,TRARBIM12903CECEE0,Gene Pitney,For Me This Is Happy
Lesley Gore - It's My Party.mp3,Lesley Gore,It's My Party,True,exact,100.0,TRAAGJV128F1464090,Lesley Gore,It's My Party
Inspiral Carpets - Keep the Circle Around (2023 Remaster).mp3,Inspiral Carpets,Keep the Circle Around (2023 Remaster),True,artist_fuzzy_title,75.86206896551724,TRARBJW128E0788A1A,Inspiral Carpets,Keep The Circle Around
Koffi Olomide - Elle et moi.mp3,Koffi Olomide,Elle et moi,True,exact,100.0,TRARBBK128F427ED68,Koffi Olomide,Elle Et Moi
Stephen Warbeck - Birth Of The Falls.mp3,Stephen Warbeck,Birth Of The Falls,True,exact,100.0,TRARBLB128F14AD018,Stephen Warbeck,Birth Of The Falls
The Everly Brothers - Oh What a Feeling.mp3,The Everly Brothers,Oh What a Feeling,True,fuzzy_combined,94.28571428571428,TRARALS128F934F7C1,Everly Brothers,Oh What A Feeling
Luis Alberto Spinetta - Llama y Verás (Album Version).mp3,Luis Alberto Spinetta,Llama y Verás (Album Version),True,exact,100.0,TRARAZI128F427F3B4,Luis Alberto Spinetta,Llama y Verás
Enuff Z'Nuff - Style.mp3,Enuff Z'Nuff,Style,True,exact,100.0,TRARBZK128F934549A,Enuff Z Nuff,Style
Open Hand - Never Alone.mp3,Open Hand,Never Alone,True,exact,100.0,TRARBGM12903CC5026,Open Hand,Never Alone
Gershon Kingsley - Trumansburg Whistle.mp3,Gershon Kingsley,Trumansburg Whistle,True,exact,100.0,TRARCAU128F9337F05,Gershon Kingsley,Trumansburg Whistle
Charlie McCoy - Columbus Stockade Blues (Album Version).mp3,Charlie McCoy,Columbus Stockade Blues (Album Version),True,exact,100.0,TRARBXA128F426E188,Charlie McCoy,Columbus Stockade Blues
An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari).mp3,An Cafe,Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari),False,,0.0,,,
Frank Chacksfield - Misty Valley (Remastered 2014) (Remastered 2014).mp3,Frank Chacksfield,Misty Valley (Remastered 2014) (Remastered 2014),False,,0.0,,,
Harry Lauder - Portobello Lass.mp3,Harry Lauder,Portobello Lass,True,exact,100.0,TRARCMH12903CB8E8B,Harry Lauder,Portobello Lass
Thirty Seconds To Mars - Year Zero.mp3,Thirty Seconds To Mars,Year Zero,False,,0.0,,,
Winifred Phillips - Sporable.mp3,Winifred Phillips,Sporable,True,exact,100.0,TRARCJT128F9316BA9,Winifred Phillips,Sporable
Gal Costa - Camisa Amarela.mp3,Gal Costa,Camisa Amarela,True,exact,100.0,TRARBYC128F92CEF3C,Gal Costa,Camisa Amarela
Zombina & The Skeletones - The Waiting.mp3,Zombina & The Skeletones,The Waiting,True,exact,100.0,TRARCNT12903CC4767,Zombina & The Skeletones,The Waiting
Sex Pistols - Chatterbox.mp3,Sex Pistols,Chatterbox,True,exact,100.0,TRARBFC128EF3500F8,Sex Pistols,Chatterbox
The Wreckers - Damn That Radio (Live).mp3,The Wreckers,Damn That Radio (Live),True,fuzzy_combined,91.80327868852459,TRARBVD128F4239284,The Wreckers,Damn That Radio [Live]
Shelby Flint - I've Grown Accustomed to His Face.mp3,Shelby Flint,I've Grown Accustomed to His Face,False,,0.0,,,
Thrice - The Earth Isn't Humming.mp3,Thrice,The Earth Isn't Humming,True,exact,100.0,TRARDOK128F9300AB5,Thrice,The Earth Isn't Humming
Bad Company - Rock Steady.mp3,Bad Company,Rock Steady,True,exact,100.0,TRARCZH12903CF7D2F,Bad Company,Rock Steady
DJ Nasty - Pussy Hole.mp3,DJ Nasty,Pussy Hole,True,exact,100.0,TRARESK12903D169F7,DJ Nasty,Pussy Hole
Cannon's Jug Stompers - Heart-Breakin' Blues.mp3,Cannon's Jug Stompers,Heart-Breakin' Blues,True,exact,100.0,TRARDCR12903CE6FBE,Cannon's Jug Stompers,Heart Breakin' Blues
Korpiklaani - Isku Pitkästä Ilosta.mp3,Korpiklaani,Isku Pitkästä Ilosta,True,exact,100.0,TRARFAZ128F93481AD,Korpiklaani,Isku Pitkästä Ilosta
Zensery - Tanz!.mp3,Zensery,Tanz!,False,,0.0,,,
Aaron Neville - For the Good Times.mp3,Aaron Neville,For the Good Times,False,,0.0,,,
Günter Noris - El Cumbanchero.mp3,Günter Noris,El Cumbanchero,True,exact,100.0,TRARESY128F42444FC,Günter Noris,El Cumbanchero
Snow Patrol - New Sensation.mp3,Snow Patrol,New Sensation,True,exact,100.0,TRAREHS128F92F8E13,Snow Patrol,New Sensation
Jeff & Sheri Easter - Wolf In Sheep's Clothing.mp3,Jeff & Sheri Easter,Wolf In Sheep's Clothing,True,fuzzy_combined,95.45454545454545,TRAREWD128F425AC6A,Jeff And Sheri Easter,Wolf In Sheep's Clothing
MxPx - Grey Skies Turn Blue.mp3,MxPx,Grey Skies Turn Blue,True,exact,100.0,TRARCSJ12903CA71D8,MxPx,Grey Skies Turn Blue
Ill Harmonics - Profound Sound (Take Two Album Version).mp3,Ill Harmonics,Profound Sound (Take Two Album Version),True,exact,100.0,TRARDNE128F1472357,Ill Harmonics,Profound Sound (Take Two Album Version)
Out Of The Grey - Dreaming Of April.mp3,Out Of The Grey,Dreaming Of April,True,exact,100.0,TRAREGG128F425A5D8,Out Of The Grey,Dreaming Of April
Milieu - Blackwood Moth.mp3,Milieu,Blackwood Moth,True,exact,100.0,TRAREOY128F93199EF,Milieu,Blackwood Moth
WhoMadeWho - Satisfaction.mp3,WhoMadeWho,Satisfaction,True,artist_fuzzy_title,100.0,TRARDRX128F9325812,Who Made Who,Satisfaction
Tyrone Davis - I Can't Help Myself.mp3,Tyrone Davis,I Can't Help Myself,True,exact,100.0,TRARDFD12903CECB2C,Tyrone Davis,I Can't Help Myself
The Cortinas - Radio Rape.mp3,The Cortinas,Radio Rape,True,exact,100.0,TRARGLY128F935AAD5,The Cortinas,Radio Rape
Eminem - The Way I Am.mp3,Eminem,The Way I Am,True,exact,100.0,TRAFQFM128E078EC97,Eminem,The Way I Am
Brian Dullaghan - Can't Help Falling In Love.mp3,Brian Dullaghan,Can't Help Falling In Love,True,exact,100.0,TRARFCT12903CD3545,Brian Dullaghan,Can't Help Falling In Love
Fergie - Voodoo Doll.mp3,Fergie,Voodoo Doll,True,exact,100.0,TRARFQL128F931E523,Fergie,Voodoo Doll
Seal - Killer (Single Version).mp3,Seal,Killer (Single Version),True,exact,100.0,TRARFSI128F92C5B06,Seal,Killer (Single Version)
Winston Reedy - Paradise (In Your Eyes).mp3,Winston Reedy,Paradise (In Your Eyes),True,exact,100.0,TRARFLF128F425B49B,Winston Reedy,Paradise In Your Eyes
Maximilian Hecker - Birch.mp3,Maximilian Hecker,Birch,True,exact,100.0,TRARFWJ128F9339D70,Maximilian Hecker,Birch
Abijah - Children Of Love.mp3,Abijah,Children Of Love,True,exact,100.0,TRARHBD128F423A0EA,Abijah,Children Of Love
Tito Allen - A Veces Hablo De Ti.mp3,Tito Allen,A Veces Hablo De Ti,True,exact,100.0,TRARHKQ128F92EF0B2,Tito Allen,A Veces Hablo De Ti
Pelle Carlberg - Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls.mp3,Pelle Carlberg,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,True,exact,100.0,TRAREDZ12903CFB6E3,Pelle Carlberg,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls
Daddy Yankee - A Lo Clásico.mp3,Daddy Yankee,A Lo Clásico,True,fuzzy_combined,96.0,TRARGBM128F428F65E,Daddy Yankee,A Lo Clasico
Orquesta Sublime - El Divertido.mp3,Orquesta Sublime,El Divertido,True,exact,100.0,TRAREAP12903D09025,Orquesta Sublime,El divertido
Birmingham Jubilee Singers - King Jesus Is My Captain.mp3,Birmingham Jubilee Singers,King Jesus Is My Captain,True,exact,100.0,TRARDLO128F42A0469,Birmingham Jubilee Singers,King Jesus Is My Captain
Masta Ace Incorporated - Ain't No Game.mp3,Masta Ace Incorporated,Ain't No Game,True,exact,100.0,TRARGTV128F4274FB6,Masta Ace Incorporated,Ain't No Game
The Dickies - Just Say Yes.mp3,The Dickies,Just Say Yes,True,fuzzy_combined,90.9090909090909,TRARHFF128F933D378,Dickies,Just Say Yes
Albert Collins - Same Old Thing.mp3,Albert Collins,Same Old Thing,True,exact,100.0,TRARFXI128F1468CE3,Albert Collins,Same Old Thing
David & Steve Gordon - Faithkeeper - Part 1.mp3,David & Steve Gordon,Faithkeeper - Part 1,True,fuzzy_combined,98.66666666666667,TRARHXX128F93477A0,David & Steve Gordon,Faithkeeper_ Part 1
Hot Tuna - Parchman Farm (Live).mp3,Hot Tuna,Parchman Farm (Live),True,fuzzy_combined,89.79591836734694,TRARGZR128F92E28D6,Hot Tuna,Parchman Farm
Jimmy Riley - Amaze.mp3,Jimmy Riley,Amaze,True,exact,100.0,TRARGDO12903C956AA,Jimmy Riley,Amaze
Kiss - Radar For Love.mp3,Kiss,Radar For Love,True,exact,100.0,TRARIIY128F147187D,Kiss,Radar For Love
Sister Rosetta Tharpe - Up Above My Head There's Music In The Air.mp3,Sister Rosetta Tharpe,Up Above My Head There's Music In The Air,False,,0.0,,,
Flink - Sunset Manifesto.mp3,Flink,Sunset Manifesto,True,exact,100.0,TRARFSH128F92DFDED,Flink,Sunset Manifesto
Pee Wee Crayton - Old Fashioned Baby.mp3,Pee Wee Crayton,Old Fashioned Baby,True,exact,100.0,TRARHFV128F92E0ECE,Pee Wee Crayton,Old Fashioned Baby
Phil Collins - I'm Not Moving (2015 Remastered).mp3,Phil Collins,I'm Not Moving (2015 Remastered),False,,0.0,,,
Jeff Massanari Trio - Closin' Moes.mp3,Jeff Massanari Trio,Closin' Moes,True,exact,100.0,TRARJGM12903CF5DAC,Jeff Massanari Trio,Closin' Moes
Cool cavemen - Everyone Make Love.mp3,Cool cavemen,Everyone Make Love,True,exact,100.0,TRARIKA128F9335A8C,Cool cavemen,Everyone make love
John Cale - Antarctica Starts Here (Remastered 2024).mp3,John Cale,Antarctica Starts Here (Remastered 2024),True,exact,100.0,TRARIZK128F92FF27A,John Cale,Antarctica Starts Here
The Almost - Summer Summer.mp3,The Almost,Summer Summer,True,exact,100.0,TRARJPL128F931C7D2,The Almost,Summer Summer
Tshala Muana - Banda Yango.mp3,Tshala Muana,Banda Yango,True,exact,100.0,TRARKDV128F42500F2,Tshala Muana,Banda Yango
Alain-François - Playa del sous-sol.mp3,Alain-François,Playa del sous-sol,True,exact,100.0,TRARITF12903CE7DA9,Alain-François,Playa del sous-sol
Kitty Kallen - Our Lady of Fatima.mp3,Kitty Kallen,Our Lady of Fatima,True,exact,100.0,TRARKAN128F429AB6D,Kitty Kallen,Our Lady Of Fatima
Oasis - Columbia (Remastered).mp3,Oasis,Columbia (Remastered),True,exact,100.0,TRAOLZJ12903CB4FC7,Oasis,Columbia
Stevie Ray Vaughan & Double Trouble - Couldn't Stand the Weather.mp3,Stevie Ray Vaughan & Double Trouble,Couldn't Stand the Weather,True,fuzzy_combined,96.7741935483871,TRARJEK128F930B3AA,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather
Redman - I Got A Seecret.mp3,Redman,I Got A Seecret,True,exact,100.0,TRARKXM128F14911B0,Redman,I Got A Seecret
Peggy Zina - Ithaki.mp3,Peggy Zina,Ithaki,True,exact,100.0,TRARKDH128F4270965,Peggy Zina,Ithaki
David Arkenstone - Big Bounce.mp3,David Arkenstone,Big Bounce,True,exact,100.0,TRARJEM128F92E444D,David Arkenstone,Big Bounce
David Johansen - She (Album Version).mp3,David Johansen,She (Album Version),False,,0.0,,,
Christos Dantis - Pai Keros.mp3,Christos Dantis,Pai Keros,True,exact,100.0,TRARLOJ128F92DFA03,Christos Dantis,Pai Keros
Misfits - The Haunting.mp3,Misfits,The Haunting,True,fuzzy_combined,90.9090909090909,TRARHCB128F148D1B0,The Misfits,The Haunting
"Panic! At The Disco - I Constantly Thank God for Esteban (Live at Congress Theater, Chicago, IL, 2008).mp3",Panic! At The Disco,"I Constantly Thank God for Esteban (Live at Congress Theater, Chicago, IL, 2008)",False,,0.0,,,
Coco Lee - Killing Me Softly With His Song (Live).mp3,Coco Lee,Killing Me Softly With His Song (Live),True,fuzzy_combined,94.11764705882352,TRARMLZ128F9330684,CoCo Lee,Killing Me Softly With His Song
Barbarito Diez - De Paris Un Caballero.mp3,Barbarito Diez,De Paris Un Caballero,True,exact,100.0,TRARMIK128F4270A74,Barbarito Diez,De Paris Un Caballero
Belami - Te Miattad Változott Meg Az Életem.mp3,Belami,Te Miattad Változott Meg Az Életem,True,exact,100.0,TRARKPB12903C9B67A,Belami,Te Miattad Változott Meg Az Életem
Françoise Hardy - La rue du babouin (feat. Maurane).mp3,Françoise Hardy,La rue du babouin (feat. Maurane),True,fuzzy_combined,89.1891891891892,TRARJVW128F14937AB,Françoise Hardy - Maurane,La Rue Du Babouin
Extreme - Song For Love.mp3,Extreme,Song For Love,True,exact,100.0,TRARKRC128E0791D82,Extreme,Song For Love
Descendents - I'm Not A Loser.mp3,Descendents,I'm Not A Loser,True,exact,100.0,TRARMHA128F92E7D32,Descendents,I'm Not A Loser
The Sensational Alex Harvey Band - Delilah (Live _ Remastered 2002).mp3,The Sensational Alex Harvey Band,Delilah (Live / Remastered 2002),False,,0.0,,,
Tim Exile - Oh Scat Mix Up.mp3,Tim Exile,Oh Scat Mix Up,True,exact,100.0,TRARMRC128F424317A,Tim Exile,Oh Scat Mix Up
Pumpkin Buzzard - 000GrandPno.mp3,Pumpkin Buzzard,000GrandPno,True,exact,100.0,TRARLJI128F933E881,Pumpkin Buzzard,000GrandPno
Daniela Dessì - Afro Profondo.mp3,Daniela Dessì,Afro Profondo,True,exact,100.0,TRARMNI128F9336EF9,Daniela Dessì,Afro Profondo
The Marx Brothers - You Must Do Your Best Tonight _ I Represent_Animal Crackers.mp3,The Marx Brothers,You Must Do Your Best Tonight / I Represent/Animal Crackers,True,exact,100.0,TRARMFD128F4231386,The Marx Brothers,You Must Do Your Best Tonight / I Represent/Animal Crackers
Harold Mabern - The Iron Man.mp3,Harold Mabern,The Iron Man,False,,0.0,,,
Jimmy Wayne - Are You Ever Gonna Love Me_.mp3,Jimmy Wayne,Are You Ever Gonna Love Me?,True,exact,100.0,TRARMYQ128F149F18A,Jimmy Wayne,Are You Ever Gonna Love Me?
William Goldstein - French Suite_ A Paris Thing.mp3,William Goldstein,French Suite: A Paris Thing,True,exact,100.0,TRARMDJ128F931F980,William Goldstein,French Suite: A Paris Thing
New Order - Guilty Partner (2015 Remaster).mp3,New Order,Guilty Partner (2015 Remaster),False,,0.0,,,
Life Long Tragedy - Collecting Dust.mp3,Life Long Tragedy,Collecting Dust,True,exact,100.0,TRARMRJ128F92EBD5C,Life Long Tragedy,Collecting Dust
Devonti & Tanto Metro - Strange Things.mp3,Devonti & Tanto Metro,Strange Things,True,fuzzy_combined,97.05882352941177,TRARNBZ128F4238CF7,Tanto Metro & Devonte,Strange Things
Burt Bacharach - Love Theme (The Falling In Love) (Isn’t She Great_Soundtrack Version).mp3,Burt Bacharach,Love Theme (The Falling In Love) (Isn’t She Great/Soundtrack Version),False,,0.0,,,
Nestor Torres - Ran Kan Kan.mp3,Nestor Torres,Ran Kan Kan,True,exact,100.0,TRARNJN12903CE49F8,Nestor Torres,Ran Kan Kan
Murskahumppa - Lihava enkeli.mp3,Murskahumppa,Lihava enkeli,True,exact,100.0,TRARMUY12903D02555,Murskahumppa,Lihava enkeli
Dave Hollister - Calm Da Seas.mp3,Dave Hollister,Calm Da Seas,True,exact,100.0,TRARNCP128F42AB2B0,Dave Hollister,Calm Da Seas
Leon Russell - Roller Derby.mp3,Leon Russell,Roller Derby,True,exact,100.0,TRARMUZ128F14AA0EA,Leon Russell,Roller Derby
Bobby Pulido - La Rosa (En Vivo).mp3,Bobby Pulido,La Rosa (En Vivo),False,,0.0,,,
Joey Calveiro - Winters Of Yesterday.mp3,Joey Calveiro,Winters Of Yesterday,False,,0.0,,,
Ann Lee - So Deep (2001 Extended Vocal).mp3,Ann Lee,So Deep (2001 Extended Vocal),False,,0.0,,,
Naseebo Lal - Dholna Dholna.mp3,Naseebo Lal,Dholna Dholna,True,exact,100.0,TRARNMW128F92DE2D4,Naseebo Lal,Dholna Dholna
"Debbie Davies - Grow Up, Grow Old.mp3",Debbie Davies,"Grow Up, Grow Old",True,fuzzy_combined,98.36065573770492,TRARNKQ12903CE7299,Debbie Davies,Grow Up_ Grow Old
Bob Marley & The Wailers - Rainbow Country (Red Gold And Green Version).mp3,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),True,exact,100.0,TRARNZA128F424EC6A,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version)
Grizzly Bear - Little Brother (Electric).mp3,Grizzly Bear,Little Brother (Electric),True,fuzzy_combined,85.71428571428572,TRARPCK128F92FEA7F,Grizzly Bear,Little Brother
Domna Kountouri - De Tha Mai Edo.mp3,Domna Kountouri,De Tha Mai Edo,True,exact,100.0,TRAROCB128EF35098A,Domna Kountouri,De Tha Mai Edo
The Starting Line - A Goodnight's Sleep (Album Version).mp3,The Starting Line,A Goodnight's Sleep (Album Version),True,exact,100.0,TRARODV128F1460DBC,The Starting Line,A Goodnight's Sleep
Casa Bulga - Afraid Of Change (Tribal Vocal Mix).mp3,Casa Bulga,Afraid Of Change (Tribal Vocal Mix),True,exact,100.0,TRARNIL12903C9A9C8,Casa Bulga,Afraid Of Change (Tribal Vocal Mix)
The Jam - The Modern World.mp3,The Jam,The Modern World,True,exact,100.0,TRARMUI128F147162F,The Jam,The Modern World
Uravena - Screamin'.mp3,Uravena,Screamin',False,,0.0,,,
Ten Madison - Cup Horn (Original Mix).mp3,Ten Madison,Cup Horn (Original Mix),True,exact,100.0,TRAROPZ128F42A8AB2,TEN MADISON,Cup Horn
Roger Williams - I'm In The Mood For Love (Original).mp3,Roger Williams,I'm In The Mood For Love (Original),True,fuzzy_combined,89.65517241379311,TRAROUS12903CF4F08,Roger Williams,I'm In The Mood For Love
SOJA - Be Aware.mp3,SOJA,Be Aware,True,exact,100.0,TRARPTJ12903CE2898,SOJA,Be Aware
