track_id,artist,title,key,mode,loudness,tempo,key_confidence,mode_confidence,h5_path
TRAMNPV128F932AC6D,Danny Wright,Walking in Faith_ Reprise,0,1,-17.471,108.718,0.103,0.522,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNPV128F932AC6D.h5
TRAMNGQ128F92F56EE,Alternative TV,Lemons_ For Kevin,2,0,-13.846,136.964,0.006,0.411,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNGQ128F92F56EE.h5
TRAMNDO128F9315128,Jacques Higelin,Quand j'improvise sur mon piano,9,0,-10.829,120.203,0.39,0.494,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNDO128F9315128.h5
TRAMNVF128F92DE562,Eduardo Dusek,Nostradamus,2,1,-7.667,111.802,0.523,0.503,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNVF128F92DE562.h5
TRAMOBS128F4216395,Why?,Miss Ohio's Nameless,0,1,-6.913,132.462,0.719,0.595,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOBS128F4216395.h5
TRAMNUT128F14B07A9,Little Eva,Up On The Roof (LP Version),1,1,-7.517,120.026,0.671,0.705,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNUT128F14B07A9.h5
TRAMOGA12903CB4421,Pepper,Musical 69,9,1,-5.935,98.173,0.703,0.612,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOGA12903CB4421.h5
TRAMNVF128F92E6392,Alfredo Gutiérrez,Linda mariposa,0,1,-6.013,95.971,0.398,0.349,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNVF128F92E6392.h5
TRAMNUL128F92DFD82,Pagan Wanderer Lu,Knight -> King 4,7,1,-7.523,134.909,0.72,0.718,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNUL128F92DFD82.h5
TRAMNQJ128F1456E04,Bad Azz,Tha Stand,10,1,-5.108,86.979,0.004,0.231,data/millionsongsubset_extracted/MillionSongSubset\A\M\N\TRAMNQJ128F1456E04.h5
TRAMODP128F426247B,Amil,Get Down,7,1,-6.875,90.894,0.397,0.417,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMODP128F426247B.h5
TRAMOLS128F92F99E3,Dealership,I Don't Want Your Love,10,1,-7.403,107.002,0.691,0.555,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOLS128F92F99E3.h5
TRAMOKN128F9348196,Hank Penny,Steel Guiter Stomp,1,0,-12.361,117.726,0.142,0.236,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOKN128F9348196.h5
TRAMOPU128E07888FD,The Smashing Pumpkins,Rocket,0,1,-11.253,115.938,1.0,0.62,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOPU128E07888FD.h5
TRAMOOQ128F93268E3,Freakhouse,Submit,7,1,-3.638,78.019,0.466,0.528,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOOQ128F93268E3.h5
TRAMOGP128F933CE78,Alex Gopher,Keep on dancin' (Last man standin'),7,1,-12.114,125.147,0.365,0.441,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOGP128F933CE78.h5
TRAMOKE128F4267302,Kékélé,Dido,9,1,-6.112,139.243,0.62,0.661,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOKE128F4267302.h5
TRAMOGF128F428C9F3,Hi-Tack,Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),7,1,-7.908,129.146,0.395,0.532,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOGF128F428C9F3.h5
TRAMOON128F92CB142,Frankie Howard,Three Little Fishes,8,1,-18.75,165.903,0.71,0.674,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOON128F92CB142.h5
TRAMOXE128EF36565E,The Highwaymen,Abilene,7,1,-20.803,154.188,1.0,0.836,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOXE128EF36565E.h5
TRAMOWI12903CE9331,Sunnyland Slim,Hard Times (feat. Floyd Jones),9,1,-14.101,106.545,0.658,0.609,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOWI12903CE9331.h5
TRAMOYG128F146B4DD,Juan Carlos Baglietto,Amor Siciliano,0,1,-11.06,86.794,0.612,0.592,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOYG128F146B4DD.h5
TRAMPHV12903CF952C,Professor Longhair,No Buts - No Maybes,3,1,-7.992,164.648,0.773,0.749,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPHV12903CF952C.h5
TRAMOZP128F425B7BC,Gaither Vocal Band,Passin' The Faith Along,7,1,-9.324,86.249,0.816,0.714,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOZP128F425B7BC.h5
TRAMPCW128F92CC022,Simon & Garfunkel,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),2,1,-10.222,181.41,0.97,0.621,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPCW128F92CC022.h5
TRAMOUF128F9353A1B,Starski and Clutch,Belle Isle Players,1,0,-13.248,165.252,0.01,0.259,data/millionsongsubset_extracted/MillionSongSubset\A\M\O\TRAMOUF128F9353A1B.h5
TRAMPCN12903CC4E5B,Big Mountain,Where Do The Children Play? (LP Version),2,1,-7.885,149.169,0.543,0.578,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPCN12903CC4E5B.h5
TRAMPWN128F934C221,Unearth,Crow Killer,7,1,-5.071,77.399,0.76,0.676,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPWN128F934C221.h5
TRAMPPS128F14A9068,Foghat,Three Wheel Cadillac,9,1,-6.961,187.314,0.547,0.555,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPPS128F14A9068.h5
TRAMPPX128F429BF75,Slim Whitman,Cattle Call,0,1,-11.271,106.637,0.359,0.506,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPPX128F429BF75.h5
TRAMPJS128F933B5D1,Kommunity FK,Junkies 1984,3,1,-6.667,91.312,0.311,0.361,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPJS128F933B5D1.h5
TRAMPPE128F92E1218,Richi M.,Wake Me Up,1,1,-8.729,136.826,0.16,0.229,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPPE128F92E1218.h5
TRAMPXI128F931154A,Tim Hughes,Dance,0,1,-7.205,145.962,0.701,0.273,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPXI128F931154A.h5
TRAMPQY128F933935E,Brian Auger's Oblivion Express,Voices Of Other Times,0,1,-12.601,107.053,0.03,0.384,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPQY128F933935E.h5
TRAMPPQ128F92C2E36,Stevie Ray Vaughan And Double Trouble,Come On (Pt. III),4,1,-9.716,158.136,0.191,0.318,data/millionsongsubset_extracted/MillionSongSubset\A\M\P\TRAMPPQ128F92C2E36.h5
TRAMQBK12903CDA356,DJ Icey,A Little Louder,11,1,-6.705,132.986,0.062,0.309,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQBK12903CDA356.h5
TRAMQKM128F1474EEE,El Gran Silencio,Ayer,7,1,-6.195,143.947,0.156,0.665,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQKM128F1474EEE.h5
TRAMQCL128F426F80D,King Curtis,Misty,5,0,-18.199,43.211,0.462,0.747,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQCL128F426F80D.h5
TRAMQFO128F423CC4A,Scott Krippayne,The Main Thing (LP Version),1,1,-7.82,96.0,0.073,0.321,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQFO128F423CC4A.h5
TRAMQEB128F9306B3A,The Black Crowes,Locust Street (Album Version),7,1,-7.183,98.176,0.359,0.499,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQEB128F9306B3A.h5
TRAMQSY128F4286540,Yuppie Pricks,Prick For President,11,1,-1.83,106.662,0.647,0.533,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQSY128F4286540.h5
TRAMQMX128EF34EF23,Babbu Maan,Kudian Kudian,4,0,-7.159,94.986,0.518,0.473,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQMX128EF34EF23.h5
TRAMQKQ128F93291A3,Der Moderne Man,Sinnloz/ Anakonda (live),5,1,-8.702,148.244,0.108,0.275,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQKQ128F93291A3.h5
TRAMRBW12903CA654C,Rodney O & Joe Cooley,Supercuts,6,0,-13.262,118.933,0.634,0.586,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRBW12903CA654C.h5
TRAMRFE128F4267DF3,Mando Diao,Annie's Angle,9,1,-4.8,150.276,0.384,0.467,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRFE128F4267DF3.h5
TRAMROF128F428ED37,Ramón Vargas,Dal labbro il canto,8,1,-28.536,126.07,0.915,0.405,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMROF128F428ED37.h5
TRAMRKN128F424E9B2,The Hit Factory,Explode (Instrumental),9,0,-7.027,133.29,1.0,0.957,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRKN128F424E9B2.h5
TRAMQWV128F425C3DA,Erik Berglund,Ave Maria,10,1,-9.473,79.632,0.837,0.724,data/millionsongsubset_extracted/MillionSongSubset\A\M\Q\TRAMQWV128F425C3DA.h5
TRAMRVN128F92F543E,Schoolyard Heroes,Dreidel_ Dreidel_ Dreidel_ Dreidel!,6,1,-5.898,86.409,0.32,0.479,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRVN128F92F543E.h5
TRAMRWS128F14985A2,Arturo Sandoval,Waheera,5,0,-11.105,200.42,0.169,0.308,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRWS128F14985A2.h5
TRAMRQS12903D0FD39,Barbara Jones,You Are Always On My Mind,2,1,-7.055,165.754,0.711,0.628,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRQS12903D0FD39.h5
TRAMRXD12903CE8BB1,Christie Hennessy,The All-Ireland,7,1,-16.183,130.588,0.866,0.851,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRXD12903CE8BB1.h5
TRAMSAY128F92ED0DD,It Dies Today,Sixth of June,6,0,-3.337,160.126,0.615,0.657,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSAY128F92ED0DD.h5
TRAMSBQ128F4238B2D,Richie Ray & Bobby Cruz,El Gallo Y La Vaca,7,1,-2.348,109.505,0.069,0.417,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSBQ128F4238B2D.h5
TRAMRXM128F92F46D7,Sirka Ragnar,Port now!,7,0,-5.076,160.03,0.713,0.571,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRXM128F92F46D7.h5
TRAMRZO12903CA82FB,Richard Walters,All at sea,10,1,-9.627,127.719,0.911,0.714,data/millionsongsubset_extracted/MillionSongSubset\A\M\R\TRAMRZO12903CA82FB.h5
TRAMSGC12903CF9375,Little Brother,Second Chances feat. Bilal & Darien Brockington,11,0,-7.534,100.415,0.542,0.55,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSGC12903CF9375.h5
TRAMSIE128F42904B2,Vaggelis Perpiniadis,To Diazigio,2,1,-10.42,108.556,0.0,0.122,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSIE128F42904B2.h5
TRAMSDM12903CAAB21,Les Paul_ Mary Ford,Goofus,11,1,-8.148,200.562,0.288,0.5,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSDM12903CAAB21.h5
TRAMSLB128F9341812,Charlie Byrd Trio,Travellin' On,7,1,-21.115,161.694,0.403,0.506,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSLB128F9341812.h5
TRAMSSK128F92FDC80,Tim Exile,Family Galaxy,10,0,-6.628,116.795,0.255,0.285,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSSK128F92FDC80.h5
TRAMSIH128F42990AB,Olivier Messiaen,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,2,1,-42.472,131.619,0.878,0.543,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSIH128F42990AB.h5
TRAMSSA128F92F60D1,Herb Alpert And The Tijuana Brass,Flowers On The Wall,2,0,-9.144,184.279,0.75,0.613,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSSA128F92F60D1.h5
TRAMSTR128F9331A3B,Glen Ricks,Fall In Love,4,1,-11.442,84.994,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSTR128F9331A3B.h5
TRAMSUE128F424B61F,Chango Spasiuk,Autores Anonimos,5,1,-19.65,84.212,0.093,0.343,data/millionsongsubset_extracted/MillionSongSubset\A\M\S\TRAMSUE128F424B61F.h5
TRAMTIH128F933E8E4,Eric Burdon,Motorcycle girl,2,0,-7.111,145.858,0.92,0.847,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTIH128F933E8E4.h5
TRAMTFQ128F9352EDB,Black Messiah,Gullveig,2,1,-5.461,124.037,0.283,0.258,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTFQ128F9352EDB.h5
TRAMTTD128F42246F3,Gene Chandler,Festival Of Love,5,1,-15.631,92.293,0.47,0.545,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTTD128F42246F3.h5
TRAMTYX128F42985D0,The Misfits,Halloween II,2,1,-9.742,83.953,0.293,0.368,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTYX128F42985D0.h5
TRAMTYA128F932EB9F,Bobby Vee,I Wouldnt Change A Thing,7,1,-12.387,115.185,1.0,0.926,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTYA128F932EB9F.h5
TRAMTKT128F4222C3A,unloco,Reckoning (Album Version),6,1,-5.673,155.793,0.492,0.566,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTKT128F4222C3A.h5
TRAMTXZ12903CEB1A0,Little Milton,You Were On The Right Street,10,1,-7.049,162.226,0.338,0.36,data/millionsongsubset_extracted/MillionSongSubset\A\M\T\TRAMTXZ12903CEB1A0.h5
TRAMUJQ128F4258D02,The Cutting Edge,Cutting Edge,1,1,-13.075,147.173,0.07,0.344,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUJQ128F4258D02.h5
TRAMUCQ128F4254CA3,GG Allin,Garbage Dump,10,0,-12.186,140.97,0.502,0.429,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUCQ128F4254CA3.h5
TRAMUFV128F428DA9F,Tanya Chua,Zuo Li Bu An,8,1,-6.217,147.892,0.576,0.603,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUFV128F428DA9F.h5
TRAMUUZ128F933CA08,EPMD,Please Listen To My Demo,7,0,-11.199,122.838,0.437,0.516,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUUZ128F933CA08.h5
TRAMUPG128F426E688,Southside Johnny Lyon,Please Come Home For Christmas**,4,1,-23.94,94.938,0.353,0.385,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUPG128F426E688.h5
TRAMUOU12903CD599E,Natalie MacMaster,Father John Macleod's Jig,2,1,-10.359,109.097,0.687,0.737,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUOU12903CD599E.h5
TRAMUYQ128F428CA58,Patti Smith,Lo and Beholden,2,0,-8.342,97.147,0.096,0.544,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUYQ128F428CA58.h5
TRAMUYY128F4275B6B,Jaime Urrutia,Caray! (con Loquillo_ directo Enjoy 07),5,1,-5.97,133.01,0.221,0.397,data/millionsongsubset_extracted/MillionSongSubset\A\M\U\TRAMUYY128F4275B6B.h5
TRAMVCA128F933F347,Danny Diablo feat. Puerto Rican Myke,31 - 40,11,1,-13.483,94.335,0.278,0.465,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVCA128F933F347.h5
TRAMVBZ12903CB2635,Dean Martin,Pennies From Heaven,5,0,-13.296,63.16,0.422,0.44,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVBZ12903CB2635.h5
TRAMVMU128F4241923,Mudhoney,When Tomorrow Hits (Album),1,0,-15.959,83.122,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVMU128F4241923.h5
TRAMVUW128F42325F9,Blackfoot,Train_ Train (LP Version),9,1,-12.347,121.483,0.576,0.374,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVUW128F42325F9.h5
TRAMVUQ12903CC900D,Demonbreed,Blood Will Fall,6,0,-6.392,121.487,0.516,0.496,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVUQ12903CC900D.h5
TRAMVOM128F42ACB16,Faithless,Take The Long Way Home,0,1,-7.852,130.002,0.515,0.431,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVOM128F42ACB16.h5
TRAMWDI128F92FF678,Grizzly Bear,Deep Blue Sea (Daniel Rossen home recording),9,1,-14.372,85.003,0.11,0.012,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWDI128F92FF678.h5
TRAMVYI128EF35FDD8,Smiley,Come On Shake My Feelin',9,1,-7.789,110.043,0.854,0.649,data/millionsongsubset_extracted/MillionSongSubset\A\M\V\TRAMVYI128EF35FDD8.h5
TRAMWHX128F4237056,George Dalaras,Ammohostos,7,0,-14.618,47.447,0.216,0.557,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWHX128F4237056.h5
TRAMWGW128F92E16FF,GARFIELD,Garfield - A Tail Of Two Kitties: Mirror Dance,10,0,-22.386,81.646,0.089,0.311,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWGW128F92E16FF.h5
TRAMWHA128F92E7FDB,André Verchuren,Maria Morena,0,1,-10.062,120.643,0.771,0.477,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWHA128F92E7FDB.h5
TRAMWIC128F92FCC79,Stephen Marley / Damian Marley,The Mission,9,0,-7.842,115.823,0.483,0.573,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWIC128F92FCC79.h5
TRAMWKK128F9314838,Emperor,In the Wordless Chamber,0,1,-5.315,169.423,0.432,0.476,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWKK128F9314838.h5
TRAMWKM128F92D51E4,Darcelys,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,0,1,-15.412,166.935,0.455,0.422,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWKM128F92D51E4.h5
TRAMWJH128F145DBE9,Blondie,Rapture (Us Disco Version) (1999 Digital Remaster),0,1,-10.448,215.006,0.077,0.303,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWJH128F145DBE9.h5
TRAMWIH128F92D28B2,Manolis Famellos & I Podilates,Vals '89,0,1,-11.719,94.301,0.01,0.351,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWIH128F92D28B2.h5
TRAMWLJ128F9353C44,Annie Blanchard,La vérité,5,1,-10.021,113.287,0.622,0.584,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWLJ128F9353C44.h5
TRAMWMT128F1453E62,Akon / Kardinal Offishall,Belly Dancer (Bananza) Remix ft. Kardinal Offishall,10,0,-6.583,100.364,0.043,0.436,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWMT128F1453E62.h5
TRAMWLL12903D119DA,Uriah Heep,Ghost of the Ocean (Live),7,1,-8.151,149.921,0.037,0.395,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWLL12903D119DA.h5
TRAMXDO128E0798C6A,Jaime Urrutia,Azzurro,8,1,-5.688,120.464,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXDO128E0798C6A.h5
TRAMWSA128F9359719,Red Foley,Old Shep,4,0,-10.697,38.443,0.195,0.274,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWSA128F9359719.h5
TRAMWOH12903CA8BA0,Gal Costa,Me Recuso,9,1,-17.225,149.039,0.88,0.56,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWOH12903CA8BA0.h5
TRAMWQG128F427BA3C,Facto Delafe y las flores azules,Lametavolante,7,1,-5.726,194.012,0.268,0.236,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWQG128F427BA3C.h5
TRAMWON12903CE7DBA,Alain-François,The frog song,2,1,-5.91,136.044,0.863,0.599,data/millionsongsubset_extracted/MillionSongSubset\A\M\W\TRAMWON12903CE7DBA.h5
TRAMXGR128E07822CC,Radiohead,Bullet Proof ... I Wish I Was (Acoustic),7,1,-18.146,153.08,0.523,0.653,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXGR128E07822CC.h5
TRAMXIQ128F4246FAF,The Weegs,Petticoat,10,0,-7.215,159.041,0.315,0.414,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXIQ128F4246FAF.h5
TRAMXJC128F428E68F,Plasmatics,Sometimes I,2,1,-11.425,113.11,0.413,0.509,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXJC128F428E68F.h5
TRAMXNX128F4281619,Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,Un ballo in maschera (2002 Digital Remaster)_ Act 2: Oh_ qual soave brivido (Riccardo/Amelia),4,0,-16.618,76.731,0.0,0.199,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXNX128F4281619.h5
TRAMXPQ128F148B0C2,Mark Wills,How Bad Do You Want It,2,1,-5.849,96.071,1.0,0.921,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXPQ128F148B0C2.h5
TRAMXNY128F92F84F4,Yvette,Je me sens libre,11,0,-6.103,130.03,0.029,0.047,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXNY128F92F84F4.h5
TRAMXVR128F92EE43B,Grupo Batuque,Ole Ola,1,1,-4.411,0.0,0.521,0.378,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXVR128F92EE43B.h5
TRAMXOD128F9306E6D,Tanika Turner,Compatible,6,0,-8.073,95.039,0.225,0.405,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXOD128F9306E6D.h5
TRAMXWX128F424D76B,The Elders,Moore Street Girls,9,1,-7.3,108.04,0.683,0.639,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXWX128F424D76B.h5
TRAMXVY128F931C1EF,Tony Joe White,I've Got A Thing About You Baby (Album Version),7,1,-15.733,89.102,0.136,0.594,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXVY128F931C1EF.h5
TRAMXVY128F930558B,Computer Paul,Cuts (Bobby's Still In Williamsburg),11,0,-7.972,127.983,0.477,0.432,data/millionsongsubset_extracted/MillionSongSubset\A\M\X\TRAMXVY128F930558B.h5
TRAMYQN128F4282647,Gloria Lasso,Le Pull Over,9,1,-11.685,109.509,0.168,0.349,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYQN128F4282647.h5
TRAMYEC128F4279CA7,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: IV. Quoniam Iniquitatem,11,1,-34.162,30.553,0.015,0.349,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYEC128F4279CA7.h5
TRAMYEF128F934F2D0,Tomash Gee,Bad,1,1,-4.198,146.999,0.306,0.466,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYEF128F934F2D0.h5
TRAMYHK128F9348112,Yuridia,Estar Junto A Ti (Angel),2,1,-14.612,116.629,0.917,0.863,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYHK128F9348112.h5
TRAMYRB128F426234C,Claw Hammer,Speak Softly,2,1,-8.85,167.156,0.443,0.346,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYRB128F426234C.h5
TRAMYUZ128F4246FAC,The Weegs,Slivery,6,0,-7.008,148.735,0.472,0.522,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYUZ128F4246FAC.h5
TRAMZGZ128F42413C2,Debra Laws,On My Own (LP Version),0,1,-8.219,119.697,0.146,0.261,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZGZ128F42413C2.h5
TRAMYZP128F4296A16,Bizzy Bone,A Song For You (Feat. DMX and Chris Notez),8,1,-5.066,84.971,0.545,0.545,data/millionsongsubset_extracted/MillionSongSubset\A\M\Y\TRAMYZP128F4296A16.h5
TRAMZVC128F92E0729,Red Stick Ramblers,Why_ Now Baby?,2,1,-9.265,101.235,0.773,0.743,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZVC128F92E0729.h5
TRAMZIZ128F4269F51,Christian Quast,You Are!,6,1,-13.431,125.049,0.911,0.76,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZIZ128F4269F51.h5
TRAMZHL12903CB65C3,Der Plan,Alter Mann,9,1,-15.478,54.468,0.002,0.249,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZHL12903CB65C3.h5
TRAMZKU128F9345F08,Chapta_ Stage McCloud_ SupaStarr & Tony Manshino,Get F#%ked Up,10,0,-4.733,78.612,0.75,0.708,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZKU128F9345F08.h5
TRAMZPZ128F4274ECC,The Monroes,Arabian Night,4,0,-4.07,132.369,0.655,0.584,data/millionsongsubset_extracted/MillionSongSubset\A\M\Z\TRAMZPZ128F4274ECC.h5
TRANADU128F9345BC8,Cece Winans,The Wind (Tears For You),11,1,-8.998,124.766,0.208,0.429,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANADU128F9345BC8.h5
TRANAGV128F4289B5F,Mobb Deep,(The Grave Prelude),10,1,-13.662,93.785,0.182,0.497,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANAGV128F4289B5F.h5
TRANAHT128E07895F8,KT Tunstall,Boo Hoo,7,1,-10.997,128.205,0.793,0.646,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANAHT128E07895F8.h5
TRANANS128F14ABE7E,ÄI-TIEM,All das mag ich,7,1,-10.948,93.978,0.758,0.658,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANANS128F14ABE7E.h5
TRANAOE128F429961F,Doc & Merle Watson,Three Times Seven,4,1,-16.522,100.483,0.802,0.565,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANAOE128F429961F.h5
TRANALJ128F9318BAF,Doyle Bramhall,Ooh Wee Baby,2,1,-7.194,89.922,0.592,0.442,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANALJ128F9318BAF.h5
TRANAPL128F147328F,Sasha,Owner Of My Heart (Album Version),7,1,-6.282,95.962,0.573,0.743,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANAPL128F147328F.h5
TRANAIE128F146E588,Milk Inc.,Losing Love (DJ Wout Remix),0,1,-10.674,140.023,0.794,0.301,data/millionsongsubset_extracted/MillionSongSubset\A\N\A\TRANAIE128F146E588.h5
